invoice_id,invoice_number,external_invoice_ref,customer_id,contract_id,order_id,billing_region_id,issued_by_employee_id,invoice_date,due_date,invoice_status,subtotal_amount,tax_amount,refund_amount,paid_amount,paid_date,currency,payment_terms
8309,INV-2024-008309,AR-2024-648449,716,65,25001,3,187,2024-09-07,2024-10-22,Paid,14659.57,1905.74,0.00,15539.14,2024-09-12,USD,Net 45
8310,INV-2024-008310,AR-2024-854048,1679,820,19577,8,69,2024-08-01,2024-08-31,Paid,3962.17,198.11,0.00,4199.90,2024-08-20,EUR,Net 30
8311,INV-2023-008311,AR-2023-614743,1197,518,19009,5,99,2023-02-22,2023-04-23,Paid,2839.35,198.75,0.00,3009.72,2023-04-27,CAD,net 30 
8312,INV-2023-008312,AR-2023-757684,2361,1486,6753,7,198,2023-09-01,2023-10-16,paid ,15489.05,2013.58,0.00,0.00,2023-10-11,USD,Net 15
8313,INV-2024-008313,AR-2024-463389,1608,1959,4970,7,183,2024-02-13,2024-02-28,Partially Paid,263.47,0.00,0.00,38.41,2024-02-17,USD,net 30 
8314,INV-2026-008314,AR-2026-926141,1999,2568,17423,10,257,2026-01-09,2026-02-08,Paid,1963.51,0.00,0.00,2081.32,2026-03-17,USD,Net 60
8315,INV-2025-008315,AR-2025-584641,336,2614,14281,5,165,2025-08-14,2025-10-13,Open,21468.48,2790.90,0.00,0.00,,CAD,Net 45
8316,INV-2024-008316,AR-2024-151890,3,3227,26269,4,252,2024-09-05,2024-10-20,Overdue,5984.70,778.01,0.00,0.00,,USD,Net 30
8317,INV-2024-008317,AR-2024-302785,2196,2662,14941,6,205,2024-03-22,2024-05-21,Overdue,35581.65,4625.61,0.00,0.00,,EUR,Net 30
8318,INV-2026-008318,AR-2026-563293,446,2600,10710,4,103,2026-01-09,2026-01-24,Paid,4928.10,344.97,0.00,5223.78,2026-02-19,EUR,Net 45
8319,INV-2025-008319,AR-2025-962648,166,2923,13293,5,94,2025-05-07,2025-05-22,Voided,3606.18,468.80,0.00,0.00,,USD,Net 60
8320,INV-2025-008320,AR-2025-939690,421,2660,15706,10,265,2025-04-05,2025-05-05,Open,4348.42,217.42,0.00,0.00,,USD,net 30 
8321,INV-2024-008321,AR-2024-774444,2060,1122,,6,45,2024-11-09,2024-12-24,Paid,14192.23,1844.99,0.00,15043.76,2025-01-07,USD,Net 30
8322,INV-2023-008322,AR-2023-534717,999,266,,1,107,2023-08-20,2023-09-04,Paid,3524.58,458.20,0.00,3736.06,2023-08-22,USD,net 30 
8323,INV-2024-008323,AR-2024-507336,2005,2006,20077,1,199,2024-07-06,2024-08-05,Open,23241.50,1162.08,0.00,0.00,,USD,Net 60
8324,INV-2024-008324,AR-2024-478595,680,1658,18682,6,220,2024-05-26,2024-06-25,Open,5301.17,689.15,0.00,0.00,,GBP,net 30 
8325,INV-2025-008325,AR-2025-489634,1147,964,12583,8,96,2025-11-14,2025-12-14,Paid,6451.40,0.00,32.42,6806.06,2025-12-08,EUR,net 30 
8326,INV-2023-008326,AR-2023-743956,292,3300,4093,7,252,2023-02-09,2023-04-10,Paid,764.33,53.50,0.00,810.19,2023-03-18,USD,Net 45
8327,INV-2025-008327,AR-2025-703568,1495,3405,979,10,4,2025-09-10,2025-09-25,Partially Paid,20217.47,0.00,0.00,8675.28,2025-10-03,USD,Net 45
8328,INV-2025-008328,AR-2025-618414,1819,2287,,7,239,2025-05-31,2025-06-15,Partially Paid,743.88,0.00,0.00,342.08,2025-07-18,USD,Net 30
8329,INV-2025-008329,AR-2025-464639,1229,3601,15928,6,248,2025-10-08,2025-11-22,Paid,12436.08,621.80,0.00,13182.24,2025-11-08,CAD,net 30 
8330,INV-2023-008330,AR-2023-910124,1007,13,13342,4,261,2023-03-12,2023-03-27,Open,4478.61,223.93,0.00,0.00,,GBP,Net 60
8331,INV-2023-008331,AR-2023-302259,2154,3342,3168,3,52,2023-12-08,2024-02-06,Voided,844.50,109.78,0.00,0.00,,USD,Net 45
8332,INV-2024-008332,AR-2024-720653,1183,74,11873,10,7,2024-09-22,2024-10-22,Open,7338.33,953.98,0.00,0.00,,USD,Net 15
8333,INV-2024-008333,AR-2024-915971,73,3554,6824,4,191,2024-06-28,2024-08-27,Overdue,1118.80,145.44,0.00,0.00,,USD,Net 60
8334,INV-2023-008334,AR-2023-400546,1723,1759,12923,3,147,2023-07-17,2023-08-31,Paid,15853.91,0.00,0.00,16805.15,2023-08-03,USD,Net 60
8335,INV-2025-008335,AR-2025-963157,1230,1311,17208,10,267,2025-12-23,2026-02-21,Paid,2553.59,0.00,0.00,2706.80,2026-02-13,USD,Net 30
8336,INV-2025-008336,AR-2025-492641,2150,276,21898,10,7,2025-05-18,2025-06-02,Paid,9440.09,660.81,0.00,10006.49,2025-06-10,USD,Net 30
8337,INV-2025-008337,AR-2025-226852,1387,2936,20172,7,218,2025-05-09,2025-05-24,Overdue,66569.43,4659.86,0.00,0.00,,USD,Net 15
8338,INV-2023-008338,AR-2023-594633,2241,2738,20343,6,210,2023-02-04,2023-03-06,Paid,17767.37,2309.76,0.00,18833.41,2023-02-21,USD,Net 60
8339,INV-2024-008339,AR-2024-702891,790,2575,,10,310,2024-09-28,2024-10-28,Overdue,13947.83,697.39,0.00,0.00,,USD,Net 30
8340,INV-2023-008340,AR-2023-494136,1627,328,,4,299,2023-07-21,2023-08-05,Paid,8771.92,438.60,3085.97,6212.26,2023-08-27,USD,Net 30
8341,INV-2026-008341,AR-2026-445591,1284,2082,16371,1,201,2026-01-18,2026-02-17,Paid,1218.41,0.00,0.00,1291.51,2026-01-27,USD,Net 30
8342,INV-2024-008342,AR-2024-978789,723,2027,26730,8,31,2024-09-14,2024-10-29,Paid,1167.05,0.00,0.00,1237.08,2024-11-16,USD,Net 15
8343,INV-2024-008343,AR-2024-995845,635,477,26122,5,90,2024-09-27,2024-10-27,Overdue,2084.95,0.00,0.00,0.00,,EUR,Net 15
8344,INV-2023-008344,AR-2023-697452,286,1548,,4,189,2023-05-07,2023-06-06,Paid,3685.12,184.26,0.00,3906.22,2023-05-29,CAD,Net 30
8345,INV-2024-008345,AR-2024-255476,2259,3456,4567,5,190,2024-01-16,2024-02-15,Open,8446.25,0.00,0.00,0.00,,USD,Net 60
8346,INV-2025-008346,AR-2025-509640,1411,354,,1,285,2025-01-28,2025-03-14,Paid,11778.95,0.00,0.00,12485.68,2025-02-17,USD,Net 45
8347,INV-2023-008347,AR-2023-325896,1969,1203,25309,6,191,2023-04-10,2023-05-25,Overdue,544.66,0.00,0.00,0.00,,USD,Net 60
8348,INV-2023-008348,AR-2023-104185,1272,2380,1120,1,41,2023-11-09,2023-12-09,Paid,21217.66,1485.24,0.00,22490.71,2023-12-18,USD,Net 60
8349,INV-2023-008349,AR-2023-948415,1274,1856,26053,4,161,2023-01-15,2023-03-16,Paid,403.61,0.00,0.00,427.82,2023-03-17,USD,Net 30
8350,INV-2024-008350,AR-2024-524677,142,2791,16903,4,83,2024-01-27,2024-03-12,Open,21342.60,2774.54,0.00,0.00,,USD,Net 45
8351,INV-2025-008351,AR-2025-464552,2045,3499,3276,8,249,2025-01-31,2025-03-17,Paid,23053.02,1613.71,0.00,24436.20,2025-03-14,USD,net 30 
8352,INV-2024-008352,AR-2024-632426,2291,3479,10483,5,94,2024-07-25,2024-08-09,Paid,11118.31,555.92,0.00,11785.41,2024-09-17,USD,Net 30
8353,INV-2025-008353,AR-2025-473673,2181,701,24733,5,82,2025-08-22,2025-09-06,Overdue,33811.66,0.00,0.00,0.00,,CAD,Net 15
8354,INV-2024-008354,AR-2024-511898,2212,2306,17330,3,289,2024-09-05,2024-10-20,Paid,956.95,124.40,0.00,1014.37,2024-10-26,EUR,Net 15
8355,INV-2025-008355,AR-2025-411914,2211,3235,4179,2,102,2025-10-06,2025-11-05,Paid,3326.44,232.85,0.00,3526.02,2025-12-08,USD,Net 15
8356,INV-2025-008356,AR-2025-996197,891,1714,,1,69,2025-11-26,2026-01-10,Open,19381.95,1356.74,0.00,0.00,,USD,Net 45
8357,INV-2024-008357,AR-2024-648604,2450,2155,23194,8,241,2024-10-03,2024-11-02,Paid,3050.72,213.55,0.00,3233.77,2024-11-23,USD,Net 45
8358,INV-2023-008358,AR-2023-203878,1835,3169,,4,79,2023-03-16,2023-04-30,Paid,7015.31,0.00,0.00,7436.23,2023-03-25,USD,Net 45
8359,INV-2024-008359,AR-2024-870941,57,3293,22534,10,220,2024-05-28,2024-07-12,Overdue,4297.03,558.61,0.00,0.00,,USD,net 30 
8360,INV-2023-008360,AR-2023-225909,2221,3181,3495,3,103,2023-07-23,2023-08-22,Overdue,10017.48,0.00,0.00,0.00,,USD,Net 30
8361,INV-2025-008361,AR-2025-755309,2189,594,,8,107,2025-09-29,2025-10-14,Paid,11656.92,0.00,0.00,12356.34,2025-10-17,USD,Net 45
8362,INV-2024-008362,AR-2024-929590,397,2442,13970,1,296,2024-05-04,2024-06-18,Paid,7377.32,368.87,0.00,7819.96,2024-05-26,USD,Net 60
8363,INV-2024-008363,AR-2024-621733,1311,1249,3854,6,248,2024-09-19,2024-10-04,Open,3745.22,486.88,0.00,0.00,,USD,Net 15
8364,INV-2025-008364,AR-2025-138261,1132,1700,8173,8,282,2025-05-01,2025-05-16,Paid,8769.82,613.89,0.00,9296.01,2025-05-13,USD,Net 60
8365,INV-2023-008365,AR-2023-373489,1081,2839,26982,7,40,2023-06-19,2023-08-18,Paid,914.79,0.00,0.00,969.68,2023-08-23,USD,Net 60
8366,INV-2024-008366,AR-2024-132566,306,144,11950,3,259,2024-05-17,2024-07-16,Paid,6372.85,828.47,0.00,6755.23,2024-06-10,USD,Net 15
8367,INV-2026-008367,AR-2026-906916,299,1422,20511,5,178,2026-01-23,2026-02-22,Paid,3275.41,0.00,0.00,3471.94,2026-02-14,USD,net 30 
8368,INV-2024-008368,AR-2024-615059,1281,3553,9143,11,173,2024-02-16,2024-03-17,Open,10993.39,549.67,3995.01,0.00,,USD,Net 45
8369,INV-2024-008369,AR-2024-930795,800,2031,11402,1,265,2024-08-31,2024-09-30,Paid,7020.19,0.00,0.00,7441.40,2024-10-01,USD,Net 30
8370,INV-2023-008370,AR-2023-327716,143,1591,7846,3,289,2023-08-17,2023-10-01,Paid,43804.34,5694.56,0.00,46432.60,2023-10-01,USD,Net 45
8371,INV-2025-008371,AR-2025-902410,1307,365,9639,4,139,2025-05-24,2025-06-08,Overdue,2473.26,123.66,0.00,0.00,,USD,Net 30
8372,INV-2023-008372,AR-2026-988225,120,1524,3689,9,257,2023-03-30,2023-04-14,Paid,222.07,15.55,0.00,235.40,2023-05-16,USD,Net 60
8373,INV-2025-008373,AR-2025-852137,522,772,,9,160,2025-12-30,2026-01-29,Open,2582.95,335.78,0.00,0.00,,CAD,Net 45
8374,INV-2024-008374,AR-2024-595606,1531,634,25593,10,258,2024-01-18,2024-02-02,Paid,15992.95,2079.08,0.00,16952.53,2024-02-18,USD,Net 45
8375,INV-2025-008375,AR-2025-762759,1692,289,6716,4,64,2025-07-28,2025-08-12,Overdue,5982.06,0.00,0.00,0.00,,USD,Net 60
8376,INV-2025-008376,AR-2025-446499,1329,3093,,2,280,2025-08-26,2025-09-10,Voided,228.36,0.00,0.00,0.00,,EUR,Net 60
8377,INV-2025-008377,AR-2025-830068,863,3207,,2,173,2025-02-17,2025-03-19,Paid,10162.26,508.11,0.00,10772.00,2025-04-05,EUR,net 30 
8378,INV-2023-008378,AR-2023-786307,1760,630,21147,6,248,2023-02-06,2023-03-23,Paid,35703.00,1785.15,0.00,37845.19,2023-03-12,USD,Net 60
8379,INV-2024-008379,AR-2024-394879,2499,1022,14444,10,12,2024-12-18,2025-01-02,Open,46433.63,3250.35,3030.85,0.00,,GBP,Net 45
8380,INV-2024-008380,AR-2024-599858,1087,1802,9800,9,78,2024-09-20,2024-11-04,Partially Paid,5058.37,0.00,0.00,324.44,2024-10-25,USD,Net 30
8381,INV-2023-008381,AR-2023-791073,2441,1566,9816,8,19,2023-07-13,2023-08-12,Paid,472.23,23.61,0.00,500.57,2023-07-31,USD,net 30 
8382,INV-2025-008382,AR-2025-572450,746,1111,14072,11,234,2025-06-10,2025-07-10,Paid,9512.31,665.86,0.00,10083.05,2025-06-17,usd,Net 45
8383,INV-2025-008383,AR-2025-782951,1155,2809,22755,1,196,2025-09-04,2025-09-19,Open,11011.73,550.59,0.00,0.00,,GBP,Net 15
8384,INV-2024-008384,AR-2024-259473,1958,1042,11207,6,224,2024-01-10,2024-02-24,Open,16666.56,1166.66,0.00,0.00,,GBP,Net 30
8385,INV-2024-008385,AR-2024-693317,2337,3471,20835,10,106,2024-03-27,2024-05-26,Paid,3637.29,181.86,0.00,3855.53,2024-05-18,EUR,Net 60
8386,INV-2024-008386,AR-2024-186260,1430,850,2816,6,60,2024-04-11,2024-05-11,Overdue,4401.66,220.08,0.00,0.00,,usd,Net 45
8387,INV-2025-008387,AR-2025-920412,1576,380,,11,33,2025-03-17,2025-04-16,Overdue,45826.50,5957.44,0.00,0.00,,GBP,Net 30
8388,INV-2023-008388,AR-2023-971243,2083,228,751,9,90,2023-10-18,2023-11-17,Paid,10429.40,1355.82,0.00,11055.16,2023-11-27,CAD,Net 15
8389,INV-2025-008389,AR-2025-715687,165,2640,2540,8,154,2025-05-20,2025-07-19,Overdue,2164.85,151.54,0.00,0.00,,USD,Net 15
8390,INV-2023-008390,AR-2023-981582,1279,199,4161,3,118,2023-09-30,2023-10-30,Open,6312.09,441.85,0.00,0.00,,USD,Net 15
8391,INV-2026-008391,AR-2026-336804,1437,2570,22708,5,193,2026-06-26,2026-08-10,Paid,13451.38,1748.68,0.00,14258.46,2026-08-24,USD,Net 60
8392,INV-2024-008392,AR-2024-479073,1740,379,18241,11,192,2024-05-27,2024-06-26,Open,19824.64,991.23,0.00,0.00,,USD,Net 45
8393,INV-2024-008393,AR-2024-674391,1088,1640,,7,139,2024-09-12,2024-10-27,Paid,4161.98,291.34,0.00,4411.69,2024-11-14,GBP,Net 45
8394,INV-2025-008394,AR-2025-934399,358,2601,14350,7,285,2025-01-04,2025-01-19,Partially Paid,898.85,116.85,0.00,242.49,2025-01-28,GBP,Net 30
8395,INV-2024-008395,AR-2024-423587,2406,1333,24916,8,161,2024-08-30,2024-10-29,Open,12783.48,1661.85,0.00,0.00,,GBP,Net 45
8396,INV-2024-008396,AR-2024-835607,2135,131,,7,14,2024-06-04,2024-07-04,Overdue,6955.91,347.80,1367.16,0.00,,EUR,Net 60
8397,INV-2025-008397,AR-2025-656342,33,2028,20298,7,273,2025-05-01,2025-06-15,Paid,9363.78,0.00,0.00,9925.60,2025-06-01,USD,Net 45
8398,INV-2024-008398,AR-2024-249324,1576,1354,26719,11,68,2024-09-25,2024-10-25,Overdue,5005.75,650.75,0.00,0.00,,USD,Net 15
8399,INV-2025-008399,AR-2025-989810,1827,3339,21456,11,31,2025-09-10,2025-10-25,Paid,14937.74,0.00,0.00,15834.01,2025-10-01,GBP,net 30 
8400,INV-2023-008400,AR-2023-257843,2436,256,15232,6,190,2023-08-24,2023-09-23,Overdue,8582.39,429.12,0.00,0.00,,USD,net 30 
8401,INV-2023-008401,AR-2023-477077,1519,819,,2,147,2023-02-20,2023-03-22,Paid,15140.86,1968.31,0.00,16049.31,2023-04-28,USD,Net 30
8402,INV-2024-008402,AR-2024-401464,350,1097,22422,6,89,2024-05-06,2024-05-21,Paid,4428.46,575.70,0.00,4694.17,2024-07-06,USD,Net 30
8403,INV-2026-008403,AR-2026-726096,946,572,7013,4,213,2026-02-09,2026-04-10,Overdue,12493.78,624.69,0.00,0.00,,USD,Net 15
8404,INV-2024-008404,AR-2024-820349,1368,1850,1957,10,61,2024-10-14,2024-11-28,Partially Paid,41124.90,5346.24,0.00,35263.94,2024-11-02,USD,Net 15
8405,INV-2025-008405,AR-2025-700000,1059,899,6482,3,83,2025-11-01,2025-12-01,Partially Paid,7646.91,535.28,0.00,1944.56,2025-11-29,USD,Net 60
8406,INV-2024-008406,AR-2024-923791,283,270,2561,3,203,2024-10-20,2024-11-19,Paid,21838.74,0.00,0.00,23149.07,2024-11-23,USD,Net 60
8407,INV-2025-008407,AR-2025-766078,1613,3680,,5,154,2025-12-27,2026-01-11,Paid,5380.72,0.00,0.00,5703.56,2026-03-03,usd,Net 45
8408,INV-2025-008408,AR-2025-729492,2406,1333,2653,8,266,2025-05-29,2025-06-28,Overdue,3817.73,0.00,0.00,0.00,,GBP,Net 60
8409,INV-2026-008409,AR-2026-978943,420,3160,13179,10,259,2026-01-21,2026-03-07,Paid,10090.77,1311.80,0.00,10696.21,2026-02-01,USD,Net 30
8410,INV-2024-008410,AR-2024-930695,2107,2513,24184,7,90,2024-07-30,2024-08-14,Paid,46984.21,6107.95,4691.91,45111.35,2024-08-17,USD,Net 15
8411,INV-2026-008411,AR-2026-197935,680,2961,24660,6,15,2026-01-02,2026-01-17,Overdue,45223.53,2261.18,1586.13,0.00,,USD,Net 30
8412,INV-2023-008412,AR-2023-805965,776,2587,4302,9,35,2023-11-23,2023-12-23,paid ,4520.73,587.70,0.00,0.00,2024-01-01,USD,Net 30
8413,INV-2025-008413,AR-2025-337523,1067,1724,10784,5,231,2025-12-19,2026-01-18,Voided,9069.39,1179.02,0.00,0.00,,GBP,Net 30
8414,INV-2023-008414,AR-2023-895023,2155,15,,3,218,2023-08-25,2023-10-09,Paid,52109.27,2605.46,4397.91,50837.91,2023-10-17,GBP,Net 45
8415,INV-2024-008415,AR-2024-537607,323,887,12235,10,278,2024-01-06,2024-01-21,Paid,10488.52,0.00,0.00,11117.83,2024-02-26,USD,Net 15
8416,INV-2025-008416,AR-2025-779013,2060,1122,23642,6,287,2025-11-13,2025-12-13,Open,9576.30,478.81,0.00,0.00,,USD,Net 60
8417,INV-2026-008417,AR-2026-389564,2259,3456,4839,5,291,2026-02-15,2026-03-17,Paid,8242.18,1071.48,0.00,8736.71,2026-04-06,USD,net 30 
8418,INV-2024-008418,AR-2024-235510,1061,1143,3756,11,189,2024-06-15,2024-07-15,Paid,14225.55,995.79,1279.45,13799.63,2024-08-07,USD,Net 60
8419,INV-2024-008419,AR-2024-233509,1794,908,8389,8,67,2024-08-22,2024-09-21,Overdue,5310.76,690.40,0.00,0.00,,USD,net 30 
8420,INV-2024-008420,AR-2024-634642,1019,896,6942,10,26,2024-05-08,2024-06-07,Paid,8169.34,571.85,0.00,8659.50,2024-06-06,USD,net 30 
8421,INV-2024-008421,AR-2024-119750,1589,305,13107,6,187,2024-07-07,2024-07-22,Overdue,33478.91,4352.26,2080.41,0.00,,GBP,Net 60
8422,INV-2023-008422,AR-2023-823630,2066,1996,19742,8,161,2023-03-23,2023-04-22,Paid,4044.07,525.73,0.00,4286.72,2023-05-25,USD,net 30 
8423,INV-2023-008423,AR-2023-329595,2047,46,15695,2,291,2023-06-29,2023-08-28,Paid,38538.25,0.00,0.00,40850.55,2023-08-17,USD,Net 45
8424,INV-2026-008424,AR-2026-726367,619,648,26455,7,174,2026-02-23,2026-03-25,Paid,52465.23,0.00,0.00,55613.14,2026-04-13,USD,Net 45
8425,INV-2024-008425,AR-2024-811443,2450,2155,23194,8,287,2024-09-24,2024-10-09,Paid,3044.72,0.00,0.00,3227.40,2024-11-09,USD,net 30 
8426,INV-2023-008426,AR-2023-856237,2058,741,11292,6,12,2023-02-01,2023-03-03,Paid,19177.71,1342.44,0.00,20328.37,2023-04-08,USD,Net 60
8427,INV-2024-008427,AR-2024-109602,1714,1361,238,2,165,2024-10-08,2024-11-07,Open,1338.14,93.67,414.30,0.00,,USD,Net 15
8428,INV-2025-008428,AR-2025-184178,1087,1588,26531,9,128,2025-04-11,2025-04-26,Partially Paid,2094.80,272.32,0.00,895.92,2025-05-17,USD,Net 60
8429,INV-2025-008429,AR-2025-532566,247,1744,18303,8,45,2025-09-04,2025-10-19,Partially Paid,1265.82,0.00,0.00,622.06,2025-09-21,USD,Net 45
8430,INV-2024-008430,AR-2024-899972,11,1328,5229,1,52,2024-10-24,2024-12-23,Partially Paid,6193.33,0.00,0.00,4614.69,2024-10-26,USD,net 30 
8431,INV-2023-008431,AR-2023-755265,1413,2091,26107,10,173,2023-07-19,2023-08-18,Paid,65468.30,3273.42,0.00,69396.40,2023-08-09,USD,Net 30
8432,INV-2026-008432,AR-2026-247329,2429,309,,4,180,2026-05-07,2026-07-06,Open,8688.17,434.41,0.00,0.00,,USD,Net 45
8433,INV-2026-008433,AR-2026-950034,715,678,9506,9,248,2026-05-24,2026-07-08,Overdue,16141.21,2098.36,0.00,0.00,,GBP,Net 45
8434,INV-2024-008434,AR-2024-495032,2084,3022,20204,8,201,2024-08-30,2024-09-14,Open,4895.21,244.76,0.00,0.00,,USD,net 30 
8435,INV-2026-008435,AR-2026-717587,1926,2919,7907,4,231,2026-03-27,2026-04-26,Open,19592.54,1371.48,0.00,0.00,,EUR,Net 45
8436,INV-2025-008436,AR-2025-741092,2075,2108,23912,10,26,2025-03-03,2025-04-17,Paid,12072.57,1569.43,0.00,12796.92,2025-04-13,USD,Net 60
8437,INV-2025-008437,AR-2025-991578,14,2377,25542,10,82,2025-05-07,2025-07-06,Paid,4628.72,601.73,0.00,4906.44,2025-07-05,USD,Net 15
8438,INV-2024-008438,AR-2024-988223,2225,3216,1897,6,67,2024-10-30,2024-11-14,Paid,4589.94,229.50,0.00,4865.33,2024-12-16,USD,net 30 
8439,INV-2026-008439,AR-2026-815212,923,2801,11042,4,90,2026-05-04,2026-06-03,Overdue,3855.97,501.28,1178.97,0.00,,USD,Net 30
8440,INV-2024-008440,AR-2024-799178,440,1866,22522,7,31,2024-01-27,2024-02-26,Open,7718.18,540.27,0.00,0.00,,USD,net 30 
8441,INV-2024-008441,AR-2024-569298,1696,1621,14185,3,253,2024-11-23,2024-12-08,Overdue,190.54,0.00,0.00,0.00,,USD,Net 30
8442,INV-2023-008442,AR-2023-367305,319,3589,6341,11,199,2023-10-24,2023-12-23,Overdue,6734.15,875.44,0.00,0.00,,EUR,net 30 
8443,INV-2023-008443,AR-2023-569634,251,182,,7,57,2023-10-13,2023-10-28,Open,15018.62,0.00,0.00,0.00,,USD,Net 30
8444,INV-2024-008444,AR-2024-548317,783,2789,15637,6,198,2024-12-14,2025-01-28,Partially Paid,51564.30,2578.21,0.00,24195.88,2025-02-03,USD,net 30 
8445,INV-2026-008445,AR-2026-212933,2336,354,7085,1,178,2026-01-29,2026-03-15,Paid,317.36,0.00,0.00,336.40,2026-04-07,USD,net 30 
8446,INV-2026-008446,AR-2026-591758,161,847,11887,10,16,2026-01-08,2026-02-07,Open,2684.30,187.90,829.11,0.00,,USD,Net 30
8447,INV-2026-008447,AR-2026-925669,14,2377,13710,10,67,2026-04-03,2026-06-02,Paid,47023.53,3291.65,0.00,49844.94,2026-04-18,USD,net 30 
8448,INV-2025-008448,AR-2025-699294,1095,3120,16119,9,254,2025-10-15,2025-12-14,Paid,6599.12,857.89,0.00,6995.07,2025-10-28,USD,Net 45
8449,INV-2026-008449,AR-2026-528669,1576,1388,,11,51,2026-02-26,2026-03-13,Paid,3726.02,186.30,0.00,3949.58,2026-03-29,EUR,Net 45
8450,INV-2025-008450,AR-2025-785146,1861,92,12308,8,160,2025-08-12,2025-09-11,Paid,13397.63,937.83,0.00,14201.48,2025-09-04,USD,Net 30
8451,INV-2023-008451,AR-2023-901385,224,1025,21162,9,173,2023-07-17,2023-08-16,Paid,2630.33,184.12,0.00,2788.15,2023-09-03,CAD,Net 15
8452,INV-2026-008452,AR-2026-833372,610,416,22244,9,106,2026-06-28,2026-07-28,Paid,9934.98,695.45,0.00,10531.08,2026-09-01,CAD,Net 60
8453,INV-2023-008453,AR-2023-786288,885,2684,536,1,242,2023-08-11,2023-09-25,Open,3048.78,152.44,0.00,0.00,,EUR,net 30 
8454,INV-2026-008454,AR-2026-650749,1252,1202,16632,8,1,2026-03-15,2026-05-14,Paid,5495.59,384.69,0.00,5825.33,2026-03-25,USD,net 30 
8455,INV-2025-008455,AR-2025-760308,779,248,20079,9,160,2025-03-09,2025-04-23,Overdue,1384.68,69.23,0.00,0.00,,USD,net 30 
8456,INV-2025-008456,AR-2025-124286,1119,2674,,11,307,2025-11-09,2025-12-24,Open,9945.38,1292.90,0.00,0.00,,EUR,Net 45
8457,INV-2024-008457,AR-2024-828201,1028,2196,14061,10,201,2024-04-29,2024-05-29,Open,1047.23,136.14,0.00,0.00,,USD,Net 45
8458,INV-2025-008458,AR-2025-657195,2464,1826,17577,8,308,2025-05-14,2025-06-28,Voided,915.24,0.00,0.00,0.00,,USD,Net 15
8459,INV-2023-008459,AR-2023-770121,2039,1421,1109,11,52,2023-10-09,2023-11-08,Paid,384.15,26.89,0.00,407.20,2023-11-15,CAD,Net 60
8460,INV-2024-008460,AR-2024-826712,272,201,20195,4,41,2024-06-15,2024-07-30,Paid,675.19,33.76,0.00,715.70,2024-08-18,USD,Net 30
8461,INV-2023-008461,AR-2023-782702,1220,528,20201,10,112,2023-10-14,2023-10-29,Paid,23987.27,1199.36,0.00,25426.50,2023-11-02,GBP,Net 45
8462,INV-2024-008462,AR-2024-195230,1094,1719,15604,2,89,2024-01-24,2024-02-23,Partially Paid,8061.04,403.05,0.00,2774.74,2024-02-12,USD,Net 30
8463,INV-2024-008463,AR-2024-207421,159,1221,,7,174,2024-12-25,2025-01-24,Paid,3511.45,0.00,0.00,3722.14,2025-02-18,USD,Net 60
8464,INV-2024-008464,AR-2024-101068,901,917,19990,7,153,2024-02-05,2024-03-06,Paid,3357.21,0.00,0.00,3558.64,2024-04-04,USD,Net 15
8465,INV-2025-008465,AR-2025-899447,890,3373,4558,9,44,2025-05-08,2025-06-07,Paid,21532.82,1507.30,0.00,22824.79,2025-06-27,USD,Net 15
8466,INV-2023-008466,AR-2023-464419,1519,3561,1477,2,26,2023-02-24,2023-04-10,Open,12454.70,622.73,0.00,0.00,,EUR,Net 15
8467,INV-2026-008467,AR-2026-381280,810,2061,14967,11,78,2026-06-05,2026-07-20,paid ,461.42,23.07,169.97,0.00,2026-07-20,USD,Net 60
8468,INV-2024-008468,AR-2024-539158,1035,1625,4029,10,107,2024-11-04,2025-01-03,Paid,16870.52,1180.94,0.00,17882.75,2024-12-13,CAD,net 30 
8469,INV-2026-008469,AR-2026-176898,424,2140,7292,7,173,2026-03-18,2026-04-02,Paid,1621.95,113.54,0.00,1719.26,2026-04-23,GBP,Net 30
8470,INV-2023-008470,AR-2023-511205,2114,1237,4809,10,299,2023-02-20,2023-03-22,Paid,2513.33,326.73,0.00,2664.13,2023-03-20,EUR,Net 45
8471,INV-2026-008471,AR-2026-159718,1241,3596,,1,199,2026-04-27,2026-05-27,Overdue,1617.85,80.89,0.00,0.00,,USD,Net 60
8472,INV-2023-008472,AR-2023-343293,1434,121,21368,11,183,2023-03-26,2023-05-25,Overdue,21427.10,1499.90,0.00,0.00,,GBP,Net 30
8473,INV-2026-008473,AR-2026-227055,2273,3380,4291,6,10,2026-04-25,2026-05-25,Paid,18025.19,2343.27,0.00,19106.70,2026-05-20,USD,Net 60
8474,INV-2025-008474,AR-2025-756789,2154,3342,10195,3,119,2025-04-20,2025-05-20,Open,3910.68,273.75,0.00,0.00,,USD,Net 15
8475,INV-2024-008475,AR-2024-503610,2218,2618,109,2,72,2024-06-02,2024-06-17,Paid,5349.78,267.49,934.84,4735.92,2024-06-05,USD,Net 15
8476,INV-2023-008476,AR-2023-313135,829,3181,20193,5,261,2023-12-09,2023-12-24,Paid,31670.57,1583.53,0.00,33570.81,2024-02-11,USD,Net 60
8477,INV-2023-008477,AR-2023-948720,871,3358,23093,6,74,2023-07-21,2023-09-19,Open,2577.73,128.89,0.00,0.00,,GBP,Net 45
