address_id,customer_id,region_id,address_type,site_name,address_line_1,city,postal_code,is_primary,active_flag,validated_on
2963,1405,2,Billing,Pioneer Beverage Co-op HQ,388 Vine Street,Atlanta,29915,True,True,2024-05-09
2964,1405,2,Returns,Pioneer Beverage Co-op DC,1135 Ridgeview Road,Atlanta,95585,False,True,2023-03-22
2965,1406,3,Billing,Lakeside Beverage Labs HQ,8323 Dockside Lane,Columbus,22010,True,True,2023-11-01
2966,1406,5,Returns,Lakeside Beverage Labs DC,7065 Ridgeview Road,Los Angeles,22075,False,True,2025-12-15
2967,1406,1,Production Site,Lakeside Beverage Labs Plant,2470 Marlow Parkway,Newark,77786,False,True,2023-04-04
2968,1407,7,Billing,Summit Beverage Foods HQ,768 Dockside Lane,Toronto,47490,True,True,2023-01-03
2969,1408,9,Billing,northwind seafood group HQ,1796 Dockside Lane,London,SE2 5B,True,True,2026-02-01
2970,1408,9,Delivery,northwind seafood group DC,9881 Canal Street,Manchester,EH2 8A,False,False,2025-07-03
2971,1408,9,Cross-Dock,northwind seafood group Plant,3313 Station Road,London,L5 3C,False,True,2023-08-31
2972,1408,9,Cross-Dock,northwind seafood group Annex,9689 Market Row,Bristol,B9 6D,False,True,2024-09-01
2973,1409,4,Billing,Westline Meal Systems Logi HQ,5364 Canal Street,Albuquerque,57146,True,True,
2974,1409,4,Delivery,Westline Meal Systems Logi DC,2038 Canal Street,Albuquerque,48225,False,True,2024-06-09
2975,1409,4,Cross-Dock,Westline Meal Systems Logi Plant,4501 Harvester Road,Denver,42572,False,True,2025-06-11
2976,1409,4,Production Site,Westline Meal Systems Logi Annex,4767 Marlow Parkway,Albuquerque,70992,False,True,2024-03-05
2977,1410,9,Billing,Cedar Seafood Group HQ,782 Dockside Lane,Bristol,EH9 6B,True,True,2025-09-22
2978,1411,1,Billing,Northwind Laboratories Par HQ,481 Foundry Way,Newark,91552,True,True,2025-07-06
2979,1412,5,Billing,Cardinal Cold Foods Logist HQ,6871 Crescent Drive,Los Angeles,87737,True,True,2023-07-16
2980,1412,5,Returns,Cardinal Cold Foods Logist DC,8927 Crescent Drive,Oakland,12209,False,True,2025-08-23
2981,1413,10,Billing,Keystone Meal Systems Hold HQ,2506 Market Row,Cologne,M6 2A,True,True,2025-05-02
2982,1413,10,Returns,Keystone Meal Systems Hold DC,8077 Marlow Parkway,Munich,EH5 6A,False,True,2025-02-24
2983,1413,10,Returns,Keystone Meal Systems Hold Plant,9150 Ridgeview Road,Cologne,B5 5C,False,False,2023-07-06
2984,1413,6,Delivery,Keystone Meal Systems Hold Annex,9630 Crescent Drive,Austin,49302,False,True,2025-07-22
2985,1414,11,Billing,Solace Floral Logistics Pa HQ,3358 Ridgeview Road,Eindhoven,SE8 2A,True,False,
2986,1415,11,Billing,Keystone Floral Logistics  HQ,393 Foundry Way,Eindhoven,SE5 8D,True,True,2023-07-26
2987,1416,10,Billing,Everfield Pet Nutrition Lo HQ,2988 Ridgeview Road,Hamburg,B3 5A,True,True,2024-07-05
2988,1416,10,Returns,Everfield Pet Nutrition Lo DC,9710 Vine Street,Hamburg,B9 4D,False,True,2025-12-02
2989,1416,10,Returns,Everfield Pet Nutrition Lo Plant,3312 Marlow Parkway,Hamburg,SE8 7C,False,True,
2990,1416,10,Production Site,Everfield Pet Nutrition Lo Annex,2750 Market Row,Cologne,B4 4B,False,True,2025-10-02
2991,1417,1,Billing,Summit Nutrition Partners HQ,6544 Station Road,Newark,51192,True,True,2025-05-23
2992,1418,11,Billing,Crown Nutrition Partners HQ,8200 Vine Street,Amsterdam,M5 6C,True,True,2026-02-27
2993,1419,5,Billing,WESTLINE SEAFOOD LOGISTICS HQ,1072 Market Row,Oakland,23295,True,True,2024-06-19
2994,1419,5,Production Site,WESTLINE SEAFOOD LOGISTICS DC,3889 Juniper Avenue,Seattle,62339,False,True,2025-07-11
2995,1419,5,Production Site,WESTLINE SEAFOOD LOGISTICS Plant,8671 Juniper Avenue,SAN DIEGO,43350,False,True,2025-12-29
2996,1420,3,Billing,Westline Meal Systems Labs HQ,9034 Juniper Avenue,Chicago,88954,True,True,2023-01-05
2997,1421,10,Billing,Orchard Specialty Produce  HQ,7424 Harvester Road,Berlin,SE6 7A,True,True,2023-09-20
2998,1422,8,Billing,Crescent Laboratories Co-o HQ,8395 Vine Street,Sherbrooke,23030,True,True,2026-03-12
2999,1422,8,Cross-Dock,Crescent Laboratories Co-o DC,2016 Canal Street,Laval,42529,False,True,2023-02-23
3000,1422,5,Production Site,Crescent Laboratories Co-o Plant,1543 Ridgeview Road,San Diego,24759,False,True,2024-12-20
3001,1422,8,Production Site,Crescent Laboratories Co-o Annex,632 Ridgeview Road,Montreal,78860,False,True,2025-03-03
3002,1423,11,Billing,Lakeside Cold Foods Supply HQ,8443 Marlow Parkway,Amsterdam,SE7 1D,True,True,2026-02-14
3003,1423,11,Cross-Dock,Lakeside Cold Foods Supply DC,6594 Foundry Way,Rotterdam,EH5 1A,False,True,2026-02-12
3004,1424,8,Billing,Orchard Floral Logistics L HQ,1134 Station Road,Laval ,72271,True,True,2024-06-05
3005,1425,2,Billing,Westline Nutrition Co-op HQ,3394 Dockside Lane,Charlotte,81974,True,True,2025-11-04
3006,1425,2,Delivery,Westline Nutrition Co-op DC,2227 Juniper Avenue,Orlando,75699,False,False,2024-07-09
3007,1426,2,Billing,Aster Meal Systems Group HQ,2213 Station Road,Nashville,36529,True,True,2024-10-03
3008,1426,5,Returns,Aster Meal Systems Group DC,2531 Harvester Road,Oakland,92188,False,True,2025-08-03
3009,1427,8,Billing,Riverbend Nutrition Supply HQ,9111 Foundry Way,Laval,56005,True,True,2023-05-17
3010,1427,8,Delivery,Riverbend Nutrition Supply DC,3373 Juniper Avenue,Montreal,23229,False,True,2025-01-26
3011,1428,4,Billing,Helix Pharma Labs HQ,8277 Foundry Way,Las Vegas,79935,True,True,2023-09-05
3012,1429,8,Billing,Bluevale Laboratories Labs HQ,184 Canal Street,Laval,23719,True,True,2024-08-23
3013,1429,8,Production Site,Bluevale Laboratories Labs DC,8497 Market Row,Sherboroke,25350,False,False,2023-05-24
3014,1429,8,Cross-Dock,Bluevale Laboratories Labs Plant,8184 Station Road,laval,22421,False,True,
3015,1430,6,Billing,Summit Cold Foods Co-op HQ,1623 Canal Street,San Antonio,58112,True,True,2024-08-23
3016,1431,7,Billing,Bluevale Biologics Group HQ,6092 Harvester Road,London,81019,True,True,2023-05-24
3017,1432,8,Billing,Cobalt Nutrition Supply HQ,6391 Vine Street,Sherbrooke,36120,True,True,2025-10-10
3018,1432,8,Cross-Dock,Cobalt Nutrition Supply DC,4483 Foundry Way,Sherbrooke,19481,False,False,2025-12-05
3019,1433,1,Billing,Brightwell Meal Systems Pa HQ,910 Ridgeview Road,Boston,74289,True,True,2024-08-02
3020,1433,1,Delivery,Brightwell Meal Systems Pa DC,2344 Canal Street,Boston,62046,False,True,2024-11-14
3021,1433,4,Cross-Dock,Brightwell Meal Systems Pa Plant,8964 Mill Lane,Albuquerque,14562,False,True,2024-04-27
3022,1434,11,Billing,Lantern Floral Logistics L HQ,7992 Juniper Avenue,Amsterdam,B1 2D,True,True,2025-05-10
3023,1435,6,Billing,Lakeside Dairy Labs HQ,781 Crescent Drive,Austin,81566,True,True,2024-09-10
3024,1436,1,Billing,Northwind Laboratories Par HQ,9630 Juniper Avenue,Portland,49585,True,True,2023-10-28
3025,1437,2,Billing,Cedar Seafood Manufacturin HQ,110 Foundry Way,Orlando,13485,True,True,2023-07-19
3026,1437,9,Cross-Dock,Cedar Seafood Manufacturin DC,2784 Dockside Lane,Bristol,SE9 7B,False,True,2024-01-30
3027,1437,5,Cross-Dock,Cedar Seafood Manufacturin Plant,6646 Vine Street,Seattle,63448,False,True,
3028,1438,6,Billing,Pioneer Specialty Produce  HQ,3364 Juniper Avenue,AUSTIN,78787,True,True,2025-05-12
3029,1439,4,Billing,Crown Biologics Foods HQ,6725 Dockside Lane,Phoenix,17762,True,True,2024-12-05
3030,1439,4,Production Site,Crown Biologics Foods DC,7926 Mill Lane,Las Vegas,81762,False,True,2024-12-23
3031,1439,4,Delivery,Crown Biologics Foods Plant,3276 Station Road,Albuquerque,10843,False,True,2023-07-02
3032,1439,8,Production Site,Crown Biologics Foods Annex,1790 Station Road,Montreal,17787,False,False,2023-03-29
3033,1440,6,Billing,Pioneer Dairy Foods HQ,7691 Harvester Road,Houston,89499,True,True,2023-09-23
3034,1440,6,Delivery,Pioneer Dairy Foods DC,4328 Crescent Drive,San Antonio,92178,False,True,2023-01-19
3035,1441,11,Billing,Northwind Specialty Produc HQ,2370 Foundry Way,Eindhoven,M9 3C,True,True,2024-08-23
3036,1442,7,Billing,Everfield Seafood Distribu HQ,9141 Dockside Lane,Hamilton,55707,True,True,2026-03-06
3037,1442,7,Production Site,Everfield Seafood Distribu DC,2247 Foundry Way,HAMILTON,16936,False,True,2024-08-19
3038,1442,4,Cross-Dock,Everfield Seafood Distribu Plant,5750 Station Road,Phoenix,88084,False,True,2025-02-18
3039,1442,7,Cross-Dock,Everfield Seafood Distribu Annex,3508 Juniper Avenue,Ottawa,72805,False,True,2023-08-22
3040,1443,3,Billing,Riverbend Dairy Supply HQ,8224 Marlow Parkway,Columbus,95866,True,True,2023-12-16
3041,1443,3,Cross-Dock,Riverbend Dairy Supply DC,7528 Foundry Way,Columbus,51686,False,True,2025-03-11
3042,1444,1,Billing,Lantern Ingredients Foods HQ,4069 Ridgeview Road,Hartford,15354,True,True,2025-08-03
3043,1444,1,Production Site,Lantern Ingredients Foods DC,1613 Juniper Avenue,Boston,65587,False,True,2024-06-18
3044,1445,7,Billing,Vantage Seafood Supply HQ,741 Harvester Road,Ottawa,50473,True,True,2023-06-18
3045,1445,7,Cross-Dock,Vantage Seafood Supply DC,971 Ridgeview Road,Hamilton,58791,False,True,2023-06-19
3046,1445,7,Delivery,Vantage Seafood Supply Plant,7788 Crescent Drive,Toronto,67976,False,True,2026-01-21
3047,1446,10,Billing,Briar Laboratories Group HQ,5618 Market Row,Munich,EH4 9B,True,True,2023-10-01
3048,1446,10,Returns,Briar Laboratories Group DC,9534 Mill Lane,Cologne,B1 7D,False,True,2026-01-23
3049,1446,10,Delivery,Briar Laboratories Group Plant,7314 Harvester Road,Cologne,M7 5A,False,True,2024-11-21
3050,1447,4,Billing,Cobalt Foods Dist. HQ,1404 Dockside Lane,Albuquerque,15815,True,True,2024-05-04
3051,1448,4,Billing,Westline Pharma Labs HQ,9491 Canal Street,Albuquerque,11076,True,True,2023-08-04
3052,1448,6,Delivery,Westline Pharma Labs DC,3396 Foundry Way,Dallas,29126,False,True,2023-01-19
3053,1448,6,Cross-Dock,Westline Pharma Labs Plant,6297 Foundry Way,Houston,27589,False,True,2025-02-20
3054,1448,5,Delivery,Westline Pharma Labs Annex,6182 Marlow Parkway,Seattle,16241,False,False,2023-12-07
3055,1449,3,Billing,Brightwell Specialty Produ HQ,7173 Foundry Way,Minneapolis,71693,True,True,2025-10-30
3056,1449,3,Returns,Brightwell Specialty Produ DC,7185 Foundry Way,Columbus,52892,False,True,
3057,1450,6,Billing,Aster Nutrition Manufactur HQ,8327 Foundry Way,Austin,86714,True,True,2024-07-02
3058,1450,9,Cross-Dock,Aster Nutrition Manufactur DC,7073 Station Road,Bristol,B8 3C,False,True,2026-02-12
3059,1450,7,Delivery,Aster Nutrition Manufactur Plant,5486 Station Road,Toronto,41322,False,True,2025-09-15
3060,1451,4,Billing,Pioneer Nutrition Labs HQ,1171 Marlow Parkway,Las Vegas,12307,True,True,2026-01-27
3061,1451,4,Cross-Dock,Pioneer Nutrition Labs DC,7189 Vine Street,Denver,90873,False,True,2024-01-05
3062,1451,4,Delivery,Pioneer Nutrition Labs Plant,6896 Canal Street,Phoenix,90592,False,True,2025-08-26
3063,1452,1,Billing,Northwind Seafood Logistic HQ,1764 Vine Street,Hartford,80045,True,True,2023-11-21
3064,1453,4,Billing,Briar Meal Systems Distrib HQ,2411 Crescent Drive,Denver,63810,True,True,
3065,1453,10,Cross-Dock,Briar Meal Systems Distrib DC,8529 Mill Lane,Cologne,M6 6D,False,True,2024-01-03
3066,1453,10,Cross-Dock,Briar Meal Systems Distrib Plant,8715 Station Road,Munich,SE2 2B,False,True,2024-06-16
3067,1454,4,Billing,Harbor Seafood Co-op HQ,2615 Foundry Way,Denver,25958,True,True,2025-09-09
3068,1454,4,Delivery,Harbor Seafood Co-op DC,7729 Ridgeview Road,Las Vegas,57826,False,True,2025-06-26
3069,1454,4,Cross-Dock,Harbor Seafood Co-op Plant,7454 Canal Street,Phoenix,43330,False,True,2024-11-14
3070,1455,3,Billing,Crescent Nutrition Manufac HQ,1564 Crescent Drive,Columbus,74306,True,True,2023-04-06
3071,1455,10,Cross-Dock,Crescent Nutrition Manufac DC,4608 Mill Lane,Berlin,L1 8A,False,True,2023-02-25
3072,1456,1,Billing,Harbor Laboratories Logist HQ,6805 Canal Street,Boston,10465,True,True,2023-03-23
3073,1457,4,Billing,Crown Ingredients Group HQ,7070 Crescent Drive,Albuquerque,46292,True,True,2023-02-12
3074,1457,4,Delivery,Crown Ingredients Group DC,1106 Station Road,Las Vegas,97316,False,True,2025-12-20
3075,1457,4,Production Site,Crown Ingredients Group Plant,9802 Juniper Avenue,Las Vegas,84686,False,True,2023-03-25
3076,1458,3,Billing,Everfield Laboratories Gro HQ,2178 Station Road,Columbus,26053,True,True,2025-12-13
3077,1458,3,Delivery,Everfield Laboratories Gro DC,1115 Ridgeview Road,Detroit,60961,False,True,2025-04-18
3078,1458,3,Cross-Dock,Everfield Laboratories Gro Plant,5327 Dockside Lane,Chicago,33764,False,True,2024-05-30
3079,1459,7,Billing,Westline Foods Supply HQ,3875 Market Row,Hamilton,49153,True,True,2024-11-06
3080,1459,7,Cross-Dock,Westline Foods Supply DC,8238 Station Road,Ottawa,19989,False,True,2023-10-01
3081,1459,2,Production Site,Westline Foods Supply Plant,4172 Dockside Lane,Orlando,80950,False,True,2024-10-03
3082,1460,6,Billing,Aster Nutrition Partners HQ,9063 Canal Street,Austin,26725,True,True,2025-10-02
3083,1461,11,Billing,Forge Meal Systems Holding HQ,8750 Marlow Parkway,Rotterdam,EH2 1B,True,True,2025-08-01
3084,1462,10,Billing,Orchard Foods Labs HQ,4823 Market Row,Berlin,EH7 7C,True,True,2024-04-05
3085,1462,10,Cross-Dock,Orchard Foods Labs DC,9997 Canal Street,Berlin,EH3 9B,False,True,2023-12-02
3086,1462,10,Delivery,Orchard Foods Labs Plant,9198 Canal Street,Cologne,B9 2C,False,True,2024-11-18
3087,1463,3,Billing,Harbor Floral Logistics Gr HQ,8612 Ridgeview Road,Minneapolis,88424,True,True,2026-02-16
3088,1463,11,Cross-Dock,Harbor Floral Logistics Gr DC,1275 Market Row,Eindhoven,EH6 6C,False,True,2024-07-25
3089,1463,11,Production Site,Harbor Floral Logistics Gr Plant,6690 Harvester Road,Eindhoven,B5 5B,False,True,2025-07-07
3090,1464,11,Billing,Mosaic Nutrition Supply HQ,9618 Crescent Drive,Utrecht,B9 6B,True,True,2025-12-12
3091,1464,11,Production Site,Mosaic Nutrition Supply DC,3087 Canal Street,Eindhoven,B3 5D,False,False,
3092,1464,11,Delivery,Mosaic Nutrition Supply Plant,9581 Mill Lane,Rotterdam,L3 6A,False,True,2023-07-21
3093,1465,2,Billing,Solace Foods Manufacturing HQ,1178 Market Row,Nashville,73573,True,True,
3094,1465,2,Returns,Solace Foods Manufacturing DC,1595 Juniper Avenue,Atlanta,54937,False,False,
3095,1466,11,Billing,Keystone Biologics Mfg HQ,114 Station Road,Amsterdma,B8 3A,True,False,2023-01-20
3096,1466,11,Cross-Dock,Keystone Biologics Mfg DC,5419 Ridgeview Road,Utrecht,SE2 7B,False,True,2024-09-09
3097,1466,9,Cross-Dock,Keystone Biologics Mfg Plant,6046 Canal Street,Bristol,L9 1B,False,True,2024-10-02
3098,1466,11,Returns,Keystone Biologics Mfg Annex,6422 Crescent Drive,Rotterdam,EH3 1B,False,True,2025-12-28
3099,1467,11,Billing,Bluevale Seafood Foods HQ,6477 Station Road,Eindhoven,B4 1C,True,True,2025-12-24
3100,1467,11,Delivery,Bluevale Seafood Foods DC,6058 Foundry Way,Eindhoven,M7 2B,False,True,2025-12-25
3101,1468,2,Billing,Everfield Beverage Manufac HQ,4301 Ridgeview Road,Atlanta,88856,True,False,
3102,1468,4,Returns,Everfield Beverage Manufac DC,8135 Crescent Drive,Phoenix,37463,False,True,2025-12-03
3103,1468,6,Returns,Everfield Beverage Manufac Plant,5058 Crescent Drive,Austin,52814,False,True,2023-05-02
3104,1468,2,Production Site,Everfield Beverage Manufac Annex,9330 Harvester Road,Charlotte,85478,False,True,2024-06-13
3105,1469,8,Billing,Westline Floral Logistics  HQ,51 Market Row,Montreal,89270,True,True,2023-12-07
3106,1469,8,Cross-Dock,Westline Floral Logistics  DC,8491 Ridgeview Road,Quebec City,37645,False,True,2025-04-28
3107,1470,6,Billing,Vantage Dairy Group HQ,6831 Mill Lane,Houston,58456,True,True,2024-02-19
3108,1470,7,Delivery,Vantage Dairy Group DC,1986 Mill Lane,Ottawa,29818,False,True,2025-04-20
3109,1470,6,Cross-Dock,Vantage Dairy Group Plant,9937 Crescent Drive,Dallas,32773,False,True,2023-05-06
3110,1471,4,Billing,Pioneer Meal Systems Suppl HQ,9310 Mill Lane,Albuquerque,55960,True,True,2024-02-02
3111,1471,4,Production Site,Pioneer Meal Systems Suppl DC,5872 Juniper Avenue,Denver,15516,False,True,2024-04-20
3112,1471,4,Delivery,Pioneer Meal Systems Suppl Plant,5178 Canal Street,Denver,31667,False,True,2025-10-15
3113,1472,5,Billing,Briar Cold Foods Co-op HQ,4215 Vine Street,Oakland,20195,True,True,2025-01-27
3114,1473,7,Billing,Westline Biologics Group HQ,4824 Harvester Road,Hamilton,18534,True,True,2024-10-16
3115,1473,7,Delivery,Westline Biologics Group DC,3711 Crescent Drive,Hamilton,80113,False,True,2023-04-15
3116,1474,6,Billing,Ardent Biologics Dist. HQ,9369 Ridgeview Road,Austin,99954,True,True,2026-03-01
3117,1475,5,Billing,Cedar Pet Nutrition Manufa HQ,3489 Foundry Way,Oakland,76674,True,True,2024-01-20
3118,1475,5,Cross-Dock,Cedar Pet Nutrition Manufa DC,5093 Mill Lane,los angeles,18486,False,False,2024-03-29
3119,1475,5,Delivery,Cedar Pet Nutrition Manufa Plant,9684 Foundry Way,Los Angeles,76778,False,True,2023-05-22
3120,1476,3,Billing,Brightwell Nutrition Suppl HQ,6408 Dockside Lane,Detroit,72336,True,True,2025-01-20
3121,1476,3,Delivery,Brightwell Nutrition Suppl DC,8370 Crescent Drive,Minneapolis,43963,False,True,2025-03-04
3122,1476,4,Production Site,Brightwell Nutrition Suppl Plant,1093 Mill Lane,Denver,85807,False,True,2024-04-28
3123,1477,11,Billing,Northwind Cold Foods Group HQ,8776 Harvester Road,Amsterdam,EH3 8C,True,True,2023-05-07
3124,1478,8,Billing,Crown Laboratories Partner HQ,8870 Station Road,Laval,82665,True,True,2024-04-10
3125,1478,8,Cross-Dock,Crown Laboratories Partner DC,8767 Marlow Parkway,Quebec City,48307,False,True,2024-01-22
3126,1479,6,Billing,Everfield Meal Systems Foo HQ,1027 Foundry Way,San Antonio,18753,True,True,2024-04-04
3127,1479,3,Returns,Everfield Meal Systems Foo DC,9150 Canal Street,Minneapolis,94985,False,True,2024-08-20
3128,1480,3,Billing,Crown Pet Nutrition Holdin HQ,2586 Juniper Avenue,Minneapolis,71532,True,True,2025-11-28
3129,1480,3,Returns, Crown Pet Nutrition Holdin DC,5910 Foundry Way,Detroit,13515,False,True,2025-11-16
3130,1480,2,Cross-Dock,Crown Pet Nutrition Holdin Plant,6001 Canal Street,Orlando,15610,False,True,2025-08-12
3131,1481,2,Billing,Northwind Cold Foods Suppl HQ,427 Mill Lane,Nashville,79257,True,True,2025-03-12
3132,1482,7,Billing,Lantern Pet Nutrition Co-o HQ,5005 Harvester Road,Hamilton,76812,True,True,2023-05-25
3133,1483,4,Billing,Aster Dairy Labs HQ,8106 Station Road,Las Vegas,88431,True,True,2024-11-26
3134,1484,4,Billing,Crescent Pet Nutrition Man HQ,5450 Dockside Lane,Las Vegas,77420,True,True,2024-10-17
3135,1485,7,Billing,Solace Seafood Logistics HQ,2053 Market Row,Toronto,85641,True,True,2025-09-26
3136,1485,7,Returns,Solace Seafood Logistics DC,9291 Foundry Way,Ottawa,90300,False,True,2023-07-23
3137,1485,5,Production Site,Solace Seafood Logistics Plant,3172 Mill Lane,Seattle,80788,False,True,2025-02-04
3138,1486,10,Billing,Harbor Pharma Logistics HQ,9281 Foundry Way,Munich,L9 9D,True,True,2025-01-23
3139,1487,10,Billing,Cedar Laboratories Holding HQ,1975 Canal Street,COLOGNE,EH1 1D,True,True,2025-05-16
3140,1487,8,Cross-Dock,Cedar Laboratories Holding DC,3284 Vine Street,Quebec City,69898,False,True,2025-09-18
3141,1487,4,Delivery,Cedar Laboratories Holding Plant,2958 Crescent Drive,Phoenix,57125,False,True,2024-05-01
3142,1488,6,Billing,Helix Specialty Produce Pa HQ,4117 Juniper Avenue,Houston,94948,True,True,2026-03-26
3143,1489,1,Billing,Orchard Pharma Logistics HQ,494 Station Road,Hartford,55700,True,True,2023-09-13
3144,1489,11,Cross-Dock,Orchard Pharma Logistics DC,7063 Market Row,Utrecht,B9 7C,False,True,2023-08-30
3145,1490,6,Billing,Granite Seafood Logistics HQ,9530 Vine Street,Austin,72384,True,True,2025-03-12
3146,1491,3,Billing,Brightwell Dairy Co-op HQ,241 Juniper Avenue,Chicago,79103,True,False,2024-11-21
3147,1491,7,Cross-Dock,Brightwell Dairy Co-op DC,8763 Dockside Lane,Ottawa,46780,False,True,2025-09-15
3148,1491,3,Cross-Dock,Brightwell Dairy Co-op Plant,4790 Crescent Drive,Detroit,38608,False,True,2025-11-25
3149,1492,4,Billing,Everfield Nutrition Holdin HQ,6222 Juniper Avenue,DENVER,31743,True,True,2023-03-28
3150,1492,4,Production Site,Everfield Nutrition Holdin DC,4998 Harvester Road,Phoenix,81959,False,True,2026-01-30
3151,1492,4,Cross-Dock,Everfield Nutrition Holdin Plant,860 Juniper Avenue,Las Vegas,87319,False,True,2023-06-19
3152,1493,11,Billing,Everfield Meal Systems Co- HQ,554 Juniper Avenue,Eindhoven,L2 2D,True,True,2025-09-17
3153,1494,10,Billing, Riverbend Nutrition Suppl HQ,7792 Market Row,Berlin,SE9 3C,True,True,2024-12-30
3154,1494,10,Production Site, Riverbend Nutrition Suppl DC,4976 Station Road,Hamburg,M5 8A,False,True,2025-12-27
3155,1495,10,Billing,Briar Ingredients Holdings HQ,3952 Canal Street,Cologne,B7 5C,True,True,2025-01-04
3156,1496,5,Billing,Crown Nutrition Labs HQ,3625 Foundry Way, Los Angeles,41448,True,False,2023-10-28
3157,1496,5,Production Site,Crown Nutrition Labs DC,2046 Canal Street,Oakland,53973,False,True,2023-09-17
3158,1496,5,Production Site,Crown Nutrition Labs Plant,7031 Ridgeview Road,Seattle,10738,False,True,2025-09-29
3159,1497,3,Billing,Orchard Nutrition Manufact HQ,7145 Market Row,Detroit ,91699,True,True,2026-02-03
3160,1498,3,Billing,Pioneer Meal Systems Co-op HQ,4254 Dockside Lane,Minneapolis,46244,True,True,2025-10-24
3161,1498,3,Delivery,Pioneer Meal Systems Co-op DC,7069 Foundry Way,Columbus,58684,False,True,2025-03-22
3162,1499,8,Billing,Lantern Cold Foods Partner HQ,7326 Harvester Road,Quebec City,26483,True,True,2025-01-22
3163,1500,3,Billing,VANTAGE FLORAL LOGISTICS C HQ,2474 Juniper Avenue,Detroit,65117,True,False,2023-08-13
3164,1500,3,Production Site,VANTAGE FLORAL LOGISTICS C DC,1224 Market Row,Minneapolis,71499,False,True,2026-03-14
3165,1501,7,Billing,Ardent Ingredients Logisti HQ,9207 Station Road,Toronto,61747,True,True,
3166,1502,2,Billing,cobalt meal systems distri HQ,1165 Dockside Lane,Atlanta,44686,True,True,2023-06-11
3167,1502,2,Production Site,cobalt meal systems distri DC,2612 Harvester Road,Orlando,15222,False,True,2024-11-29
3168,1503,1,Billing,Brightwell Laboratories Gr HQ,2095 Market Row,Newark,52222,True,True,2024-03-28
3169,1503,11,Production Site,Brightwell Laboratories Gr DC,9996 Vine Street,eindhoven,B2 5B,False,True,2026-03-13
3170,1503,8,Production Site,Brightwell Laboratories Gr Plant,4816 Juniper Avenue,Laval,17596,False,True,2023-11-25
3171,1504,5,Billing,Meridian Meal Systems Supp HQ,5809 Canal Street,San Diego,19795,True,True,2025-10-04
3172,1505,3,Billing,Pioneer Beverage Supply HQ,4810 Vine Street,Minneapolis,20651,True,True,2025-09-19
3173,1506,5,Billing,Solace Dairy Foods HQ,7598 Mill Lane,Seattle,30451,True,False,2023-10-19
3174,1506,1,Delivery,Solace Dairy Foods DC,4277 Juniper Avenue,Portland,48075,False,True,
3175,1506,9,Production Site,Solace Dairy Foods Plant,1264 Mill Lane,London,EH9 4C,False,True,2024-01-25
3176,1507,4,Billing,Northwind Cold Foods Manuf HQ,1503 Vine Street,Albuquerque,15425,True,True,2025-12-25
3177,1507,4,Production Site,Northwind Cold Foods Manuf DC,4915 Canal Street,Las Vegas,77533,False,True,2024-10-05
3178,1507,4,Returns,Northwind Cold Foods Manuf Plant,1667 Harvester Road,Las Vegas,73223,False,True,2023-08-10
3179,1508,5,Billing,Westline Biologics Group HQ,3256 Canal Street,Seattle,29665,True,True,2023-03-29
3180,1509,11,Billing,Cedar Dairy Co-op HQ,3758 Dockside Lane,Amsterdam,M1 1B,True,True,2023-03-13
3181,1509,8,Delivery,Cedar Dairy Co-op DC,2149 Canal Street,Sherbrooke,42786,False,True,2025-10-26
3182,1509,11,Cross-Dock,CEDAR DAIRY CO-OP PLANT,3787 Market Row,Utrecht,M6 5A,False,True,2023-08-25
3183,1509,11,Returns,Cedar Dairy Co-op Annex,639 Market Row,Utrecht,M6 8A,False,True,2025-10-31
3184,1510,6,Billing,Riverbend Nutrition Co-op HQ,6056 Dockside Lane,San Antonio,14581,True,True,2023-08-01
3185,1511,9,Billing,Lantern Biologics Logistic HQ,4781 Station Road,Manchester,EH6 2C,True,True,2024-10-09
3186,1512,8,Billing,Westline Floral Logistics  HQ,3846 Foundry Way,Laval,63258,True,True,2025-11-29
3187,1513,2,Billing,Crown Biologics Logistics HQ,1178 Harvester Road,Nashville,21650,True,True,2025-05-24
3188,1513,2,Production Site,Crown Biologics Logistics DC,8372 Harvester Road,Nashville,25303,False,True,2024-11-08
3189,1513,5,Production Site,CROWN BIOLOGICS LOGISTICS PLANT,2867 Foundry Way,Seattle ,92592,False,True,2025-08-05
3190,1514,11,Billing,Aster Dairy Holdings HQ,2171 Harvester Road,Utrecht,EH4 6D,True,True,2023-11-03
3191,1514,11,Returns,Aster Dairy Holdings DC,7283 Dockside Lane,Rotterdam,EH8 4C,False,True,2025-04-18
3192,1515,1,Billing,Vantage Specialty Produce  HQ,2566 Foundry Way,Boston,92257,True,True,2023-07-03
3193,1515,3,Cross-Dock,Vantage Specialty Produce  DC,5130 Juniper Avenue,Chicago,27033,False,True,2023-11-10
3194,1515,6,Cross-Dock,Vantage Specialty Produce  Plant,9352 Foundry Way,Dallas,32062,False,True,2023-09-28
3195,1516,11,Billing,Helix Dairy Co-op HQ,3769 Station Road,Eindhoven,B5 5C,True,True,2025-01-06
3196,1516,11,Returns,Helix Dairy Co-op DC,8214 Mill Lane,Amsterdam,L1 8A,False,True,2024-11-24
3197,1516,11,Returns,Helix Dairy Co-op Plant,5423 Mill Lane,Amsterdam,M7 7C,False,True,2023-08-28
3198,1517,11,Billing,Helix Biologics Co-op HQ,8829 Foundry Way,Eindhoven,L6 9A,True,True,2024-03-29
