order_id,order_number,customer_id,contract_id,delivery_address_id,fulfillment_region_id,created_by_employee_id,order_date,requested_delivery_date_raw,order_status,priority_level,customer_po_number,cancellation_reason,order_channel
14911,ORD-2025-014911,1665,1290,3509,7,271,2025-05-21,29/05/2025,Delivered,Standard,PO-515511,,Manual Upload
14912,ORD-2025-014912,2413,2091,5114,5,286,2025-02-14,2/18/2025,delivered ,Standard,PO-362615,,Manual Upload
14913,ORD-2023-014913,190,1964,407,11,188,2023-12-25,2023-12-31,Delivered,Standard,,,Portal
14914,ORD-2023-014914,1622,219,3414,3,288,2023-12-07,2023-12-11,Delivered,Standard,PO-921779,,Account Team
14915,ORD-2026-014915,892,1006,1875,8,157,2026-02-14, 2026-02-26 ,In Transit,Expedite,,,Portal
14916,ORD-2024-014916,1844,2672,3897,9,34,2024-12-10,2024-12-21,Cancelled,Standard,PO-735250,,Portal
14917,ORD-2026-014917,554,2795,1176,4,6,2026-04-24,2026-05-10,In Transit,Expedite,PO-877838,,Portal
14918,ORD-2024-014918,1029,3240,2169,10,166,2024-02-17,2024-02-26,Delivered,Critical,PO-112358,,EDI
14919,ORD-2026-014919,2104,2795,4424,5,171,2026-02-15,2026-02-18,Delivered,Standard,PO-750830,,Manual Upload
14920,ORD-2024-014920,427,3141,915,2,304,2024-11-10,14/11/2024,Delivered,Expedite,,,Portal
14921,ORD-2023-014921,811,1864,1688,3,212,2023-10-28,11/9/2023,Delivered,Standard,PO-395895,,Account Team
14922,ORD-2023-014922,180,278,383,2,116,2023-05-29,2023-06-01,Returned,standard ,PO-413042,,Manual Upload
14923,ORD-2025-014923,591,1995,1257,11,297,2025-07-21,2025-07-28,Open,Expedite,PO-123538,,Portal
14924,ORD-2026-014924,2120,2410,4454,4,85,2026-04-24,2026-05-07,delivered ,Standard,PO-878367,,Manual Upload
14925,ORD-2023-014925,1001,2456,2114,10,194,2023-05-02,2023-05-08,Delivered,Standard,PO-620979,,EDI
14926,ORD-2023-014926,2187,1394,4609,4,38,2023-10-23,2023/11/04,Delivered,Expedite,PO-550800,,Account Team
14927,ORD-2025-014927,861,1979,1798,5,86,2025-12-30,2026-01-08,Delivered,Expedite,PO-323595,,Portal
14928,ORD-2024-014928,644,2770,1363,6,158,2024-10-01,2024-10-07,Delivered,Standard,PO-325674,,Portal
14929,ORD-2023-014929,32,1472,76,4,284,2023-04-03,4/18/2023,Delivered,Standard,PO-637330,,EDI
14930,ORD-2025-014930,1648,2615,3473,3,298,2025-11-10,2025-11-14,delivered ,Standard,PO-880619,,Manual Upload
14931,ORD-2024-014931,635,2245,1342,5,53,2024-06-22,2024-06-30,Delivered,Standard,PO-496320,,EDI
14932,ORD-2025-014932,1995,855,4195,4,9,2025-11-01,2025-11-14,Delivered,Standard,,,EDI
14933,ORD-2025-014933,1110,3003,2339,3,111,2025-10-15,2025-10-26,Delivered,Expedite,pending,,EDI
14934,ORD-2023-014934,59,157,131,1,116,2023-05-10,2023-05-26,Open,Standard,PO-629044,,EDI
14935,ORD-2024-014935,510,3252,1074,1,85,2024-12-17,2024-12-29,Delivered,Standard,PO-558943,,Manual Upload
14936,ORD-2025-014936,405,1798,871,5,65,2025-07-10,2025-07-19,Delivered,Standard,,,Manual Upload
14937,ORD-2026-014937,648,487,1371,8,29,2026-04-16,2026-04-27,Delivered,Expedite,PO-473496,,Manual Upload
14938,ORD-2023-014938,1322,349,2784,9,18,2023-09-22, 2023-10-07 ,In Transit,Expedite,PO-228750,,EDI
14939,ORD-2025-014939,1729,1595,3650,3,186,2025-11-01,2025-11-15,In Transit,Expedite,,,Manual Upload
14940,ORD-2024-014940,663,2828,1396,11,80,2024-12-29,2025-01-10,In Transit,Standard,PO-136800,,Manual Upload
14941,ORD-2024-014941,2196,2662,4626,6,27,2024-03-10,2024-03-17,Open,Standard,PO-687934,,Manual Upload
14942,ORD-2024-014942,1449,1002,3056,3,95,2024-06-28,2024-07-12,Open,standard ,PO-430105,,EDI
14943,ORD-2023-014943,221,2415,478,6,194,2023-03-28,2023-04-12,In Transit,Expedite,PO-534397,,Account Team
14944,ORD-2024-014944,188,2783,403,6,200,2024-10-10,2024-10-18,In Transit,Standard,PO-706280,,EDI
14945,ORD-2023-014945,247,352,545,8,49,2023-07-05,2023-07-21,Open,Critical,PO-737964,,Account Team
14946,ORD-2023-014946,901,845,1897,7,271,2023-10-20,2023-11-03,In Transit,Standard,,,Manual Upload
14947,ORD-2024-014947,1877,2349,3960,3,65,2024-09-24,2024-09-27,Open,Standard,PO-633277,,Portal
14948,ORD-2025-014948,1724,510,3640,5,47,2025-03-20,2025-03-28,Delivered,Standard,PO-575886,,Portal
14949,ORD-2026-014949,2414,789,5115,5,95,2026-01-07,2026-01-16,Delivered,Standard,PO-702140,,EDI
14950,ORD-2024-014950,1706,1253,3601,6,288,2024-12-16,12/26/2024,In Transit,Standard,PO-845532,,EDI
14951,ORD-2025-014951,212,699,455,3,143,2025-02-09,2025-02-21,Delivered,Expedite,PO-586942,,Manual Upload
14952,ORD-2025-014952,485,3295,1027,4,29,2025-04-26,2025-05-08,Delivered,Expedite,PO-489273,,EDI
14953,ORD-2024-014953,2146,3355,4513,6,304,2024-11-28,04/12/2024,Delivered,standard ,PO-269292,,Account Team
14954,ORD-2024-014954,2099,1755,4418,5,286,2024-04-16,2024-04-24,Cancelled,standard ,PO-712961,Credit hold,Account Team
14955,ORD-2023-014955,464,1017,983,3,304,2023-01-06,2023-01-14,Open,Expedite,,,EDI
14956,ORD-2025-014956,1813,2724,3823,10,232,2025-02-14,2025-02-23,Delivered,Standard,PO-288210,,EDI
14957,ORD-2023-014957,1263,1674,2658,5,232,2023-12-13,2023-12-15,Delivered,Standard,PO-298366,,EDI
14958,ORD-2026-014958,2046,927,4314,7,98,2026-05-22,2026-06-03,Open,Standard,,,EDI
14959,ORD-2025-014959,594,1833,1264,4,111,2025-03-05,2025-03-19,Delivered,Standard,PO-505312,,Portal
14960,ORD-2024-014960,722,3677,1514,9,200,2024-06-07,2024-06-16,Returned,Critical,PO-550128,,Account Team
14961,ORD-2025-014961,171,955,360,3,138,2025-04-03, 2025-04-12 ,In Transit,Critical,PO-395566,,EDI
14962,ORD-2025-014962,2075,989,4365,10,212,2025-01-20,2025-01-24,In Transit,Standard,PO-238725,,EDI
14963,ORD-2026-014963,1277,949,2691,11,86,2026-06-18,2026-06-27,Delivered,Standard,PO-238070,,Account Team
14964,ORD-2026-014964,2059,1074,4341,3,77,2026-04-01,2026-04-16,Returned,Standard,PO-516532,,EDI
14965,ORD-2023-014965,1870,2823,3943,1,212,2023-11-22,2023-12-06,In Transit,Standard,PO-393827,,Account Team
14966,ORD-2023-014966,2388,968,5057,9,275,2023-11-25,2023-12-10,delivered ,Standard,PO-324853,,Portal
14967,ORD-2026-014967,810,2061,1686,11,167,2026-06-01,2026-06-07,Delivered,Critical,PO-432875,,Portal
14968,ORD-2025-014968,1543,2952,3256,2,264,2025-10-14,2025/10/28,Delivered,Standard,PO-529349,,Manual Upload
14969,ORD-2026-014969,1729,1508,3650,3,63,2026-04-26,2026-05-09,Open,Standard,PO-194894,,Portal
14970,ORD-2023-014970,454,655,962,4,66,2023-02-09,2023-02-14,Cancelled,Standard,PO-349040,,Portal
14971,ORD-2024-014971,2301,833,4861,10,158,2024-03-04,2024-03-09,Cancelled,standard ,pending,Inventory unavailable,Manual Upload
14972,ORD-2025-014972,45,1860,99,4,194,2025-02-28,2025-03-06,Delivered,standard ,PO-935923,,Manual Upload
14973,ORD-2025-014973,2087,427,4390,8,304,2025-04-12,2025-04-17,Delivered,Standard,PO-662044,,Portal
14974,ORD-2026-014974,1157,2658,2437,9,158,2026-06-26,2026-07-12,delivered ,Standard,,,Manual Upload
14975,ORD-2023-014975,46,2675,103,5,186,2023-05-04,2023-05-17,Delivered,Standard,PO-394937,,Account Team
14976,ORD-2023-014976,402,2961,862,10,298,2023-12-24,2024-01-02,Delivered,Standard,PO-968672,,Portal
14977,ORD-2024-014977,150,1135,318,6,176,2024-08-09,2024-08-13,Open,Standard,PO-285907,,Portal
14978,ORD-2025-014978,720,2318,1511,2,86,2025-11-01,2025-11-13,Open,Standard,PO-352829,,EDI
14979,ORD-2024-014979,1284,2082,2710,1,305,2024-03-28,2024-04-10,Open,Standard,PO-914468,,EDI
14980,ORD-2025-014980,2159,395,4542,3,87,2025-01-27,06/02/2025,In Transit,standard ,PO-180405,,Manual Upload
14981,ORD-2026-014981,571,1929,1218,7,92,2026-02-22,2026-03-05,In Transit,Expedite,PO-806522,,Account Team
14982,ORD-2024-014982,57,3293,124,10,18,2024-03-12,2024-03-21,In Transit,Standard,PO-322333,,Manual Upload
14983,ORD-2023-014983,1662,2670,3499,8,6,2023-09-21,2023-09-23,Delivered,Expedite,PO-538285,,EDI
14984,ORD-2025-014984,667,286,1404,5,166,2025-09-13,2025-09-22,Delivered,Expedite,PO-417419,,Portal
14985,ORD-2023-014985,1527,1957,3226,11,305,2023-08-10,8/21/2023,Delivered,Standard,PO-121820,,Portal
14986,ORD-2026-014986,1370,3217,2889,7,284,2026-04-13,2026-04-27,Delivered,Standard,pending,,Account Team
14987,ORD-2023-014987,1907,1997,4020,2,166,2023-03-21,2023-03-27,Delivered,Standard,PO-582296,,Manual Upload
14988,ORD-2025-014988,937,3432,1967,6,283,2025-12-11,2025-12-25,Open,Standard,PO-640145,,Portal
14989,ORD-2026-014989,171,701,360,3,23,2026-05-23,2026-06-04,Open,Critical,PO-859880,,Manual Upload
14990,ORD-2025-014990,1810,49,3813,11,143,2025-11-04,2025-11-18,Delivered,Critical,PO-966979,,Account Team
14991,ORD-2024-014991,2486,605,5281,6,264,2024-03-06,2024-03-11,Delivered,Standard,,,Account Team
14992,ORD-2024-014992,1043,2303,2196,11,111,2024-02-27,2024-03-11,Cancelled,Standard,PO-709114,,Manual Upload
14993,ORD-2024-014993,1198,1949,2515,4,47,2024-12-28,2025-01-13,Delivered,standard ,pending,,EDI
14994,ORD-2025-014994,1979,494,4160,11,143,2025-08-25,9/5/2025,In Transit,Standard,,,Account Team
14995,ORD-2025-014995,718,2633,1506,4,194,2025-08-15,2025-08-27,Delivered,Standard,PO-645494,,Manual Upload
14996,ORD-2025-014996,1023,3281,2156,8,171,2025-10-05,2025-10-12,Cancelled,standard ,PO-529964,Inventory unavailable,Manual Upload
14997,ORD-2026-014997,1585,3481,3336,6,141,2026-03-25,2026-03-28,Cancelled,Standard,PO-987858,,Portal
14998,ORD-2023-014998,2253,2019,4765,2,80,2023-02-25,2023-03-06,Delivered,Expedite,PO-181808,,Portal
14999,ORD-2026-014999,1073,1982,2253,9,95,2026-03-29,2026-04-07,Delivered,Standard,PO-154767,,EDI
15000,ORD-2025-015000,1328,1310,2795,9,288,2025-12-03,2025-12-09,Open,Standard,PO-994732,,Account Team
15001,ORD-2023-015001,732,3189,1536,2,288,2023-07-02,2023/07/15,Cancelled,Expedite,PO-800852,,Portal
15002,ORD-2023-015002,233,3348,509,1,276,2023-12-10,22/12/2023,Open,Standard,pending,,Account Team
15003,ORD-2025-015003,2206,443,4648,6,21,2025-03-21,2025-04-05,Delivered,Critical,PO-715133,,Manual Upload
15004,ORD-2024-015004,1227,2228,2582,2,87,2024-01-22,2024-02-07,Cancelled,Standard,PO-691575,Duplicate order,Portal
15005,ORD-2025-015005,2099,2144,4416,5,288,2025-08-14,2025-08-28,Open,Standard,PO-422970,,Account Team
15006,ORD-2024-015006,1446,1187,3049,10,2,2024-12-29,2025-01-09,Open,standard ,PO-751126,,Account Team
15007,ORD-2025-015007,1824,2132,3850,5,29,2025-06-13,2025-06-15,Cancelled,Standard,PO-895383,Credit hold,Manual Upload
15008,ORD-2025-015008,743,2898,1556,8,138,2025-08-25,2025-09-03,Open,Standard,,,Manual Upload
15009,ORD-2025-015009,1314,2260,2766,4,88,2025-05-16, 2025-05-19 ,Returned,Standard,PO-684491,,Manual Upload
15010,ORD-2025-015010,653,2058,1383,10,217,2025-02-14,2025-03-02,Delivered,Standard,PO-329867,,Portal
15011,ORD-2023-015011,2157,2192,4536,5,59,2023-03-02,2023-03-05,Open,Standard,PO-890986,,Manual Upload
15012,ORD-2024-015012,1395,3651,2945,7,29,2024-01-10,16/01/2024,Delivered,Expedite,PO-385354,,EDI
15013,ORD-2023-015013,921,2096,1938,7,305,2023-10-19,2023-11-03,Delivered,Standard,PO-932083,,Account Team
15014,ORD-2024-015014,1550,3266,3272,11,38,2024-05-17,2024-05-22,Delivered,Standard,PO-368830,,Account Team
15015,ORD-2023-015015,550,1190,1165,4,276,2023-10-25,2023-11-07,Cancelled,Standard,PO-730977,Duplicate order,Portal
15016,ORD-2026-015016,998,2095,2107,2,277,2026-02-10,2026-02-12,Delivered,Standard,pending,,Portal
15017,ORD-2023-015017,199,2081,424,4,271,2023-11-06,2023-11-13,Delivered,Standard,PO-888943,,Portal
15018,ORD-2025-015018,551,2296,1169,11,305,2025-06-27,2025-07-05,Delivered,Standard,PO-641345,,EDI
15019,ORD-2025-015019,2364,31,4996,5,141,2025-12-09,12/23/2025,Open,Standard,PO-596704,,Portal
15020,ORD-2024-015020,1002,1660,2115,3,212,2024-02-23,2024-03-03,Cancelled,Standard,PO-544484,Inventory unavailable,Manual Upload
15021,ORD-2025-015021,873,1557,1831,2,200,2025-11-21,2025-11-29,Cancelled,Critical,PO-540017,Customer request,Account Team
15022,ORD-2023-015022,1180,1425,2478,4,66,2023-05-14,2023-05-27,Cancelled,Standard,PO-205563,Customer request,Account Team
15023,ORD-2025-015023,1044,2219,2199,8,172,2025-02-16,2025-02-24,In Transit,Standard,PO-178448,,Portal
15024,ORD-2025-015024,2184,122,4603,3,66,2025-05-22,2025-05-29,Delivered,Expedite,PO-109199,,Manual Upload
15025,ORD-2024-015025,879,1555,1846,10,188,2024-08-30,2024-09-08,Delivered,Standard,PO-697393,,Manual Upload
15026,ORD-2023-015026,2481,1158,5270,7,304,2023-08-30,2023-09-10,Delivered,Standard,PO-140157,,Account Team
15027,ORD-2025-015027,374,1650,807,1,302,2025-04-14,2025/04/19,Open,standard ,PO-200996,,Account Team
15028,ORD-2026-015028,1959,704,4128,6,9,2026-03-17,2026-03-31,Open,Expedite,PO-287440,,Manual Upload
15029,ORD-2025-015029,721,536,1512,8,171,2025-12-28,2026-01-06,Delivered,Standard,,,Portal
15030,ORD-2024-015030,600,2534,1275,7,85,2024-06-10,2024-06-16,Delivered,Critical,PO-274552,,Manual Upload
15031,ORD-2024-015031,1060,628,2225,11,237,2024-07-30,2024-08-09,Delivered,Standard,PO-949564,,Manual Upload
15032,ORD-2025-015032,1217,504,2563,2,284,2025-06-12,2025-06-15,Open,Standard,PO-509964,,Portal
15033,ORD-2025-015033,2379,1737,5034,10,150,2025-03-05,2025-03-20,In Transit,Standard,,,Account Team
15034,ORD-2024-015034,2279,1634,4821,2,116,2024-04-26,2024-04-30,Cancelled,Standard,PO-523201,Credit hold,Portal
15035,ORD-2023-015035,1352,3662,2848,8,177,2023-12-05,2023-12-15,In Transit,Standard,PO-729301,,Portal
15036,ORD-2025-015036,222,2095,481,5,47,2025-07-15,2025-07-27,Cancelled,Standard,PO-866301,,Account Team
15037,ORD-2024-015037,874,1069,1832,6,66,2024-04-03,4/14/2024,Delivered,Standard,PO-745014,,Manual Upload
15038,ORD-2024-015038,1312,677,2762,1,88,2024-09-27,2024-10-01,Returned,standard ,PO-848176,,Account Team
15039,ORD-2023-015039,437,3679,931,8,18,2023-09-20,2023-10-05,Open,Standard,PO-104624,,Manual Upload
15040,ORD-2025-015040,933,1610,1963,9,53,2025-04-07,20/04/2025,In Transit,Standard,PO-686828,,Portal
15041,ORD-2025-015041,2322,1975,4912,6,132,2025-04-08,2025-04-24,Delivered,Standard,,,Portal
15042,ORD-2025-015042,1267,3367,2667,10,73,2025-02-28,2025-03-16,In Transit,Expedite,PO-942364,,EDI
15043,ORD-2023-015043,438,98,932,6,304,2023-08-10,2023-08-17,Delivered,Standard,PO-448761,,Account Team
15044,ORD-2024-015044,260,2541,569,11,227,2024-01-28,2024-02-08,Delivered,Critical,PO-513340,,Portal
15045,ORD-2024-015045,1992,31,4188,3,275,2024-01-16,2024-01-21,Delivered,Standard,PO-377623,,EDI
15046,ORD-2026-015046,1913,1615,4028,10,157,2026-02-11,2026-02-27,Delivered,standard ,PO-879024,,Manual Upload
15047,ORD-2026-015047,1947,2870,4101,9,59,2026-04-19,2026-05-04,Delivered,Expedite,PO-332615,,Portal
15048,ORD-2026-015048,1578,3150,3320,4,264,2026-02-04,2026-02-14,Cancelled,Critical,PO-976329,Duplicate order,Manual Upload
15049,ORD-2026-015049,2348,2619,4966,6,116,2026-06-17,2026-07-02,Open,Expedite,PO-580316,,Account Team
15050,ORD-2025-015050,1072,532,2250,6,158,2025-08-19,2025-09-04,In Transit,Standard,PO-881401,,Manual Upload
15051,ORD-2024-015051,2065,948,4347,11,49,2024-03-04,2024-03-16,Delivered,Expedite,PO-976958,,Account Team
15052,ORD-2023-015052,1762,2117,3728,9,141,2023-03-28,2023-04-12,Delivered,standard ,PO-543449,,Portal
15053,ORD-2026-015053,674,870,1417,4,47,2026-01-17,2026-01-29,Open,Standard,PO-678080,,Account Team
15054,ORD-2025-015054,262,1803,571,2,264,2025-11-06,2025-11-14,Delivered,Standard,,,Portal
15055,ORD-2024-015055,406,344,875,4,275,2024-09-24,2024-10-02,Returned,Standard,PO-775132,,Manual Upload
15056,ORD-2025-015056,338,3043,729,8,141,2025-03-04,2025-03-18,Open,Expedite,PO-967549,,EDI
15057,ORD-2024-015057,2413,2091,5114,5,86,2024-11-28,2024-12-06,Delivered,Standard,PO-859555,,Manual Upload
15058,ORD-2023-015058,1962,792,4134,10,212,2023-08-24,2023-09-06,Open,Standard,PO-432222,,EDI
15059,ORD-2025-015059,1321,2475,2782,4,207,2025-08-19,2025-08-21,Open,Standard,PO-907604,,Portal
15060,ORD-2024-015060,64,1461,143,3,59,2024-05-11,2024-05-20,Delivered,Standard,pending,,EDI
15061,ORD-2024-015061,1809,1142,3812,11,172,2024-08-15,2024-08-24,Delivered,Expedite,PO-617070,,Account Team
15062,ORD-2024-015062,1717,1115,3624,3,217,2024-12-09,2024-12-22,Delivered,Standard,PO-515088,,Portal
15063,ORD-2024-015063,321,2669,693,1,297,2024-09-09,2024-09-20,Returned,Critical,PO-953068,,Manual Upload
15064,ORD-2025-015064,1137,1052,2401,8,264,2025-07-30,2025-08-09,Delivered,Standard,PO-165846,,EDI
15065,ORD-2023-015065,334,1121,717,9,63,2023-12-21, 2024-01-05 ,delivered ,Standard,PO-487768,,Account Team
15066,ORD-2025-015066,2264,1166,4794,6,2,2025-10-24,10/27/2025,Delivered,Standard,PO-943914,,EDI
15067,ORD-2023-015067,356,1503,771,2,297,2023-09-16,2023-09-28,delivered ,Standard,,,EDI
15068,ORD-2026-015068,253,1285,556,5,221,2026-01-05,2026-01-12,Cancelled,Expedite,PO-406046,Credit hold,Manual Upload
15069,ORD-2023-015069,542,623,1147,9,217,2023-03-07,09/03/2023,Delivered,Standard,PO-654407,,Manual Upload
15070,ORD-2025-015070,2231,3303,4708,9,63,2025-12-22,2025-12-27,Returned,Standard,PO-400149,,Account Team
15071,ORD-2025-015071,835,1111,1746,11,92,2025-07-27,2025-07-29,Delivered,Expedite,PO-997629,,Account Team
15072,ORD-2025-015072,1157,2049,2437,9,207,2025-04-12,2025-04-28,In Transit,Standard,PO-144052,,Account Team
15073,ORD-2025-015073,154,338,327,4,9,2025-07-16,2025-07-30,delivered ,Standard,PO-524300,,Account Team
15074,ORD-2025-015074,1027,551,2165,11,18,2025-05-31,2025-06-11,Delivered,Expedite,,,Account Team
15075,ORD-2023-015075,748,2607,1565,1,186,2023-11-15,2023-11-17,Delivered,Standard,PO-369480,,EDI
15076,ORD-2024-015076,292,1587,634,7,150,2024-04-14,2024-04-21,Delivered,Standard,PO-666169,,Portal
15077,ORD-2023-015077,1122,2696,2360,3,18,2023-07-30,2023-08-03,Delivered,Standard,PO-207728,,Manual Upload
15078,ORD-2023-015078,2289,403,4841,9,167,2023-07-20,2023-07-31,Delivered,Standard,PO-556647,,EDI
15079,ORD-2023-015079,713,2815,1494,4,188,2023-09-29,2023-10-09,Delivered,Critical,,,Account Team
15080,ORD-2025-015080,1623,1848,3418,10,80,2025-05-26,2025-06-11,Delivered,Standard,PO-839783,,Manual Upload
15081,ORD-2023-015081,361,3411,781,4,305,2023-05-18,2023-05-22,Cancelled,Standard,PO-417574,Inventory unavailable,Manual Upload
15082,ORD-2023-015082,894,2833,1879,2,17,2023-06-26,2023-07-12,Delivered,Standard,PO-755561,,Account Team
15083,ORD-2026-015083,2131,3231,4478,2,232,2026-03-14,2026-03-30,Delivered,Standard,PO-477947,,Account Team
15084,ORD-2023-015084,197,2976,418,8,298,2023-07-19, 2023-08-03 ,Delivered,Standard,PO-783702,,Portal
15085,ORD-2026-015085,740,992,1551,10,116,2026-01-08,2026-01-14,In Transit,Standard,PO-904412,,Manual Upload
15086,ORD-2026-015086,2343,3476,4956,8,98,2026-01-27,2026-02-07,Delivered,Standard,PO-715032,,EDI
15087,ORD-2024-015087,998,2095,2107,2,9,2024-09-19,2024-09-27,Delivered,Expedite,,,Portal
15088,ORD-2025-015088,222,2875,481,5,85,2025-06-06,2025-06-18,Delivered,Standard,PO-995590,,Portal
15089,ORD-2025-015089,593,2260,1262,6,172,2025-01-16,2025-01-25,Delivered,Standard,pending,,Portal
15090,ORD-2026-015090,1962,3214,4134,10,264,2026-01-31,2026-02-15,Returned,Standard,PO-681262,,Manual Upload
15091,ORD-2026-015091,2127,684,4468,4,298,2026-04-19,2026-04-29,Delivered,Standard,PO-293273,,Account Team
15092,ORD-2023-015092,861,2364,1798,5,212,2023-08-22,2023-08-26,Open,Standard,PO-182297,,Manual Upload
15093,ORD-2025-015093,2026,1592,4270,9,166,2025-02-13,2025-02-26,Delivered,Standard,PO-200671,,EDI
15094,ORD-2026-015094,337,108,726,2,2,2026-04-11,2026-04-21,Delivered,Standard,,,EDI
15095,ORD-2025-015095,853,1417,1780,5,305,2025-07-23,2025-08-08,Delivered,Standard,PO-666152,,EDI
15096,ORD-2025-015096,949,2370,1992,8,172,2025-09-26,2025-09-28,Open,Standard,PO-778151,,Portal
15097,ORD-2024-015097,1509,2356,3181,8,49,2024-06-11,2024-06-23,Cancelled,Critical,PO-465930,Duplicate order,Account Team
15098,ORD-2023-015098,1893,2979,3989,10,124,2023-06-01,2023-06-04,Delivered,Standard,PO-800529,,Manual Upload
15099,ORD-2023-015099,1803,2172,3801,5,216,2023-02-23,2023-02-25,Delivered,Standard,PO-224962,,EDI
15100,ORD-2026-015100,2368,3599,5006,11,66,2026-05-13,2026-05-16,Open,Standard,pending,,Portal
15101,ORD-2026-015101,2139,99,4495,8,284,2026-01-08,2026-01-17,Delivered,standard ,PO-392429,,EDI
15102,ORD-2023-015102,215,1716,464,9,66,2023-11-12,2023-11-20,Returned,Standard,PO-703558,,Portal
15103,ORD-2024-015103,1280,3170,2700,9,27,2024-03-22,2024-04-05,Delivered,Standard,PO-552596,,EDI
15104,ORD-2025-015104,1045,776,2201,10,264,2025-11-23,05/12/2025,Delivered,Expedite,PO-720517,,Account Team
15105,ORD-2023-015105,381,512,819,9,186,2023-03-22,2023-04-06,Delivered,Expedite,PO-152829,,Manual Upload
15106,ORD-2024-015106,2165,3313,4562,1,283,2024-06-19,2024-06-27,Delivered,Critical,PO-357935,,Manual Upload
15107,ORD-2024-015107,2376,1216,5026,11,54,2024-12-08,12/13/2024,Open,Standard,PO-368847,,EDI
15108,ORD-2023-015108,1302,1916,2742,6,17,2023-01-19,2023-01-21,Delivered,Standard,PO-609541,,Portal
15109,ORD-2024-015109,1467,1967,3100,11,232,2024-07-10,16/07/2024,Delivered,Standard,PO-450226,,Manual Upload
15110,ORD-2024-015110,45,1860,99,4,157,2024-01-04,2024-01-12,In Transit,Expedite,PO-425457,,Portal
15111,ORD-2023-015111,2035,943,4284,7,27,2023-09-02,2023-09-12,Open,Expedite,PO-906301,,Portal
15112,ORD-2024-015112,1799,724,3793,8,29,2024-07-27,2024-08-02,In Transit,standard ,PO-419704,,Manual Upload
15113,ORD-2023-015113,1073,193,2252,9,288,2023-04-05,2023-04-10,Delivered,Standard,PO-700485,,Portal
15114,ORD-2023-015114,1006,186,2125,1,111,2023-09-15,2023-09-23,Delivered,Standard,PO-518326,,Portal
15115,ORD-2023-015115,388,3557,834,11,227,2023-08-31,2023-09-02,Delivered,Standard,PO-481460,,Account Team
15116,ORD-2024-015116,1410,1053,2977,9,141,2024-03-28,2024-04-12,Open,Expedite,PO-218504,,Manual Upload
15117,ORD-2024-015117,2400,3538,5091,9,73,2024-05-21,2024-05-31,Returned,Standard,PO-649571,,Manual Upload
15118,ORD-2025-015118,806,964,1679,9,143,2025-02-13,2/19/2025,Delivered,Standard,PO-276986,,EDI
15119,ORD-2026-015119,1477,2207,3123,11,141,2026-01-17,2026-02-01,In Transit,Standard,PO-889553,,Account Team
15120,ORD-2024-015120,2222,1593,4686,9,66,2024-06-11,14/06/2024,In Transit,Standard,pending,,Manual Upload
15121,ORD-2024-015121,2348,2619,4965,6,271,2024-05-20,2024-06-03,Delivered,Standard,PO-735196,,Account Team
15122,ORD-2026-015122,246,933,542,3,302,2026-03-04,2026-03-13,Delivered,Critical,PO-218602,,Manual Upload
15123,ORD-2025-015123,2162,2727,4552,11,132,2025-02-06,2025-02-22,Cancelled,Standard,PO-272178,Credit hold,Portal
15124,ORD-2023-015124,642,1235,1357,7,171,2023-11-04,2023-11-19,Delivered,Expedite,PO-910848,,Account Team
15125,ORD-2024-015125,176,90,370,4,65,2024-11-08,2024-11-12,Delivered,Expedite,PO-308004,,Portal
15126,ORD-2025-015126,1079,410,2265,4,284,2025-05-22,2025-05-30,Delivered,Standard,PO-452257,,Portal
15127,ORD-2023-015127,152,2543,323,7,232,2023-03-23,2023-03-28,In Transit,Critical,PO-264130,,Portal
15128,ORD-2024-015128,2396,935,5079,8,87,2024-08-31,2024-09-02,In Transit,Expedite,pending,,Manual Upload
15129,ORD-2024-015129,1816,2584,3830,3,221,2024-04-05,2024-04-13,Delivered,Expedite,PO-854075,,Portal
15130,ORD-2025-015130,180,278,381,10,194,2025-09-27,10/13/2025,Delivered,Standard,PO-736158,,EDI
15131,ORD-2025-015131,1791,68,3780,6,86,2025-11-16,2025-11-29,In Transit,Standard,PO-925810,,Manual Upload
15132,ORD-2023-015132,19,2698,42,4,38,2023-03-02,04/03/2023,Delivered,Standard,pending,,Account Team
15133,ORD-2023-015133,1680,1778,3543,5,87,2023-11-27,2023-11-30,Delivered,Standard,PO-540973,,EDI
15134,ORD-2023-015134,1756,422,3716,10,277,2023-11-25,2023-12-09,Open,Standard,pending,,Manual Upload
15135,ORD-2025-015135,1261,2345,2656,3,70,2025-06-06,15/06/2025,Delivered,Standard,,,EDI
15136,ORD-2025-015136,225,3409,491,9,283,2025-01-05,21/01/2025,Delivered,Critical,PO-614677,,Manual Upload
15137,ORD-2024-015137,633,57,1338,10,17,2024-04-24,2024-05-03,Delivered,Standard,PO-876638,,Portal
15138,ORD-2023-015138,1227,2228,2582,2,92,2023-03-07,2023-03-13,In Transit,Standard,PO-707606,,EDI
15139,ORD-2025-015139,1799,724,3793,8,172,2025-04-20,2025-04-22,In Transit,Standard,PO-699653,,EDI
15140,ORD-2023-015140,589,2501,1252,10,279,2023-01-20,2023-02-05,Delivered,Expedite,PO-749023,,Portal
15141,ORD-2025-015141,803,1472,1672,2,21,2025-05-23,2025/06/01,Delivered,Standard,,,Portal
15142,ORD-2026-015142,1088,1640,2282,7,300,2026-01-22,2026-02-04,Delivered,Standard,PO-252627,,EDI
