service_log_id,shipment_id,crate_model_id,service_region_id,technician_employee_id,service_date,service_type,expected_units,inspected_units,passed_units,scrapped_units,service_cost,inspection_notes
8273,20335,119,3,54,2025-05-20,Wash & Inspect,80,84,84,0,17.26,Odor detected
8274,15384,79,4,167,2024-08-26,Wash & Inspect,4,0,0,0,34.99,RFID unreadable
8275,25560,38,5,73,2024-12-07,Wash & Inspect,40,40,40,0,58.26,
8276,17223,18,1,286,2025-06-25,Wash & Inspect,8,8,8,0,84.75,
8277,20033,78,8,124,2023-07-29,Repair,24,24,24,0,93.34, 
8278,26191,10,7,38,2025-04-30,Wash & Inspect,80,80,80,0,75.13,Seal wear
8279,21668,106,8,38,2024-02-11,Wash & Inspect,10,10,10,0,65.47,Count adjusted by hub
8280,13065,3,5,132,2024-09-08,wash & inspect,20,20,20,0,87.18,Count adjusted by hub
8281,17987,94,3,170,2023-07-23,wash & inspect,60,60,59,0,94.10,RFID unreadable
8282,26581,67,4,275,2025-07-06,Wash & Inspect,16,16,16,0,75.96,
8283,20618,44,3,124,2023-10-30,Decommission,12,12,11,1,68.25,
8284,3821,88,6,98,2024-08-25,Wash & Inspect,4,4,4,0,37.66,awaiting QA
8285,21912,74,9,124,2025-10-10,Wash & Inspect,20,20,15,5,131.83,Seal wear
8286,10433,60,8,2,2024-03-13,Wash & Inspect,60,60,60,0,92.24, 
8287,23449,85,9,157,2026-02-09,Wash & Inspect,4,4,4,0,40.22,
8288,24176,105,11,227,2024-09-26,Wash & Inspect,40,40,40,0,32.40,
8289,11649,87,7,38,2025-04-02,wash & inspect,8,4,4,0,41.85,Count adjusted by hub
8290,10338,101,8,132,2025-12-11,Wash & Inspect,8,8,8,0,15.96, 
8291,12673,76,3,170,2025-12-26,Wash & Inspect,10,10,10,0,23.39,Seal wear
8292,9909,71,8,167,2023-03-17,Wash & Inspect,80,79,79,0,34.84,Seal wear
8293,13605,39,2,170,2026-07-06,Wash & Inspect,8,8,8,0,56.97,Count adjusted by hub
8294,16336,86,7,232,2023-10-17,Wash & Inspect,60,68,68,0,58.67,
8295,15978,76,4,6,2026-03-23,Wash & Inspect,80,80,80,0,97.31,Count adjusted by hub
8296,18054,56,4,227,2024-06-11,Cycle Count,6,6,3,3,82.99,RFID unreadable
8297,10888,62,11,54,2026-07-04,Wash & Inspect,60,60,60,0,36.66,awaiting QA
8298,26108,97,5,232,2023-01-27,Repair,20,20,20,0,18.88,Count adjusted by hub
8299,21927,120,3,124,2025-06-03,Wash & Inspect,40,40,40,0,15.03,
8300,20146,47,5,27,2026-04-06,Wash & Inspect,6,6,6,0,42.01, 
8301,26826,101,5,100,2025-01-20,Wash & Inspect,10,10,10,0,54.19,
8302,19500,28,4,274,2024-11-20,wash & inspect,40,40,40,0,97.55,Odor detected
8303,1986,36,6,100,2023-08-11,Wash & Inspect,16,17,17,0,8.04,Count adjusted by hub
8304,6611,35,8,170,2026-05-04,Wash & Inspect,60,60,60,0,58.63,RFID unreadable
8305,9385,92,3,217,2024-11-05,Wash & Inspect,20,20,20,0,19.26,
8306,22291,17,1,88,2023-05-15,Wash & Inspect,10,10,10,0,90.49,RFID unreadable
8307,21420,85,3,100,2024-06-02,Wash & Inspect,20,22,22,0,51.68,awaiting QA
8308,3415,96,6,286,2026-05-02,Wash & Inspect,16,16,15,0,29.62,
8309,22706,9,3,88,2024-06-23,wash & inspect,10,10,10,0,24.00,Odor detected
8310,17109,33,7,170,2023-11-20,Wash & Inspect,32,32,32,0,58.90,
8311,20852,84,5,170,2025-12-26,Repair,8,12,10,2,103.79,
8312,20841,5,8,232,2025-10-11,Cycle Count,32,32,32,0,70.84,Odor detected
8313,18106,102,8,232,2025-03-01,Wash & Inspect,8,10,10,0,51.80,
8314,11984,36,8,217,2026-02-25,wash & inspect,8,0,0,0,33.75,Odor detected
8315,26599,74,7,274,2024-03-26,Wash & Inspect,16,16,16,0,41.82,Odor detected
8316,22215,3,9,274,2025-11-29,Wash & Inspect,16,16,16,0,40.00,
8317,13440,9,7,283,2024-02-06,Wash & Inspect,12,11,10,1,74.86,Count adjusted by hub
8318,22089,27,7,38,2025-09-06,Wash & Inspect,20,20,19,0,50.93,Odor detected
8319,24177,105,2,27,2024-03-10,Wash & Inspect,24,24,19,5,132.58,Seal wear
8320,14062,94,1,86,2023-08-30,Wash & Inspect,6,6,6,0,94.44,
8321,20799,92,7,132,2026-04-20,Repair,80,80,80,0,54.72,Odor detected
8322,23605,113,2,217,2023-03-24,Wash & Inspect,6,6,6,0,95.17,Odor detected
8323,514,42,10,274,2026-01-13,wash & inspect,16,16,16,0,8.06,RFID unreadable
8324,13989,53,10,217,2023-12-12,Repair,16,16,16,0,37.13,
8325,25349,52,4,88,2025-06-29,Wash & Inspect,80,80,80,0,33.64,Odor detected
8326,15060,1,5,232,2026-03-28,Wash & Inspect,20,20,20,0,11.24,awaiting QA
8327,7647,42,7,73,2024-10-14,Decommission,12,12,7,5,168.34,
8328,6511,39,9,6,2026-02-19,Cycle Count,32,32,32,0,40.56, 
8329,10067,83,7,98,2025-05-03,Wash & Inspect,40,40,39,0,26.51,Count adjusted by hub
8330,19718,115,7,275,2023-01-20,Wash & Inspect,6,6,5,0,80.56,
8331,22374,22,1,157,2026-01-20,Wash & Inspect,4,4,4,0,49.90, 
8332,16789,39,1,170,2026-07-02,Wash & Inspect,60,60,60,0,80.03,Odor detected
8333,19503,109,10,86,2024-06-07,Wash & Inspect,4,4,3,0,66.21,Seal wear
8334,4883,76,8,232,2026-07-06,Decommission,32,32,31,1,38.95,Count adjusted by hub
8335,2483,107,11,141,2024-05-15,Repair,60,60,60,0,30.60,
8336,1127,82,6,2,2025-06-15,Wash & Inspect,8,8,8,0,41.77,
8337,9836,93,1,232,2024-10-29,Wash & Inspect,6,6,1,5,150.97, 
8338,4897,46,8,2,2024-05-06,Wash & Inspect,32,32,29,3,123.30,
8339,10996,114,2,53,2026-06-11,Wash & Inspect,32,32,31,0,71.88,Count adjusted by hub
8340,16974,72,3,286,2024-10-29,Repair,24,24,24,0,76.52,Count adjusted by hub
8341,8118,36,4,170,2023-04-06,Wash & Inspect,40,40,39,0,47.77,
8342,7467,116,11,38,2026-03-23,Wash & Inspect,60,60,59,0,22.01,RFID unreadable
8343,7067,117,9,2,2024-12-18,Wash & Inspect,20,20,20,0,15.18,Odor detected
8344,6644,94,3,286,2023-08-10,Wash & Inspect,16,16,16,0,32.81, 
8345,19054,119,11,167,2024-05-15,Wash & Inspect,8,8,5,3,98.75, 
8346,1535,22,7,283,2024-06-15,Repair,32,32,32,0,40.62, 
8347,428,82,4,2,2023-03-27,Wash & Inspect,80,80,75,4,139.81, 
8348,14151,19,11,88,2024-05-21,Cycle Count,12,12,12,0,22.61,
8349,19258,118,1,124,2024-04-01,Wash & Inspect,32,40,40,0,32.12,
8350,13194,25,3,157,2023-09-14,Cycle Count,6,6,6,0,92.95,Seal wear
8351,16944,109,2,38,2023-09-14,Repair,6,6,6,0,24.43,awaiting QA
8352,8881,42,1,2,2025-01-01,Wash & Inspect,32,32,32,0,34.60,Count adjusted by hub
8353,23159,6,4,98,2024-07-04,Wash & Inspect,10,10,10,0,43.43,Seal wear
8354,2628,67,2,88,2025-01-12,Cycle Count,4,4,4,0,71.21, 
8355,8875,73,7,88,2024-08-12,Wash & Inspect,6,6,4,2,66.03,Count adjusted by hub
8356,19342,103,10,170,2024-03-24,Wash & Inspect,60,60,60,0,75.86,Odor detected
8357,14219,70,6,73,2024-01-04,Repair,32,32,29,3,164.19,awaiting QA
8358,22798,91,9,217,2023-11-23,Wash & Inspect,24,24,24,0,55.73,Odor detected
8359,12113,28,4,6,2025-04-11,Wash & Inspect,6,10,10,0,97.10,Count adjusted by hub
8360,12114,110,11,27,2026-03-20,Repair,10,10,9,0,97.19,
8361,15582,6,8,283,2025-07-10,Wash & Inspect,32,32,32,0,46.65, 
8362,15955,110,8,275,2023-08-09,Wash & Inspect,10,2,1,1,58.70,
8363,6052,35,2,100,2025-02-19,Wash & Inspect,40,40,40,0,31.60,Count adjusted by hub
8364,25344,53,2,274,2025-01-23,Wash & Inspect,24,22,19,2,112.78,Odor detected
8365,26671,40,9,73,2023-08-04,Wash & Inspect,40,36,36,0,63.35,Odor detected
8366,18486,78,9,283,2023-10-22,wash & inspect,12,8,8,0,84.78,Seal wear
8367,172,45,1,98,2023-01-29,Cycle Count,60,60,60,0,64.86,awaiting QA
8368,10630,53,2,227,2025-07-08,Wash & Inspect,16,16,16,0,67.41, 
8369,10174,70,9,98,2025-07-22,Wash & Inspect,40,40,40,0,84.17,Count adjusted by hub
8370,9215,82,4,170,2025-06-02,Decommission,10,10,10,0,35.30,
8371,26886,60,1,157,2024-03-15,Wash & Inspect,60,60,60,0,72.17,Count adjusted by hub
8372,19333,77,6,73,2025-09-10,Wash & Inspect,80,80,80,0,27.62,Count adjusted by hub
8373,10295,54,11,141,2025-05-31,Wash & Inspect,16,16,15,0,15.72,
8374,8800,38,10,217,2023-05-21,Wash & Inspect,10,10,10,0,71.10,
8375,11433,54,5,141,2026-03-26,Repair,8,8,8,0,35.08,RFID unreadable
8376,7738,74,6,274,2024-02-18,Repair,8,8,8,0,66.63,Odor detected
8377,585,63,1,53,2025-08-29,Wash & Inspect,8,8,8,0,43.93,Count adjusted by hub
8378,4,22,3,124,2025-04-11,Wash & Inspect,20,20,19,0,75.73, 
8379,3353,109,7,227,2025-04-16,Cycle Count,6,6,6,0,45.20, 
8380,3634,30,2,157,2023-12-26,Wash & Inspect,20,20,20,0,20.97,awaiting QA
8381,13759,73,11,132,2025-02-02,Wash & Inspect,6,6,6,0,77.66,
8382,14332,22,11,98,2026-04-14,Wash & Inspect,80,82,82,0,44.36,RFID unreadable
8383,13459,63,11,38,2023-02-23,Wash & Inspect,60,60,60,0,84.02,
8384,12592,29,7,88,2023-09-11,wash & inspect,6,6,6,0,16.62,Odor detected
8385,22770,65,8,170,2026-05-13,Decommission,40,40,36,4,150.25,
8386,21549,105,4,275,2025-10-25,Repair,16,24,24,0,30.46,Odor detected
8387,2370,1,8,132,2026-06-23,Cycle Count,40,40,40,0,43.77,
8388,20370,88,2,53,2025-03-09,Wash & Inspect,16,16,16,0,67.93,awaiting QA
8389,9685,115,4,167,2023-05-11,Wash & Inspect,32,31,31,0,35.83,awaiting QA
8390,11506,34,4,232,2025-07-17,Wash & Inspect,8,8,8,0,84.96,awaiting QA
8391,8755,41,3,88,2025-04-17,Wash & Inspect,6,6,6,0,87.70,
8392,4154,27,8,54,2025-01-13,Wash & Inspect,32,32,31,0,73.15,
8393,12458,75,10,217,2026-05-05,wash & inspect,4,4,4,0,88.63,awaiting QA
8394,2021,52,8,6,2024-10-15,Wash & Inspect,32,32,32,0,49.79,Count adjusted by hub
8395,8534,2,2,6,2025-07-15,Cycle Count,10,10,10,0,82.84,Seal wear
8396,17200,95,9,53,2023-04-23,Wash & Inspect,80,80,80,0,76.85,Count adjusted by hub
8397,620,77,5,217,2023-12-25,Wash & Inspect,20,20,20,0,78.28,Count adjusted by hub
8398,23379,97,4,86,2023-07-30,Wash & Inspect,12,12,11,0,63.76, 
8399,23620,90,6,227,2026-06-20,Wash & Inspect,24,24,23,0,12.54,Seal wear
8400,7972,15,5,275,2024-04-06,Wash & Inspect,6,6,2,4,108.89,
8401,14761,91,11,167,2024-05-14,wash & inspect,6,6,6,0,53.95,RFID unreadable
8402,1932,69,4,53,2023-04-17,Wash & Inspect,24,32,31,1,88.74,Odor detected
8403,13377,42,9,27,2025-12-01,Wash & Inspect,24,24,24,0,77.47,Count adjusted by hub
8404,24427,32,10,132,2023-02-22,Repair,16,16,16,0,59.73,
8405,5034,25,2,54,2025-08-16,Wash & Inspect,32,32,31,1,37.66,
8406,14221,107,2,277,2024-07-30,wash & inspect,10,10,9,1,67.57,
8407,6709,14,9,227,2023-06-07,Wash & Inspect,24,24,24,0,41.98,Seal wear
8408,4108,14,4,6,2025-03-01,wash & inspect,20,24,24,0,18.88,RFID unreadable
8409,24920,49,10,157,2026-02-27,Repair,6,0,0,0,54.18,
8410,12701,16,3,6,2024-06-22,Wash & Inspect,8,8,3,4,145.45, 
8411,2291,73,6,232,2024-02-22,Repair,10,10,10,0,68.23,
8412,26381,105,2,132,2023-02-19,Wash & Inspect,6,6,6,0,85.98,
8413,7260,54,7,124,2023-10-31,wash & inspect,4,5,5,0,82.81,Seal wear
8414,1614,70,10,73,2026-02-14,Wash & Inspect,24,24,23,0,58.02,
8415,2384,119,10,88,2023-07-19,Wash & Inspect,10,10,10,0,75.70,
8416,10527,94,9,6,2023-04-12,Repair,10,10,7,3,82.52,
8417,13203,102,3,283,2025-09-01,Wash & Inspect,80,80,80,0,44.82,
8418,20880,34,2,53,2025-03-04,Wash & Inspect,80,80,80,0,15.06,
8419,1244,14,4,170,2025-08-13,Wash & Inspect,60,60,60,0,70.31,
8420,7574,76,8,217,2023-02-04,Cycle Count,16,16,16,0,97.77, 
8421,11465,8,4,286,2026-06-27,Repair,32,32,31,1,98.02,
8422,24865,85,10,283,2025-12-10,Cycle Count,40,40,40,0,88.38,Odor detected
8423,10362,120,10,286,2024-01-07,Wash & Inspect,60,60,60,0,47.18,Seal wear
8424,25401,36,7,86,2025-12-11,Repair,60,61,56,5,131.03,awaiting QA
8425,23501,101,6,286,2026-04-11,Wash & Inspect,6,6,6,0,66.03, 
8426,5474,20,4,124,2024-12-21,wash & inspect,16,16,16,0,40.92,awaiting QA
8427,7232,110,10,2,2024-02-04,Wash & Inspect,8,8,8,0,46.07,Seal wear
8428,11541,96,3,286,2023-10-15,Wash & Inspect,8,8,8,0,31.30, 
8429,12834,22,10,167,2024-05-23,Wash & Inspect,20,24,24,0,46.39,
8430,106,70,8,38,2025-09-29,Wash & Inspect,12,12,10,2,92.21,
8431,12459,88,10,274,2026-03-12,Wash & Inspect,8,8,8,0,78.54,RFID unreadable
8432,1015,3,7,124,2026-02-21,Wash & Inspect,8,8,8,0,46.13,
8433,20310,9,4,232,2024-05-06,Wash & Inspect,16,16,16,0,70.72, 
8434,22455,116,1,132,2025-03-24,Decommission,6,7,4,3,143.27,Seal wear
8435,13447,93,5,38,2023-06-22,Repair,16,16,16,0,85.11,
8436,24616,75,9,157,2024-02-12,Wash & Inspect,12,12,12,0,93.17,Count adjusted by hub
8437,813,113,3,232,2025-12-13,Wash & Inspect,60,58,54,4,122.41,
8438,25098,72,3,274,2023-10-23,Wash & Inspect,24,32,32,0,25.24,Seal wear
8439,19242,18,9,73,2026-05-04,Wash & Inspect,32,32,28,4,172.84,Count adjusted by hub
8440,13611,112,9,227,2026-06-26,Wash & Inspect,60,60,60,0,90.93, 
8441,13883,95,11,227,2024-08-17,Decommission,4,4,3,1,61.37,Count adjusted by hub
8442,20534,20,1,73,2026-03-24,Wash & Inspect,24,24,24,0,30.26,RFID unreadable
8443,11590,70,6,157,2023-05-14,Wash & Inspect,10,10,10,0,49.18,
8444,20344,75,8,27,2024-04-02,Repair,32,32,32,0,80.74,
8445,19990,14,2,132,2023-02-10,Wash & Inspect,6,6,6,0,23.31,Count adjusted by hub
8446,21102,62,5,217,2024-05-14,Wash & Inspect,10,18,18,0,50.47,Odor detected
8447,15717,37,6,167,2023-05-05,Wash & Inspect,8,4,4,0,49.55,
8448,10699,53,3,132,2025-05-16,Wash & Inspect,20,20,20,0,16.48,
8449,20285,29,6,286,2024-07-20,Wash & Inspect,80,80,78,2,85.52,Seal wear
8450,19865,41,1,132,2026-02-26,Wash & Inspect,4,4,2,2,85.07,
8451,23667,68,3,141,2024-04-28,Wash & Inspect,8,8,8,0,92.74, 
8452,7190,19,4,232,2026-06-17,Wash & Inspect,12,12,10,2,122.89,awaiting QA
8453,1914,24,8,275,2023-07-08,Wash & Inspect,32,32,32,0,62.08, 
8454,25374,34,11,277,2025-02-12,Wash & Inspect,80,72,72,0,91.82,Seal wear
8455,3076,53,6,53,2026-05-03,Decommission,32,32,32,0,17.23, 
8456,7620,107,2,274,2024-07-04,Wash & Inspect,10,10,10,0,38.09,RFID unreadable
8457,18121,113,6,286,2024-01-05,Wash & Inspect,4,4,4,0,93.00, 
8458,25923,112,3,88,2025-09-02,Wash & Inspect,8,16,16,0,39.87,awaiting QA
8459,908,17,3,232,2023-05-03,Repair,16,16,11,5,140.40,
8460,1119,88,6,86,2026-02-27,Repair,40,40,40,0,75.72,Seal wear
8461,17385,55,10,98,2025-12-29,wash & inspect,8,8,8,0,41.01,Count adjusted by hub
8462,20558,95,3,100,2024-10-14,wash & inspect,32,32,32,0,53.57,Odor detected
8463,26546,12,1,6,2023-08-25,Repair,40,40,40,0,56.25,Seal wear
8464,19828,69,6,275,2025-08-04,wash & inspect,4,4,4,0,49.33,Odor detected
8465,22580,113,3,132,2026-02-20,Repair,20,20,20,0,93.02,
8466,27164,64,5,227,2025-01-14,Repair,60,60,60,0,54.74,Count adjusted by hub
8467,10312,48,9,53,2025-11-21,Cycle Count,20,20,20,0,34.21,Count adjusted by hub
8468,18933,12,5,38,2023-11-24,Wash & Inspect,20,20,20,0,47.38, 
8469,13696,1,6,54,2025-01-16,wash & inspect,24,24,21,3,99.21,
8470,9492,73,9,141,2024-04-07,Wash & Inspect,20,20,20,0,42.36,
8471,23104,39,6,86,2024-02-21,Repair,32,32,29,3,148.16,RFID unreadable
8472,21504,44,7,86,2024-12-14,Cycle Count,80,82,79,3,121.37,Count adjusted by hub
8473,1391,33,10,217,2025-08-12,Cycle Count,4,4,3,0,51.35, 
8474,15591,20,6,286,2023-06-15,wash & inspect,12,12,12,0,45.08,
8475,19077,100,3,124,2023-06-17,wash & inspect,80,80,80,0,53.39,awaiting QA
8476,15186,82,9,53,2025-04-17,Wash & Inspect,12,12,11,1,113.42,
8477,23794,112,11,227,2024-03-13,Wash & Inspect,24,16,16,0,97.87,Odor detected
8478,13878,114,3,170,2023-06-23,Cycle Count,4,4,1,3,131.20,Seal wear
8479,7752,113,4,2,2025-09-14,Wash & Inspect,16,15,15,0,23.28,
8480,4151,20,11,98,2025-07-25,Wash & Inspect,24,23,23,0,83.28,RFID unreadable
8481,7878,106,2,88,2026-06-08,Wash & Inspect,10,10,8,2,70.28,Count adjusted by hub
8482,24015,98,5,88,2024-09-12,Wash & Inspect,8,8,3,4,188.69,
8483,13706,79,8,2,2024-10-18,Repair,80,80,80,0,38.68,Count adjusted by hub
8484,25367,56,5,6,2025-11-13,Wash & Inspect,20,20,20,0,63.46, 
8485,18520,58,1,86,2023-10-04,Wash & Inspect,20,20,20,0,49.33,Seal wear
8486,25580,50,5,157,2023-10-15,Repair,20,20,20,0,54.24,
8487,25496,36,8,6,2024-10-17,Decommission,6,6,6,0,67.01,Odor detected
8488,13128,30,10,100,2023-12-02,Wash & Inspect,20,20,19,0,41.37, 
8489,19184,106,1,53,2023-06-13,Wash & Inspect,32,33,33,0,35.10,Count adjusted by hub
8490,11615,56,6,227,2025-03-01,Repair,4,4,4,0,13.20,Seal wear
8491,16774,14,1,286,2026-05-29,Wash & Inspect,16,16,16,0,11.00,Odor detected
8492,7389,113,2,53,2023-11-26,Wash & Inspect,20,20,20,0,43.66,RFID unreadable
8493,12833,114,8,141,2023-05-14,Cycle Count,40,40,40,0,51.25,awaiting QA
8494,11216,100,7,157,2024-06-28,Cycle Count,10,10,10,0,72.53, 
8495,27286,45,8,217,2025-07-19,Wash & Inspect,16,12,12,0,29.65,Count adjusted by hub
8496,20488,59,3,73,2024-06-13,Cycle Count,20,20,20,0,27.13,Count adjusted by hub
8497,1336,79,5,157,2025-10-28,Cycle Count,12,12,12,0,42.41,awaiting QA
8498,13531,109,5,38,2023-01-28,Wash & Inspect,24,24,24,0,94.70,
8499,10748,57,8,277,2026-06-16,Wash & Inspect,24,24,24,0,88.88,Count adjusted by hub
8500,3185,97,1,277,2024-10-07,Wash & Inspect,4,4,4,0,25.22,Count adjusted by hub
8501,1573,3,2,167,2024-10-09,Wash & Inspect,32,32,32,0,85.82,Count adjusted by hub
8502,6770,89,8,283,2023-12-01,Wash & Inspect,24,24,24,0,66.47,
8503,9379,38,7,88,2024-11-18,Cycle Count,12,12,8,4,132.00, 
8504,10696,37,7,277,2024-03-03,wash & inspect,40,40,40,0,55.52,
8505,4001,27,4,286,2023-09-26,Cycle Count,20,20,20,0,72.17,
8506,18424,54,1,73,2026-02-03,Wash & Inspect,60,60,55,5,169.14,
8507,11594,110,1,2,2024-03-25,Wash & Inspect,6,6,6,0,12.49,Seal wear
8508,19599,72,4,132,2024-03-30,Wash & Inspect,10,10,10,0,26.23,
8509,2089,116,2,277,2025-04-07,Decommission,60,60,60,0,16.70,RFID unreadable
8510,3476,64,5,141,2026-03-23,Wash & Inspect,10,10,8,2,97.61,Count adjusted by hub
8511,2590,39,8,286,2023-12-04,Wash & Inspect,32,32,32,0,71.62,Seal wear
8512,18385,105,6,27,2026-01-26,Wash & Inspect,10,10,10,0,78.72, 
8513,18384,40,6,88,2026-01-14,Wash & Inspect,20,20,20,0,15.19,
8514,6034,2,4,157,2025-08-07,Repair,16,16,16,0,27.19,
8515,26038,70,8,2,2026-05-08,Wash & Inspect,20,20,20,0,56.66,
8516,2990,6,2,98,2024-07-12,Wash & Inspect,6,6,6,0,9.87,Seal wear
8517,13852,118,9,283,2025-02-19,Wash & Inspect,16,16,14,1,42.28,Odor detected
8518,3782,119,10,167,2024-07-10,Wash & Inspect,6,6,6,0,62.21,
8519,27112,56,10,227,2026-04-04,wash & inspect,6,6,6,0,24.45,Odor detected
8520,240,38,7,275,2025-05-26,Repair,60,56,53,3,142.35,awaiting QA
8521,3638,16,5,100,2025-10-22,Wash & Inspect,16,24,20,4,165.86,awaiting QA
8522,19040,71,11,124,2024-02-23,Wash & Inspect,4,4,4,0,67.86,
8523,6236,28,10,286,2026-01-17,Wash & Inspect,8,8,8,0,24.44,awaiting QA
8524,7096,31,4,132,2023-02-23,Decommission,20,20,20,0,73.52, 
8525,22519,115,5,98,2026-04-08,Wash & Inspect,6,6,6,0,65.78,
8526,18153,27,11,274,2023-03-25,Decommission,60,60,60,0,26.50,awaiting QA
8527,447,89,4,124,2025-07-06,wash & inspect,24,24,18,5,195.38,RFID unreadable
8528,537,12,5,73,2024-11-14,wash & inspect,12,16,15,1,52.78,awaiting QA
8529,2793,51,9,170,2024-01-31,Wash & Inspect,24,24,24,0,52.30, 
8530,26852,24,6,132,2023-11-06,Wash & Inspect,12,12,12,0,40.03,Odor detected
8531,4844,99,4,100,2026-04-07,Wash & Inspect,80,80,80,0,19.54, 
8532,15965,56,4,132,2023-03-28,wash & inspect,4,0,0,0,44.09,awaiting QA
8533,27107,45,5,54,2026-04-19,Wash & Inspect,60,60,60,0,71.97,RFID unreadable
8534,9342,41,9,275,2023-01-14,Wash & Inspect,20,20,20,0,91.65, 
8535,13629,37,3,277,2024-03-08,Wash & Inspect,40,40,40,0,52.25,Odor detected
8536,4014,90,9,227,2025-01-18,Cycle Count,32,32,32,0,61.54,Count adjusted by hub
8537,12546,57,1,2,2025-04-11,Cycle Count,24,24,24,0,22.22,
8538,12189,65,2,141,2025-09-01,Wash & Inspect,24,24,23,1,58.54, 
8539,2797,113,4,286,2023-07-07,Wash & Inspect,80,80,80,0,20.67,Odor detected
8540,22120,88,1,2,2024-12-28,wash & inspect,40,40,40,0,14.78,Odor detected
8541,18688,98,5,38,2023-08-22,Wash & Inspect,4,4,4,0,22.92,
8542,11410,81,10,38,2025-09-05,Wash & Inspect,24,24,24,0,88.24,
8543,24877,21,8,73,2023-06-29,Wash & Inspect,60,60,60,0,42.95, 
8544,2260,42,8,54,2025-03-23,Wash & Inspect,4,4,3,0,54.34,RFID unreadable
8545,11994,42,5,217,2023-02-05,Repair,8,8,6,2,125.47,RFID unreadable
8546,10520,76,5,286,2025-10-17,Wash & Inspect,24,24,24,0,97.38,Count adjusted by hub
8547,5971,91,5,227,2026-01-16,Repair,16,16,16,0,45.57,awaiting QA
8548,11172,66,6,277,2024-07-20,Wash & Inspect,16,16,16,0,66.76,awaiting QA
8549,10972,9,6,100,2024-07-08,Repair,60,60,55,5,135.27,RFID unreadable
8550,77,16,1,286,2023-07-11,Wash & Inspect,8,9,9,0,12.75,
8551,8821,100,1,232,2024-08-02,Wash & Inspect,20,20,20,0,47.04,Count adjusted by hub
8552,2754,109,7,124,2023-02-15,Wash & Inspect,60,60,60,0,78.59,Count adjusted by hub
8553,16744,80,10,283,2024-01-11,Wash & Inspect,24,24,24,0,90.21,RFID unreadable
8554,4329,115,1,217,2025-07-11,Wash & Inspect,12,12,12,0,48.05,
8555,6957,4,3,38,2025-06-05,Cycle Count,6,6,6,0,79.70,
8556,18313,9,8,227,2025-04-03,Wash & Inspect,40,40,37,3,96.90,Odor detected
8557,18838,91,9,54,2023-09-12,Cycle Count,4,4,1,3,87.50,awaiting QA
8558,28,27,10,277,2025-02-25,Wash & Inspect,6,6,3,2,80.01,RFID unreadable
8559,14356,89,1,73,2026-04-13,Wash & Inspect,24,24,24,0,55.95, 
8560,3945,49,1,170,2023-04-19,Wash & Inspect,20,20,19,0,41.73,
8561,6522,20,10,170,2024-05-24,Decommission,4,4,4,0,41.63,
8562,17213,110,2,274,2025-01-11,Repair,12,12,7,5,145.72,
8563,9446,6,10,2,2026-01-25,Wash & Inspect,8,8,8,0,78.82, 
8564,22737,49,5,232,2025-11-10,Repair,8,8,8,0,85.89,
8565,13214,118,6,100,2023-08-21,Wash & Inspect,4,8,5,3,118.14,Count adjusted by hub
8566,16628,61,3,86,2026-05-02,Cycle Count,32,28,28,0,74.72,Odor detected
8567,26100,5,7,54,2024-01-29,Wash & Inspect,10,10,9,0,43.31, 
8568,6590,85,5,217,2024-11-27,Wash & Inspect,4,4,4,0,24.99,Seal wear
8569,6264,40,10,277,2023-04-07,wash & inspect,20,20,19,0,47.32,Odor detected
8570,1591,50,3,27,2024-11-25,Wash & Inspect,32,32,31,0,78.09,awaiting QA
8571,11436,48,5,98,2025-11-06,Wash & Inspect,40,44,44,0,46.50,
8572,18308,95,11,141,2024-12-14,Decommission,10,10,10,0,61.26,Odor detected
8573,14148,81,6,86,2024-01-23,Decommission,20,20,14,5,160.76,RFID unreadable
8574,18640,104,8,73,2026-04-26,wash & inspect,32,32,29,3,128.36, 
8575,16667,43,3,2,2023-12-29,Wash & Inspect,12,12,12,0,15.18,
8576,26046,14,1,2,2023-05-14,Cycle Count,6,6,6,0,87.16,awaiting QA
8577,9837,69,1,38,2024-10-24,Wash & Inspect,32,32,31,0,55.43,RFID unreadable
8578,26630,66,3,217,2024-04-25,Decommission,10,2,2,0,43.19,
8579,12642,18,7,277,2025-03-12,Wash & Inspect,4,0,0,0,86.35,
8580,8094,34,6,277,2025-05-06,Wash & Inspect,4,0,0,0,45.17,RFID unreadable
8581,19937,103,11,277,2024-07-10,Wash & Inspect,4,4,3,0,24.05,
8582,13260,5,3,88,2026-03-11,Wash & Inspect,40,40,37,3,158.11,Count adjusted by hub
8583,17161,31,6,73,2025-02-22,wash & inspect,24,24,24,0,38.05,Count adjusted by hub
8584,5484,92,7,170,2024-02-16,Repair,60,60,60,0,82.91,
8585,21245,70,8,100,2024-01-12,Wash & Inspect,16,16,16,0,48.69,
8586,11325,85,6,2,2024-03-31,Wash & Inspect,20,20,20,0,26.25,RFID unreadable
8587,17341,73,5,286,2024-09-25,Decommission,24,24,24,0,24.60,RFID unreadable
8588,7312,58,1,157,2024-06-05,Wash & Inspect,16,16,16,0,20.08,Odor detected
8589,1428,31,10,54,2025-04-26,Repair,32,32,32,0,97.60,
8590,10449,33,2,283,2024-02-09,Wash & Inspect,4,4,4,0,72.33,
8591,9323,52,2,86,2026-06-18,Wash & Inspect,24,24,24,0,13.72,
8592,9660,105,1,132,2023-09-06,Repair,20,20,14,5,176.83,
