customer_id,customer_code,legal_name,trading_name,customer_segment,industry,home_region_id,account_manager_id,primary_email,primary_phone,lifecycle_status,registered_on,credit_limit,tax_id,record_source
1010,CUS-001010,Trinity Dairy Partners,Trinity Dairy Partners,Mid-Market,Food Distribution,2,94,anika@trinitydairypartne.example,206-205-8532,Inactive,2023-07-06,500000.00,63-9387861,CRM
1011,CUS-001011,Lantern Nutrition Supply,Lantern Nutrition Supply,enterprise ,Cold-Chain Pharma,4,236,elias@lanternnutritionsu.example,497-207-3996,Active,2023-01-31,25000.00,10-9983255,CRM
1012,CUS-001012,Aster Nutrition Logistics,Aster Nutrition Logistics,Enterprise,Meal Kit Producer,6,69,iris@asternutritionlogi.example,248-908-2665,Active,2025-05-19,100000.00,29-2845464,CRM
1013,CUS-001013,Trinity Pet Nutrition Manufacturing,Trinity Pet Nutrition Manufacturing,Mid-Market,Food Distribution,9,156,rafael@trinitypetnutritio.example,590-945-9190,Active,2025-08-10,150000.00,10-8122037,CRM
1014,CUS-001014,Pioneer Foods Foods,Pioneer Foods Foods,Regional,Cold-Chain Pharma,10,94,maya@pioneerfoodsfoods.example,220-255-9406,Inactive,2025-09-03,25000.00,35-2839056,CRM
1015,CUS-001015,Keystone Pet Nutrition Supply,Keystone Pet Nutrition Supply,Startup,Clinical Logistics,6,146,noah@keystonepetnutriti.example,472-451-9411,Active,2024-02-09,50000.00,36-5937956,Manual Entry
1016,CUS-001016,Lantern Dairy Co-op,Lantern Dairy Co-op,Startup,Food Distribution,8,262,priya@lanterndairycoop.example,433-675-6459,Inactive,2023-06-27,100000.00,41-5671878,CRM
1017,CUS-001017,Helix Meal Systems Holdings,Helix Meal Systems Holdings,Regional,Specialty Grocery,2,69,lena@helixmealsystemsho.example,869-491-1928,Active,2024-02-23,75000.00,77-6717244,CRM
1018,CUS-001018,Cobalt Nutrition Holdings,Cobalt Nutrition Holdings,Startup,Clinical Logistics,11,254,darren@cobaltnutritionhol.example,427-336-7870,Inactive,2023-08-19,75000.00,57-2177621,Legacy CRM
1019,CUS-001019,Pioneer Pet Nutrition Holdings,Pioneer Pet Nutrition Holdings,Regional,Cold-Chain Pharma,10,74,hugo@pioneerpetnutritio.example,888-983-1493,Active,2025-07-07,75000.00,82-6117176,Legacy CRM
1020,CUS-001020,Aster Cold Foods Holdings,Aster Cold Foods Holdings,enterprise ,Specialty Grocery,2,248,maya@astercoldfoodshold.example,364-535-7307,Active,2023-01-04,250000.00,86-4269187,Trade Show Import
1021,CUS-001021,Briar Foods Logistics,Briar Foods Logistics,enterprise ,Meal Kit Producer,6,193,talia@briarfoodslogistic.example,482-254-8768,Active,2024-08-05,150000.00,43-1461206,Legacy CRM
1022,CUS-001022,Forge Biologics Holdings, Forge Biologics Holdings,Mid-Market,Cold-Chain Pharma,11,242,hugo@forgebiologicshold.example,919-791-5862,Active,2024-01-31,50000.00,99-4801741,Trade Show Import
1023,CUS-001023,Granite Nutrition Partners,Granite Nutrition Partners,Startup,Clinical Logistics,8,187,talia@granitenutritionpa.example,537-507-5523,Active,2024-01-24,250000.00,88-5076939,CRM
1024,CUS-001024,Oakmont Ingredients Manufacturing,Oakmont Ingredients Mfg,Startup,Meal Kit Producer,2,149,maya@oakmontingredients.example ,971-938-8616,Active,2024-04-02,75000.00,85-9140510,Legacy CRM
1025,CUS-001025,Crown Meal Systems Supply,Crown Meal Systems Supply,Mid-Market,Clinical Logistics,8,257,nina@crownmealsystemssu.example,720-929-9999,Active,2024-04-14,250000.00,77-7064827,CRM
1026,CUS-001026,Harbor Meal Systems Logistics,Harbo rMeal Systems Logistics,Startup,Specialty Grocery,9,67,owen@harbormealsystemsl.example,809-352-1401,Inactive,2025-03-10,250000.00,31-1436442,CRM
1027,CUS-001027,Trinity Ingredients Partners,Trinity Ingredients Partners,Enterprise,Beverage Distribution,3,234,fatima@trinityingredients.example,631-552-4016,Active,2025-01-19,150000.00,61-8750103,Legacy CRM
1028,CUS-001028,Cedar Dairy Manufacturing,Cedar Dairy Mfg,Mid-Market,Beverage Distribution,10,79,anika@cedardairymanufact.example,201-559-7890,Prospect,2024-07-25,75000.00,71-8298166,CRM
1029,CUS-001029,Summit Beverage Logistics,Summit Beverage Logistics,Startup,Specialty Grocery,9,7,rafael@summitbeveragelogi.example,205-552-7877,Active,2023-05-08,25000.00,33-2856674,CRM
1030,CUS-001030,Everfield Floral Logistics Foods,Everfield Flora lLogistics Foods,Startup,Cold-Chain Pharma,10,30,sofia@everfieldflorallog.example,606-251-3864,Active,2025-01-09,75000.00,80-2010727,CRM
1031,CUS-001031,Crown Floral Logistics Logistics,Crown Floral Logistics Logistics,Enterprise,Food Distribution,6,60,anika@crownflorallogisti.example,919-719-8373,Active,2024-12-08,100000.00,29-3779994,Trade Show Import
1032,CUS-001032,Helix Foods Manufacturing,Helix Foods Manufacturing,Regional,Specialty Grocery,9,119,elias@helixfoodsmanufact.example,645-458-7545,Active,2024-01-04,100000.00,86-7660417,CRM
1033,CUS-001033,Cardinal Foods Labs,Cardinal Foods Labs,Mid-Market,Cold-Chain Pharma,4,161,elias@cardinalfoodslabs.example,313-204-5972,Active,2024-03-12,250000.00,50-1945814,CRM
1034,CUS-001034,Summit Pet Nutrition Group,Summit Pet Nutrition Group,enterprise ,Specialty Grocery,10,79,talia@summitpetnutrition.example,580-631-1094,Active,2024-08-21,25000.00,40-4595717,Manual Entry
1035,CUS-001035,Meridian Pet Nutrition Foods,Merdiian Pet Nutrition Foods,enterprise ,Food Distribution,7,156,noah@meridianpetnutriti.example,463-642-2250,Active,2025-01-21,75000.00,37-3153945,Manual Entry
1036,CUS-001036,Lakeside Seafood Holdings,Lakeside Seafood Holdings,Enterprise,Specialty Grocery,4,295,hugo@lakesideseafoodhol.example,890-719-6930,active,2023-12-29,25000.00,64-8394300,Trade Show Import
1037,CUS-001037,Crescent Nutrition Manufacturing ,Crescent Nutrition Manufacturing,enterprise ,Cold-Chain Pharma,4,278,talia@crescentnutritionm.example,588-522-3288,Prospect,2025-07-21,250000.00,89-5200997,CRM
1038,CUS-001038,Trinity Biologics Group,Trinity Biologics Group,Regional,Meal Kit Producer,11,242,jonah@trinitybiologicsgr.example,721-574-4347,active,2024-12-23,150000.00,89-5611078,CRM
1039,CUS-001039,Lantern Ingredients Partners,Lantern Ingredients Partners,Enterprise,Meal Kit Producer,6,67,mateo@lanterningredients.example,(827) 204-2793,Active,2024-02-22,100000.00,99-6253015,CRM
1040,CUS-001040,Forge Seafood Foods,Forge Seafood Foods,Enterprise,Food Distribution,6,26,sofia@forgeseafoodfoods.example,863-631-9340,At Risk,2024-12-14,75000.00,40-1465788,Legacy CRM
1041,CUS-001041,Bluevale Cold Foods Logistics,Bluevale Cold Foods Logistics,Enterprise,Food Distribution,1,119,zara@bluevalecoldfoodsl.example,231-356-8240,Prospect,2025-03-29,150000.00,60-4730171,CRM
1042,CUS-001042,Aster Ingredients Co-op,Aster Ingredients Co-op,Enterprise,Meal Kit Producer,4,201,darren@asteringredientsco.example,632-397-9018,Active,2025-08-11,100000.00,37-1770812,CRM
1043,CUS-001043,Riverbend Cold Foods Holdings,Riverbend Cold Foods Holdings,Startup,Clinical Logistics,11,149,noah@riverbendcoldfoods.example,725-701-3341,Active,2024-01-10,50000.00,90-3063702,CRM
1044,CUS-001044,Forge Beverage Logistics,Forge Beverage Logistics,Regional,Food Distribution,8,201,darren@forgebeveragelogis.example,609-499-2945,Prospect,2023-10-01,100000.00,69-6651705,Legacy CRM
1045,CUS-001045,Granite Laboratories Holdings,Granite Laboratories Holdings,Enterprise,Beverage Distribution,10,226,nina@granitelaboratorie.example,373-699-5419,Active,2025-05-29,100000.00,26-9120014,Trade Show Import
1046,CUS-001046,Lantern Seafood Labs,Lantern Seafood Labs,Regional,Cold-Chain Pharma,8,79,anika@lanternseafoodlabs.example,890-747-9753,active,2024-04-20,75000.00,45-7701093,Trade Show Import
1047,CUS-001047,Cardinal Specialty Produce Logistics,Cardinal Specialty Produce Logistics,Mid-Market,Clinical Logistics,7,30,jonah@cardinalspecialtyp.example,967-597-1239,Active,2023-06-02,250000.00,62-8699915,Trade Show Import
1048,CUS-001048,Orchard Beverage Partners,Orchard Beverage Partners,Enterprise,Specialty Grocery,6,258,nina@orchardbeveragepar.example,N/A,Active,2023-12-05,250000.00,40-3641871,Legacy CRM
1049,CUS-001049,Mosaic Meal Systems Co-op,Mosaic Meal Systems Co-op,Startup,Cold-Chain Pharma,9,295,hugo@mosaicmealsystemsc.example,438-784-6949,Prospect,2024-03-14,75000.00,,CRM
1050,CUS-001050,Crown Pharma Partners,Crown Pharma Partners,enterprise ,Specialty Grocery,7,108,hugo@crownpharmapartner.example,276-722-5329,Active,2023-04-22,75000.00,78-5192677,CRM
1051,CUS-001051,Ardent Pet Nutrition Supply,Ardent Pet Nutrition Supply,Mid-Market,Clinical Logistics,8,240,ben@ardentpetnutrition.example,473-365-5346,At Risk,2025-04-02,25000.00,26-4334912,Trade Show Import
1052,CUS-001052,Meridian Foods Foods,Meridian Foods Foods,enterprise ,Specialty Grocery,8,193,jonah@meridianfoodsfoods.example,346-860-5399,Inactive,2024-04-03,150000.00,13-7349723,Legacy CRM
1053,CUS-001053,Bluevale Foods Holdings,Bluevale Foods Holdings,Mid-Market,Beverage Distribution,2,257,ben@bluevalefoodsholdi.example,760-619-6160,Active,2024-10-12,250000.00,95-1840309,Legacy CRM
1054,CUS-001054,Meridian Dairy Labs,Meridian Dairy Labs,enterprise ,Food Distribution,2,243,keiko@meridiandairylabs.example,539-261-4782,Active,2024-09-22,500000.00,86-1965161,CRM
1055,CUS-001055,Mosaic Nutrition Labs,Mosaic Nutrition Labs,Regional,Meal Kit Producer,11,68,miles@mosaicnutritionlab.example,918-713-7403,Active,2025-07-22,25000.00,43-2488006,CRM
1056,CUS-001056,Ardent Cold Foods Distribution,Ardent Cold Foods Distribution,Regional,Beverage Distribution,4,146,darren@ardentcoldfoodsdis.example,751-814-3347,Active,2024-02-13,500000.00,33-7379958,CRM
1057,CUS-001057,Crescent Nutrition Holdings,Crescent Nutrition Holdings,Mid-Market,Beverage Distribution,3,140,owen@crescentnutritionh.example,877-392-2063,Active,2025-07-03,150000.00,34-5074890,Legacy CRM
1058,CUS-001058,Westline Pet Nutrition Holdings,Westline Pet Nutrition Holdings,Regional,Meal Kit Producer,3,289,owen@westlinepetnutriti.example,330-894-4251,Active,2024-11-10,50000.00,77-8336621,Legacy CRM
1059,CUS-001059,Lakeside Meal Systems Co-op,Lakeside Meal Systems Co-op,Enterprise,Meal Kit Producer,3,57,owen@lakesidemealsystem.example,699-284-1859,Active,2024-01-15,500000.00,41-3021908,CRM
1060,CUS-001060,Riverbend Dairy Partners,Riverbend Dairy Partners ,Mid-Market,Meal Kit Producer,4,269,miles@riverbenddairypart.example,777-612-5593,Inactive,2023-06-13,150000.00,81-8788216,CRM
1061,CUS-001061,Cardinal Dairy Labs,Cardinal Dairy Labs,Enterprise,Meal Kit Producer,11,290,mateo@cardinaldairylabs.example,763-247-8954,At Risk,2023-10-20,150000.00,54-5108621,Trade Show Import
1062,CUS-001062,Harbor Foods Co-op,Harbor Foods Co-op,Mid-Market,Specialty Grocery,4,78,nina@harborfoodscoop.example,972-919-4492,Active,2024-12-13,75000.00, ,CRM
1063,CUS-001063,Cardinal Pharma Holdings,Cardinal Pharma Holdings,Mid-Market,Food Distribution,7,94,rafael@cardinalpharmahold.example,838-306-1919,Active,2024-12-12,500000.00,91-9847806,Manual Entry
1064,CUS-001064,GRANITE COLD FOODS LABS,Granite Cold Foods Labs,Enterprise,Clinical Logistics,8,218,anika@granitecoldfoodsla.example,741-689-4948,Prospect,2023-11-22,50000.00,25-2463648,Legacy CRM
1065,CUS-001065,Northwind Laboratories Manufacturing,Northwind Laboratories Manufacturing,Startup,Beverage Distribution,4,296,keiko@northwindlaborator.example,940-336-4000,Prospect,2024-04-03,50000.00,74-1676035,CRM
1066,CUS-001066,Lakeside Floral Logistisc Group,Lakeside Floral Logistics Group,enterprise ,Clinical Logistics,1,239,darren@lakesideflorallogi.example,574-208-8007,Active,2023-10-24,75000.00,87-4332406,Legacy CRM
1067,CUS-001067,Forge Meal Systems Labs,Forge Meal Systems Labs,Regional,Specialty Grocery,5,193,lena@forgemealsystemsla.example,956-610-3733,INACTIVE ,2025-09-17,25000.00,,CRM
1068,CUS-001068,Solace Nutrition Labs,Solace Nutrition Labs,Mid-Market,Clinical Logistics,10,290,ben.solacenutritionlab.example,205-987-9839,Inactive,2024-09-22,75000.00,79-4085339,CRM
1069,CUS-001069,Bluevale Ingredients Distribution,Bluevale Ingredients Distribution,Regional,Meal Kit Producer,3,12,avery@bluevaleingredient.example,317-262-5314,Active,2025-04-12,150000.00,73-5150686,CRM
1070,CUS-001070,Crown Beverage Partners,Crown Beverage Partners,Mid-Market,Meal Kit Producer,5,69,rina@crownbeveragepartn.example,752-440-8158,At Risk,2023-04-09,500000.00,14-1592399,Legacy CRM
1071,CUS-001071,Helix Nutrition Holdings,Helix Nutrition Holdings,Regional,Clinical Logistics,6,257,avery@helixnutritionhold.example,711-569-8089,Active,2025-01-22,75000.00,13-6435743,CRM
1072,CUS-001072,Everfield Laboratories Supply,Everfield Laboratories Supply,Startup,Specialty Grocery,6,193,sofia@everfieldlaborator.example,00797 298 7099,Active,2025-01-16,25000.00,61-4535146,CRM
1073,CUS-001073,Briar Dairy Logistics,Briar Dairy Logistics,enterprise ,Beverage Distribution,9,234,hugo@briardairylogistic.example,413-517-7340,INACTIVE ,2023-09-10,50000.00,43-4623040,CRM
1074,CUS-001074,Brightwell Beverage Holdings,Brightwell Beverage Holdings,Enterprise,Specialty Grocery,11,201,iris@brightwellbeverage.example,528-676-8597,Inactive,2025-06-11,25000.00,55-2156124,CRM
1075,CUS-001075,Oakmont Pharma Supply,Oakmont Pharma Supply,Regional,Beverage Distribution,5,39,zara@oakmontpharmasuppl.example,451-671-1644,Active,2025-03-09,25000.00,78-1317039,Legacy CRM
1076,CUS-001076,Crown Meal Systems Distribution,Crown Meal Systems Distribution,Enterprise,Meal Kit Producer,1,289,rina@crownmealsystemsdi.example,(582) 635-7866,Inactive,2025-08-18,50000.00,39-9448708,Legacy CRM
1077,CUS-001077,Crescent Nutrition Holdings,Crescent Nutrition Holdings,Regional,Beverage Distribution,9,67,hugo@crescentnutritionh.example,678-667-8760,Inactive,2024-03-18,25000.00,31-3966261,CRM
1078,CUS-001078,Everfield Specialty Produce Holdings,Everfield Specialty Produce Holdings,Enterprise,Food Distribution,8,296,darren@everfieldspecialty.example,772-502-2745,Active,2023-11-03,150000.00,95-4560693,CRM
1079,CUS-001079,Northwind Pharma Co-op,Northwind Pharma Co-op ,Enterprise,Specialty Grocery,4,290,avery@northwindpharmacoo.example,339-591-5444,Active,2023-01-19,150000.00,11-5330866,Manual Entry
1080,CUS-001080,Aster Ingredients Manufacturing,Aster Ingredients Mfg,Regional,Food Distribution,6,191,sofia@asteringredientsma.example,261-482-7112,Active,2025-04-07,250000.00,55-4162123,CRM
1081,CUS-001081,Summit Ingredients Logistics,Summit Ingredients Logistics,Enterprise,Food Distribution,9,165,rafael@summitingredientsl.example,812-529-6413,Inactive,2024-03-19,500000.00,45-2177045,CRM
1082,CUS-001082,Vantage Nutrition Co-op,Vantage Nutrition Co-op,Mid-Market,Food Distribution,2,310,lena@vantagenutritionco.example,352-646-3227,Inactive,2024-09-21,75000.00,41-2702410,Trade Show Import
1083,CUS-001083,Cedar Pet Nutrition Labs,Cedar Pet Nutrition Labs,enterprise ,Clinical Logistics,9,140,fatima@cedarpetnutritionl.example,720-901-9656,Active,2023-11-27,50000.00,00-0000000,CRM
1084,CUS-001084,Riverbend Meal Systems Manufacturing,Riverbend Meal Systems Manufacturing,enterprise ,Clinical Logistics,7,236,talia@riverbendmealsyste.example,253-301-8256,Prospect,2023-03-15,500000.00,79-4223391,CRM
1085,CUS-001085,Aster Dairy Distribution,Aster Dairy Distribution,Enterprise,Food Distribution,5,19,jonah@asterdairydistribu.example,246-692-9805,Active,2023-01-02,100000.00,30-6368039,CRM
1086,CUS-001086,Keystone Pharma Supply,Keystone Pharma Supply,enterprise ,Clinical Logistics,8,252,maya@keystonepharmasupp.example,661-554-1265,Active,2024-11-18,250000.00,68-9059187,CRM
1087,CUS-001087,Oakmont Floral Logistics Partners,Oakmont Floral Logistics Partners,enterprise ,Cold-Chain Pharma,10,240,miles@oakmontflorallogis.example,429-807-1267,At Risk,2023-10-30,25000.00,90-3894090,Legacy CRM
1088,CUS-001088,Briar Specialty Produce Distribution,Briar Specialty Produce Distribution,enterprise ,Meal Kit Producer,7,218,owen@briarspecialtyprod.example,439-599-3367,Prospect,2023-11-24,500000.00,51-2786955,Manual Entry
1089,CUS-001089,Brightwell Seafood Labs,Brightwell Seafood Labs,Regional,Specialty Grocery,8,280,ben@brightwellseafoodl.example,,Inactive,2025-05-20,150000.00,49-3006069,CRM
1090,CUS-001090,Aster Seafood Distribution,Aster Seafood Distribution,enterprise ,Meal Kit Producer,10,239,darren@asterseafooddistri.example,242-964-3519,Active,2023-10-17,500000.00,21-8439993,CRM
1091,CUS-001091,Cardinal Pet Nutrition Supply,Cardinal Pet Nutrition Supply,Enterprise,Food Distribution,8,105,rina@cardinalpetnutriti.example,634-201-4937,Active,2024-08-04,500000.00,48-3222649,Trade Show Import
1092,CUS-001092,Lantern Specialty Produce Group,Lantern Specialty Produce Group,enterprise ,Cold-Chain Pharma,1,190,owen@lanternspecialtypr.example,669-814-7855,Active,2025-06-07,150000.00,15-7530395,Trade Show Import
1093,CUS-001093,Orchard Pharma Partners,Orchard Pharma Partners,Mid-Market,Beverage Distribution,11,147,fatima@orchardpharmapartn.example ,338-469-3250,Inactive,2025-08-26,75000.00,33-6512059,CRM
1094,CUS-001094,Pioneer Biologics Supply,Pioneer Biologics Supply,Mid-Market,Clinical Logistics,2,105,owen@pioneerbiologicssu.example,209-518-8685,Prospect,2025-10-13,250000.00,81-7640673,CRM
1095,CUS-001095,Bluevale Ingredients Manufacturing,Bluevale Ingredients Manufacturing,Enterprise,Food Distribution,5,33,sofia@bluevaleingredient.example,507-536-1293,Inactive,2025-07-16,25000.00,17-3859842,CRM
1096,CUS-001096,Lantern Biologics Supply,Lantern Biologics Supply,Mid-Market,Food Distribution,5,12,miles@lanternbiologicssu.example,2407767957,active,2025-04-10,25000.00,74-7730631,Trade Show Import
1097,CUS-001097,Crescent Laboratories Foods,crescent laboratories foods,enterprise ,Meal Kit Producer,4,106,mateo@crescentlaboratori.example,882-880-4669,Active,2025-11-01,250000.00,90-2193406,CRM
1098,CUS-001098,Keystone Seafood Co-op,Keystone Seafood Co-op,enterprise ,Beverage Distribution,3,20,zara@keystoneseafoodcoo.example,570-270-5295,At Risk,2025-09-02,250000.00,64-3459472,CRM
1099,CUS-001099,EVERFIELD DAIRY LOGISTICS,Everfield Dairy Logistics,Enterprise,Meal Kit Producer,6,165,sofia@everfielddairylogi.example,586-257-9449,Active,2023-03-16,500000.00,43-1956089,CRM
1100,CUS-001100,Northwind Biologics Supply,Northwind Biologics Supply,Mid-Market,Beverage Distribution,8,146,priya@northwindbiologics.example,809-696-8267,Active,2024-03-08,100000.00,57-3503232,Legacy CRM
1101,CUS-001101,Riverbend Pharma Holdings,Riverbend Pharma Holdings,Regional,Food Distribution,4,226,keiko@riverbendpharmahol.example,552-528-5567,Active,2023-10-07,75000.00,39-1977376,CRM
1102,CUS-001102,Oakmont Pharma Labs,Oakmont Pharma Labs,Regional,Meal Kit Producer,2,266,ben@oakmontpharmalabs.example,934-343-3637,At Risk,2023-03-11,100000.00,86-3855654,Trade Show Import
1103,CUS-001103,Crescent Pet Nutrition Supply,Crescent Pet Nutrition Supply,Enterprise,Meal Kit Producer,1,174,fatima@crescentpetnutriti.example,633-388-4860,Active,2024-02-02,500000.00,16-9312877,Legacy CRM
1104,CUS-001104,Mosaic Foods Manufacturing,Mosaic Foods Manufacturing,Enterprise,Specialty Grocery,9,240,miles@mosaicfoodsmanufac.example,6263772945,Active,2024-01-14,150000.00,47-9665389,CRM
1105,CUS-001105,Forge Floral Logistics Foods,forge floral logistics foods,Enterprise,Clinical Logistics,4,119,ben@forgeflorallogisti.example,725-742-1938,At Risk,2023-11-30,500000.00,62-3714442,Trade Show Import
1106,CUS-001106,Brightwell Specialty Produce Supply,brightwell specialty produce supply,Regional,Cold-Chain Pharma,9,41,lena@brightwellspecialt.example,841-969-5823,Inactive,2025-05-01,100000.00,60-6003789,Trade Show Import
1107,CUS-001107,Northwind Cold Foods Group,Northwind Cold Foods Group,Regional,Cold-Chain Pharma,11,179,nina@northwindcoldfoods.example,626-572-3417,Active,2023-12-15,100000.00,64-6690496,CRM
1108,CUS-001108,Forge Beverage Foods,Forge Beverage Foods,Startup,Food Distribution,10,257,miles@forgebeveragefoods.example,458-943-6125,Inactive,2025-06-16,150000.00,37-7289540,CRM
1109,CUS-001109,Mosaic Pet Nutrition Manufacturing,Mosaic Pet Nutrition Manufacturing,enterprise ,Meal Kit Producer,1,273,rina@mosaicpetnutrition.example,620-666-8632,At Risk,2025-10-30,50000.00,93-1109375,Legacy CRM
1110,CUS-001110,Meridian Nutrition Distribution,Meridian Nutrition Distribution,Mid-Market,Food Distribution,3,252,talia@meridiannutritiond.example,783-233-3094,Inactive,2024-12-01,250000.00,87-5801854,CRM
1111,CUS-001111,Cobalt Seafood Holdings,Cobalt Seafood Holdings,Regional,Beverage Distribution,4,258,fatima@cobaltseafoodholdi.example,00243 291 8494,Active,2025-01-25,100000.00,16-4974751,CRM
1112,CUS-001112,Crescent Laboratories Labs,Crescent Laboratories Labs,Regional,Clinical Logistics,4,19,mateo@crescentlaboratori.example,299-884-5406,Active,2023-11-10,25000.00,70-2617772,Legacy CRM
1113,CUS-001113,Forge Laboratories Group,Forge Laboratories Group ,enterprise ,Meal Kit Producer,10,254,nina@forgelaboratoriesg.example,987-240-5736,Active,2024-03-23,500000.00,26-7687345,Manual Entry
1114,CUS-001114,Riverbend Foods Holdings,Riverbend Foods Holdings,Enterprise,Specialty Grocery,6,78,avery@riverbendfoodshold.example,404-250-3922,Inactive,2025-07-21,75000.00,45-7995438,Legacy CRM
1115,CUS-001115,Oakmont Specialty Produce Logistics,Oakmont Specialty Produce Logistics,Mid-Market,Food Distribution,5,68,zara@oakmontspecialtypr.example,898-307-9916,Active,2024-12-19,50000.00,33-3290839,CRM
1116,CUS-001116,Pioneer Pharma Distribution,Pioneer Pharma Dist.,Startup,Beverage Distribution,11,262,hugo@pioneerpharmadistr.example,869-231-6469,Prospect,2024-12-02,250000.00,46-8211411,Legacy CRM
1117,CUS-001117,Mosaic Beverage Holdings,Mosaic Beverage Holdings,Enterprise,Cold-Chain Pharma,2,12,hugo@mosaicbeveragehold.example,232-773-6570,Active,2025-02-18,500000.00,84-3529401,Legacy CRM
1118,CUS-001118,Orchard Beverage Manufacturing,Orchard Beverage Manufacturing,Mid-Market,Clinical Logistics,11,22,elias@orchardbeverageman.example,433-392-5305,Active,2023-12-11,500000.00,29-9165395,Legacy CRM
1119,CUS-001119,Mosaic Foods Supply,Mosaic Foods Supply,Mid-Market,Food Distribution,11,267,darren@mosaicfoodssupply.example,429-745-7882,Active,2025-09-27,150000.00,PENDING,CRM
1120,CUS-001120,Northwind Pet Nutrition Foods,Northwind Pet Nutrition Foods,enterprise ,Food Distribution,1,278,,580-499-2663,Active,2025-07-31,500000.00,91-2118484,CRM
1121,CUS-001121,Briar Dairy Partners,Briar Dairy Partners,Regional,Food Distribution,5,245,priya@briardairypartners.example ,632-549-2185,Active,2024-08-10,250000.00,44-8621310,Legacy CRM
1122,CUS-001122,Bluevale Beverage Labs,Bluevale Beverage Labs,Startup,Meal Kit Producer,3,234,elias@bluevalebeveragela.example,685-532-9932,Active,2023-07-27,150000.00,30-7696384,CRM
1123,CUS-001123,Cardinal Floral Logistics Co-op,Cardinal Floral Logistics Co-op,Enterprise,Cold-Chain Pharma,5,121,owen@cardinalflorallogi.example,(504) 728-7597,Active,2024-05-30,75000.00,84-9299239,CRM
1124,CUS-001124,Orchard Nutrition Logistics,Orchard Nutrition Logistics,Enterprise,Clinical Logistics,3,119,rafael@orchardnutritionlo.example,798-697-2716,Prospect,2025-04-27,25000.00,91-2470454,Legacy CRM
1125,CUS-001125,Westline Pet Nutrition Holdings,Westline Pet Nutrition Holdings,Enterprise,Food Distribution,3,15,noah@westlinepetnutriti.example,810-423-7742,Active,2024-10-28,150000.00,80-5103709,CRM
1126,CUS-001126,Forge Cold Foods Group,Forge Cold Foods Group,Mid-Market,Food Distribution,10,20,talia@forgecoldfoodsgrou.example,666-627-7547,INACTIVE ,2024-07-27,250000.00,89-2726125,CRM
1127,CUS-001127,Ardent Cold Foods Labs,Ardent Cold Foods Labs,Regional,Meal Kit Producer,9,60,fatima@ardentcoldfoodslab.example,708-390-5669,Active,2024-06-12,50000.00,79-3269461,CRM
1128,CUS-001128,Harbor Cold Foods Co-op,Harbor Cold Foods Co-op,enterprise ,Meal Kit Producer,1,106,lena@harborcoldfoodscoo.example,305-648-6233,Active,2023-04-13,75000.00,49-1974884,Legacy CRM
1129,CUS-001129,Aster Biologics Logistics,Aster Biologics Logistics,Startup,Food Distribution,5,68,mateo@asterbiologicslogi.example,747-637-8986,Active,2023-03-31,250000.00,72-4558781,Legacy CRM
1130,CUS-001130,Harbor Foods Distribution,Harbor Foods Distribution,Mid-Market,Clinical Logistics,7,240,zara@harborfoodsdistrib.example,901-636-8731,Active,2025-10-18,25000.00,71-4955773,Trade Show Import
1131,CUS-001131,Northwind Meal Systems Co-op,Northwind Meal Systems Co-op,Startup,Clinical Logistics,4,152,ben@northwindmealsyste.example,808-321-2323,Active,2025-05-06,150000.00,30-5902079,CRM
1132,CUS-001132,Helix Pet Nutrition Group,Helxi Pet Nutrition Group,enterprise ,Cold-Chain Pharma,8,243,darren@helixpetnutritiong.example ,437-839-7378,Active,2024-10-23,25000.00,91-9601057,CRM
1133,CUS-001133,Westline Pharma Co-op ,Westline Pharma Co-op,Mid-Market,Specialty Grocery,1,41,priya@westlinepharmacoop.example,866-883-7576,Active,2025-07-18,150000.00,88-4524038,CRM
1134,CUS-001134,helix meal systems foods,Helix Meal Systems Foods,Regional,Meal Kit Producer,5,290,nina@helixmealsystemsfo.example,283-744-6045,Active,2025-08-14,50000.00,71-3964808,Legacy CRM
1135,CUS-001135,Cobalt Pet Nutrition Foods,Cobalt Pet Nutrition Foods,Regional,Specialty Grocery,8,248,avery@cobaltpetnutrition.example,980-425-8288,Prospect,2025-07-25,250000.00,58-9868415,Manual Entry
1136,CUS-001136, Orchard Beverage Partners,Orchard Beverage Partners,Mid-Market,Meal Kit Producer,5,82,maya@orchardbeveragepar.example ,971-942-5348,Active,2025-01-02,75000.00,57-9834027,CRM
1137,CUS-001137,Trinity Specialty Produce Logistics,Trinity Specialty Produce Logistics,Mid-Market,Specialty Grocery,1,295,caleb@trinityspecialtypr.example,382-306-6409,Active,2024-12-19,75000.00,PENDING,CRM
1138,CUS-001138,Ardent Laboratories Logistics,Ardent Laboratories Logistics,enterprise ,Cold-Chain Pharma,7,146,nina@ardentlaboratories.example,507-749-2799,Active,2025-07-27,150000.00,35-4835512,CRM
1139,CUS-001139,Forge Pharma Manufacturing,Forge Pharma Mfg,Startup,Clinical Logistics,3,121,jonah@forgepharmamanufac.example,252-269-9879,Active,2023-11-22,500000.00,92-5111640,Legacy CRM
1140,CUS-001140,Meridian Specialty Produce Co-op,Meridian Specialty Produce Co-op,Mid-Market,Specialty Grocery,6,234,avery@meridianspecialtyp.example,320-329-5090,Active,2023-08-02,500000.00,56-8539509,CRM
