shipment_id,shipment_number,order_id,carrier_supplier_id,origin_region_id,destination_region_id,coordinator_employee_id,shipment_status,dispatch_date,scheduled_arrival_date,actual_arrival_date,tracking_reference,freight_cost,damage_units,temperature_excursion_flag
14689,SHP-2024-0014689,14557,55,2,2,116,Delivered,2024-04-29,2024-05-01,2024-04-30,TRK-11063912,209.85,0,False
14690,SHP-2025-0014690,14559,9,6,8,88,Delivered,2025-07-04,2025-07-05,2025-07-04,RLX-86967812,786.47,0,False
14691,SHP-2025-0014691,14560,74,8,2,116,Delivered,2025-12-02,2025-12-10,2025-12-09,COLD-35190390,236.34,0,False
14692,SHP-2023-0014692,14561,10,10,8,132,Delivered,2023-09-19,2023-09-26,2023-09-26,COLD-70292437,774.70,0,True
14693,SHP-2024-0014693,14562,27,11,5,286,"('Booked', None)",2024-02-13,2024-02-16,,TRK-87918972,1138.80,0,False
14694,SHP-2024-0014694,14563,62,11,11,235,"('Exception', None)",2024-09-23,2024-09-25,,RLX-64548521,1575.31,0,False
14695,SHP-2024-0014695,14564,84,11,11,138,"('Booked', None)",2024-06-20,2024-06-27,,FRT-56197099,1289.30,0,False
14696,SHP-2024-0014696,14565,26,5,5,23,Delivered,2024-11-17,2024-11-21,2024-11-22,TRK-62567632,47.78,0,False
14697,SHP-2024-0014697,14565,40,5,8,150,Delivered,2024-11-19,2024-11-24,2024-11-23,RLX-12629803,168.13,0,False
14698,SHP-2023-0014698,14566,40,8,8,298,"('Booked', None)",2023-11-06,2023-11-07,,TRK-30984839,266.23,0,False
14699,SHP-2025-0014699,14567,1,5,4,80,Delivered,2025-09-21,2025-09-23,2025-09-24,RLX-14615825,731.86,0,False
14700,SHP-2025-0014700,14567,33,5,4,300,Delivered,2025-09-24,2025-09-25,2025-09-26,RLX-61147191,755.52,0,False
14701,SHP-2023-0014701,14568,62,1,10,207,"('In Transit', None)",2023-11-21,2023-11-24,,RLX-36494202,640.11,0,False
14702,SHP-2023-0014702,14569,84,5,8,302,"('Booked', None)",2023-09-04,2023-09-11,,COLD-42168834,755.17,0,False
14703,SHP-2026-0014703,14570,68,5,5,92,Delivered,2026-04-13,2026-04-21,2026-04-22,FRT-74036863,494.64,0,False
14704,SHP-2025-0014704,14571,91,7,7,100,"('Exception', None)",2025-03-05,2025-03-12,,TRK-20864329,937.87,0,False
14705,SHP-2023-0014705,14572,9,3,4,63,Delivered,2023-01-22,2023-01-25,2023-01-27,TRK-50976836,252.07,1,False
14706,SHP-2023-0014706,14573,80,4,4,150,Delivered,2023-12-22,2023-12-30,2023-12-30,TRK-48955036,746.14,0,False
14707,SHP-2023-0014707,14574,80,11,11,283,"('In Transit', None)",2023-03-16,2023-03-21,,COLD-71354676,1240.84,0,False
14708,SHP-2026-0014708,14575,60,8,8,264,Delivered,2026-05-19,2026-05-27,2026-06-04,RLX-43629689,412.74,0,False
14709,SHP-2023-0014709,14576,71,9,9,132,Delivered,2023-01-31,2023-02-05,2023-02-04,TRK-55543649,255.74,0,False
14710,SHP-2024-0014710,14577,68,11,11,177,"('Exception', None)",2024-06-16,2024-06-21,,TRK-48219357,1243.77,2,False
14711,SHP-2024-0014711,14578,68,3,3,27,Delivered,2024-02-21,2024-03-01,2024-02-29,RLX-40660814,474.11,0,False
14712,SHP-2024-0014712,14579,18,9,10,176,"('Booked', None)",2024-05-22,2024-05-26,,COLD-27455170,1248.20,0,False
14713,SHP-2024-0014713,14579,46,9,9,271,"('Exception', None)",2024-05-20,2024-05-24,,TRK-66718674,1400.33,0,True
14714,SHP-2023-0014714,14580,10,2,3,275,Delivered,2023-03-07,2023-03-15,2023-03-14,FRT-53915841,243.22,0,False
14715,SHP-2024-0014715,14581,91,2,2,18,Delivered,2024-05-02,2024-05-11,2024-05-11,,652.02,0,False
14716,SHP-2023-0014716,14582,9,9,1,171,Delivered,2023-02-13,2023-02-17,2023-02-17,RLX-31056573,1736.45,0,False
14717,SHP-2024-0014717,14583,26,11,3,9,Delivered,2024-12-14,2024-12-21,2025-01-02,FRT-39443415,7272.06,0,False
14718,SHP-2023-0014718,14584,35,10,11,141,"('Exception', None)",2023-12-15,2023-12-20,,RLX-19085708,1185.40,1,False
14719,SHP-2023-0014719,14584,27,10,11,43,"('Exception', None)",2023-12-13,2023-12-16,,,367.76,0,False
14720,SHP-2023-0014720,14585,60,4,6,116,"('In Transit', None)",2023-11-17,2023-11-18,,FRT-41676363,417.54,6,False
14721,SHP-2024-0014721,14586,30,8,11,283,Delivered,2024-07-23,2024-07-28,2024-08-08,COLD-73514721,742.38,0,False
14722,SHP-2023-0014722,14588,68,1,1,170,"('In Transit', None)",2023-04-06,2023-04-09,,FRT-74122108,274.67,3,False
14723,SHP-2023-0014723,14588,68,1,1,70,"('In Transit', None)",2023-04-08,2023-04-10,,FRT-89808501,747.26,0,False
14724,SHP-2023-0014724,14589,33,6,6,141,"('Exception', None)",2023-05-31,2023-06-06,,TRK-20620148,854.11,0,False
14725,SHP-2025-0014725,14590,30,5,5,194,Delivered,2025-12-03,2025-12-07,2025-12-11,COLD-60948993,672.63,0,False
14726,SHP-2025-0014726,14591,1,6,6,276,Delivered,2025-01-23,2025-01-24,2025-01-29,COLD-36612549,307.95,0,False
14727,SHP-2024-0014727,14592,55,1,1,302,"('Booked', None)",2024-02-04,2024-02-11,,RLX-19812166,122.10,0,False
14728,SHP-2026-0014728,14593,85,4,10,171,Delivered,2026-03-03,2026-03-11,2026-03-13,COLD-89744717,409.54,0,True
14729,SHP-2026-0014729,14594,74,2,2,124,"('Exception', None)",2026-01-16,2026-01-25,,RLX-68590785,558.99,0,False
14730,SHP-2024-0014730,14595,90,9,9,283,Delivered,2024-09-17,2024-09-18,2024-09-27,RLX-35079770,600.38,0,False
14731,SHP-2026-0014731,14596,3,10,10,17,Delivered,2026-05-16,2026-05-24,2026-05-24,FRT-60052303,792.15,0,False
14732,SHP-2026-0014732,14597,27,3,11,124,Delivered,2026-05-30,2026-06-03,2026-06-02,COLD-82136070,884.40,0,False
14733,SHP-2025-0014733,14598,18,11,7,171,Delivered,2025-06-15,2025-06-17,2025-06-18,TRK-19767202,1144.79,0,False
14734,SHP-2026-0014734,14599,62,3,3,65,"('Exception', None)",2026-03-29,2026-04-02,,TRK-40665996,692.30,0,False
14735,SHP-2024-0014735,14600,18,2,5,132,Delivered,2024-11-22,2024-11-27,2024-12-01,RLX-40945395,688.69,0,False
14736,SHP-2024-0014736,14601,74,2,2,170,"('In Transit', None)",2024-12-01,2024-12-05,,TRK-38917529,933.50,0,False
14737,SHP-2024-0014737,14602,30,2,2,43,"('Booked', None)",2024-09-17,2024-09-20,,RLX-80187244,333.64,0,False
14738,SHP-2025-0014738,14603,44,8,8,194,Delivered,2025-11-04,2025-11-13,2025-11-14,FRT-98193790,216.49,0,False
14739,SHP-2026-0014739,14604,3,2,2,157,Delivered,2026-05-29,2026-06-04,2026-06-03,FRT-71908404,596.07,0,False
14740,SHP-2026-0014740,14604,18,2,7,49,Delivered,2026-05-29,2026-06-01,2026-05-31,RLX-46832223,658.08,0,False
14741,SHP-2024-0014741,14605,69,9,3,116,Delivered,2024-10-10,2024-10-13,2024-10-14,COLD-58537175,212.56,0,False
14742,SHP-2023-0014742,14606,91,6,6,92,"('In Transit', None)",2023-07-19,2023-07-26,,RLX-45737319,594.76,6,False
14743,SHP-2026-0014743,14607,74,9,5,101,Delivered,2026-01-04,2026-01-11,2026-01-16,TRK-74428982,964.76,0,False
14744,SHP-2023-0014744,14608,46,4,4,53,Delivered,2023-11-17,2023-11-25,2023-11-27,RLX-11590293,755.54,0,False
14745,SHP-2025-0014745,14609,1,6,6,87,"('Exception', None)",2025-07-23,2025-07-25,,FRT-36281617,842.65,0,False
14746,SHP-2025-0014746,14610,85,7,4,38,Delivered,2025-06-11,2025-06-20,2025-06-22,FRT-16308388,926.01,4,False
14747,SHP-2023-0014747,14611,12,1,1,6,Delivered,2023-10-02,2023-10-09,2023-10-12,FRT-41355202,146.08,0,False
14748,SHP-2025-0014748,14612,55,2,3,277,"('In Transit', None)",2025-11-08,2025-11-15,,COLD-45818980,774.01,0,False
14749,SHP-2026-0014749,14613,68,9,8,9,Delivered,2026-01-22,2026-01-25,2026-01-25,RLX-57020191,593.28,0,False
14750,SHP-2025-0014750,14614,3,10,10,227,"('Exception', None)",2025-10-29,2025-11-01,,RLX-11805266,1632.95,0,False
14751,SHP-2023-0014751,14615,18,5,5,100,Delivered,2023-09-25,2023-09-27,2023-09-28,RLX-10477756,361.35,2,False
14752,SHP-2026-0014752,14616,10,8,8,18,Delivered,2026-03-30,2026-04-03,2026-04-03,COLD-79982393,590.42,0,False
14753,SHP-2026-0014753,14617,84,1,9,217,Delivered,2026-02-24,2026-02-26,2026-02-28,RLX-97570018,523.08,4,False
14754,SHP-2024-0014754,14618,68,9,7,2,Delivered,2024-10-26,2024-11-02,2024-11-14,TRK-39428193,1606.78,0,False
14755,SHP-2025-0014755,14619,74,3,3,286,Delivered,2025-05-05,2025-05-07,2025-05-08,FRT-91523684,760.79,0,False
14756,SHP-2025-0014756,14620,68,6,7,286,"('Booked', None)",2025-06-13,2025-06-15,,COLD-83174640,314.47,0,False
14757,SHP-2023-0014757,14621,30,4,2,167,Delivered,2023-01-24,2023-01-28,2023-01-27,TRK-40738067,631.69,0,False
14758,SHP-2023-0014758,14621,35,4,4,70,Delivered,2023-01-25,2023-02-03,2023-02-02,COLD-87856359,734.50,0,False
14759,SHP-2026-0014759,14622,3,5,9,298,"('Booked', None)",2026-02-17,2026-02-20,,COLD-29445984,224.57,4,False
14760,SHP-2023-0014760,14623,74,3,3,283,Delivered,2023-05-15,2023-05-20,2023-05-22,FRT-61456194,689.26,0,False
14761,SHP-2024-0014761,14624,74,11,11,53,Delivered,2024-05-11,2024-05-14,2024-05-14,RLX-94343109,514.37,0,False
14762,SHP-2024-0014762,14624,84,11,11,194,Delivered,2024-05-11,2024-05-13,2024-05-13,COLD-74073736,575.93,0,False
14763,SHP-2026-0014763,14625,33,8,8,100,"('Exception', None)",2026-03-31,2026-04-06,,TRK-79787373,580.09,0,False
14764,SHP-2023-0014764,14626,9,3,10,157,Delivered,2023-06-18,2023-06-19,2023-07-01,FRT-31797184,768.09,0,False
14765,SHP-2024-0014765,14628,91,1,2,176,"('In Transit', None)",2024-02-16,2024-02-22,,TRK-95107981,614.93,0,False
14766,SHP-2023-0014766,14629,85,11,11,158,Delivered ,2023-02-04,2023-02-10,2023-02-22,COLD-84257770,361.77,0,False
14767,SHP-2024-0014767,14630,30,3,3,124,Delivered,2024-02-27,2024-03-05,2024-03-06,FRT-46234196,772.79,0,False
14768,SHP-2025-0014768,14631,33,7,1,49,Delivered,2025-09-28,2025-10-02,2025-10-01,FRT-14020759,348.93,0,False
14769,SHP-2025-0014769,14632,26,2,9,276,"('In Transit', None)",2025-01-16,2025-01-24,,FRT-70224483,652.70,0,False
14770,SHP-2025-0014770,14633,55,4,4,85,"('Booked', None)",2025-04-03,2025-04-06,,RLX-54335403,797.95,0,False
14771,SHP-2026-0014771,14634,46,8,8,221,Delivered,2026-03-24,2026-03-30,2026-03-29,COLD-51773728,656.42,0,False
14772,SHP-2023-0014772,14635,62,9,5,171,"('In Transit', None)",2023-06-04,2023-06-10,,FRT-48976661,1534.54,0,False
14773,SHP-2023-0014773,14635,46,9,5,302,"('Booked', None)",2023-06-05,2023-06-06,,COLD-47026330,1094.23,0,False
14774,SHP-2023-0014774,14636,27,3,5,305,Delivered,2023-03-06,2023-03-10,2023-03-09,COLD-92852050,273.03,4,False
14775,SHP-2024-0014775,14637,10,6,3,216,Delivered,2024-04-02,2024-04-04,2024-04-05,RLX-28927868,754.73,6,False
14776,SHP-2025-0014776,14638,1,10,10,21,"('Booked', None)",2025-08-04,2025-08-08,,FRT-96296829,436.72,0,False
14777,SHP-2025-0014777,14639,68,3,3,101,Delivered,2025-11-29,2025-12-07,2025-12-09,COLD-33653550,854.75,0,False
14778,SHP-2026-0014778,14640,3,5,3,274,Delivered,2026-06-02,2026-06-05,2026-06-04,COLD-21185319,507.46,0,False
14779,SHP-2024-0014779,14641,33,9,2,302,Delivered,2024-12-22,2024-12-31,2024-12-30,FRT-46643996,942.99,0,False
14780,SHP-2024-0014780,14641,44,9,9,143,Delivered,2024-12-24,2024-12-31,2025-01-03,TRK-51633736,819.59,0,False
14781,SHP-2025-0014781,14642,84,4,4,23,"('In Transit', None)",2025-06-29,2025-07-01,,COLD-38663206,698.73,0,False
14782,SHP-2025-0014782,14642,1,4,3,85,"('In Transit', None)",2025-06-28,2025-07-05,,FRT-52361438,243.42,6,False
14783,SHP-2023-0014783,14643,62,5,5,111,"('Booked', None)",2023-03-31,2023-04-04,,FRT-60227161,422.72,4,False
14784,SHP-2023-0014784,14643,80,5,5,200,"('Booked', None)",2023-04-01,2023-04-07,,RLX-77604112,283.23,0,False
14785,SHP-2024-0014785,14644,3,3,3,6,Delivered,2024-09-28,2024-10-05,2024-10-05,COLD-56798210,943.59,2,False
14786,SHP-2025-0014786,14645,30,6,6,141,"('Exception', None)",2025-01-14,2025-01-16,,RLX-50853522,423.84,0,True
14787,SHP-2024-0014787,14646,85,1,10,66,Delivered ,2024-06-06,2024-06-11,2024-06-10,RLX-62866349,841.06,0,False
14788,SHP-2024-0014788,14646,10,1,1,124,Delivered,2024-06-08,2024-06-14,2024-06-14,TRK-70583707,805.15,0,False
14789,SHP-2025-0014789,14647,80,1,1,77,Delivered,2025-11-25,2025-11-28,2025-12-02,COLD-34884009,285.78,0,False
14790,SHP-2026-0014790,14648,33,2,6,101,Delivered,2026-01-19,2026-01-24,2026-01-24,RLX-32066253,275.67,0,False
14791,SHP-2025-0014791,14649,91,5,5,2,Delivered,2025-03-28,2025-03-30,2025-03-29,TRK-91781645,3461.47,0,False
14792,SHP-2025-0014792,14650,26,9,9,188,Delivered,2025-10-31,2025-11-02,2025-11-01,COLD-74116167,1528.78,0,False
14793,SHP-2024-0014793,14651,55,1,10,276,"('Exception', None)",2024-10-15,2024-10-20,,FRT-26414033,492.39,0,False
14794,SHP-2023-0014794,14652,40,7,6,284,Delivered,2023-08-07,2023-08-16,2023-08-17,,773.65,0,False
14795,SHP-2026-0014795,14653,35,4,4,49,"('Booked', None)",2026-04-20,2026-04-26,,RLX-14032775,607.15,6,False
14796,SHP-2025-0014796,14654,68,5,8,275,Delivered,2025-09-02,2025-09-03,2025-09-04,TRK-50619430,846.58,0,False
14797,SHP-2024-0014797,14655,3,7,8,212,Delivered,2024-02-23,2024-03-01,2024-03-10,RLX-54079772,245.59,0,False
14798,SHP-2025-0014798,14656,27,8,8,283,"('In Transit', None)",2025-02-22,2025-03-02,,TRK-18809094,526.66,0,False
14799,SHP-2023-0014799,14657,90,6,7,166,"('Booked', None)",2023-03-30,2023-04-05,,TRK-67133920,931.58,0,False
14800,SHP-2024-0014800,14658,90,5,5,302,"('In Transit', None)",2024-02-17,2024-02-19,,FRT-43591705,413.16,0,False
14801,SHP-2025-0014801,14659,85,3,4,54,"('Exception', None)",2025-11-21,2025-11-26,,RLX-43309594,658.34,0,False
14802,SHP-2025-0014802,14660,27,10,10,101,"('In Transit', None)",2025-06-01,2025-06-06,,FRT-75551086,924.86,0,False
14803,SHP-2025-0014803,14661,69,7,1,95,Delivered,2025-11-19,2025-11-24,2025-11-25,TRK-17217541,316.11,0,False
14804,SHP-2024-0014804,14662,1,9,7,277,"('In Transit', None)",2024-07-18,2024-07-25,,TRK-55559910,595.87,1,False
14805,SHP-2024-0014805,14662,18,9,9,275,"('Booked', None)",2024-07-21,2024-07-25,,TRK-53525685,1051.37,0,False
14806,SHP-2026-0014806,14663,68,7,7,66,Delivered,2026-03-19,2026-03-26,2026-03-28,FRT-51477472,350.92,0,False
14807,SHP-2025-0014807,14664,62,5,5,92,Delivered,2025-11-04,2025-11-10,2025-11-16,TRK-28118031,236.49,0,False
14808,SHP-2024-0014808,14665,46,11,11,47,Delivered,2024-08-15,2024-08-17,2024-08-18,FRT-31522303,1323.72,0,False
14809,SHP-2025-0014809,14666,46,7,7,80,Delivered,2025-06-22,2025-06-27,2025-06-28,FRT-59510497,874.07,0,False
14810,SHP-2025-0014810,14667,71,11,11,166,Delivered,2025-04-20,2025-04-29,2025-04-28,COLD-56266591,416.55,3,False
14811,SHP-2025-0014811,14668,46,6,6,150,Delivered,2025-02-27,2025-03-01,2025-03-09,TRK-23946006,571.14,0,False
14812,SHP-2024-0014812,14669,46,3,3,212,"('Booked', None)",2024-10-24,2024-10-30,,FRT-75315396,940.52,0,False
14813,SHP-2023-0014813,14670,10,1,1,100,Delivered ,2023-11-19,2023-11-24,2023-11-25,COLD-54304922,289.12,0,False
14814,SHP-2023-0014814,14671,74,4,4,6,"('In Transit', None)",2023-10-28,2023-11-02,,FRT-39105910,519.89,0,False
14815,SHP-2024-0014815,14672,40,10,2,116,"('Exception', None)",2024-03-31,2024-04-07,,FRT-64135658,1669.43,0,False
14816,SHP-2024-0014816,14672,40,10,2,111,"('Booked', None)",2024-03-29,2024-04-05,,COLD-87182474,1191.06,0,False
14817,SHP-2024-0014817,14673,10,4,4,212,Delivered,2024-02-05,2024-02-06,2024-02-06,COLD-81346244,527.15,0,False
14818,SHP-2023-0014818,14674,9,6,1,34,Delivered ,2023-03-11,2023-03-17,2023-03-18,FRT-70693343,898.43,0,False
14819,SHP-2024-0014819,14675,74,2,10,86,Delivered,2024-09-02,2024-09-04,2024-09-06,FRT-38145313,375.80,0,False
14820,SHP-2023-0014820,14676,60,9,9,124,"('In Transit', None)",2023-11-12,2023-11-13,,TRK-29995172,692.35,0,False
14821,SHP-2023-0014821,14677,1,5,6,271,"('Booked', None)",2023-09-22,2023-09-30,,RLX-55881375,491.11,4,False
14822,SHP-2026-0014822,14679,18,4,4,172,Delivered,2026-04-03,2026-04-08,2026-04-10,RLX-52567421,459.13,0,False
14823,SHP-2024-0014823,14680,74,5,5,166,"('Booked', None)",2024-09-02,2024-09-09,,TRK-82387939,475.55,1,False
14824,SHP-2024-0014824,14681,12,11,4,279,Delivered,2024-09-06,2024-09-10,2024-09-19,TRK-57423791,1225.05,0,False
14825,SHP-2023-0014825,14682,91,11,11,235,"('Booked', None)",2023-02-23,2023-03-03,,FRT-80479508,742.44,0,False
14826,SHP-2025-0014826,14683,44,6,6,49,Delivered,2025-05-29,2025-06-03,2025-06-05,COLD-36028885,150.89,0,False
14827,SHP-2025-0014827,14684,27,3,3,277,"('In Transit', None)",2025-02-13,2025-02-19,,TRK-64474874,304.75,0,False
14828,SHP-2025-0014828,14684,74,3,3,207,Delivered,2025-02-11,2025-02-18,2025-02-21,FRT-10219370,240.15,0,False
14829,SHP-2024-0014829,14685,44,2,5,143,Delivered,2024-11-26,2024-11-27,2024-11-26,COLD-32015570,363.53,0,False
14830,SHP-2025-0014830,14686,10,7,7,17,Delivered,2025-03-20,2025-03-21,2025-03-20,RLX-56993183,838.00,0,False
14831,SHP-2024-0014831,14687,36,5,5,38,"('In Transit', None)",2024-06-10,2024-06-17,,FRT-50656843,271.78,0,False
14832,SHP-2023-0014832,14689,36,9,9,47,"('In Transit', None)",2023-07-04,2023-07-10,,TRK-94552018,448.31,1,False
14833,SHP-2024-0014833,14690,9,2,2,59,Delivered,2024-04-15,2024-04-17,2024-04-19,RLX-55509763,335.56,0,False
14834,SHP-2024-0014834,14690,18,2,6,17,Delivered ,2024-04-13,2024-04-18,2024-04-19,RLX-16199877,383.06,0,False
14835,SHP-2024-0014835,14691,3,7,7,171,"('In Transit', None)",2024-01-17,2024-01-24,,RLX-89168033,659.72,0,False
14836,SHP-2023-0014836,14692,62,7,6,141,"('In Transit', None)",2023-04-13,2023-04-20,,TRK-81998563,938.12,0,False
14837,SHP-2024-0014837,14693,10,6,8,65,Delivered,2024-05-08,2024-05-15,2024-05-23,FRT-17331515,293.27,0,False
14838,SHP-2023-0014838,14694,33,10,10,138,Delivered,2023-05-22,2023-05-23,2023-05-25,RLX-80953896,821.35,0,False
14839,SHP-2023-0014839,14695,30,1,9,38,Delivered,2023-12-05,2023-12-10,2023-12-10,TRK-47919999,606.71,0,False
14840,SHP-2026-0014840,14696,33,2,3,43,"('In Transit', None)",2026-05-23,2026-05-31,,RLX-49214505,669.76,0,False
14841,SHP-2025-0014841,14698,69,1,11,237,Delivered,2025-11-18,2025-11-23,2025-11-22,,601.67,3,False
14842,SHP-2024-0014842,14699,55,6,2,166,Delivered,2024-09-20,2024-09-27,2024-09-28,COLD-93533213,723.20,0,False
14843,SHP-2024-0014843,14700,60,4,10,275,"('Exception', None)",2024-01-29,2024-02-01,,COLD-21036137,500.40,0,False
14844,SHP-2025-0014844,14701,62,8,3,216,Delivered,2025-02-04,2025-02-12,2025-02-12,FRT-43892340,282.49,0,False
14845,SHP-2023-0014845,14702,80,11,4,70,"('In Transit', None)",2023-11-14,2023-11-19,,FRT-94210400,729.54,0,False
14846,SHP-2025-0014846,14703,91,4,5,274,Delivered,2025-11-17,2025-11-23,2025-11-25,TRK-59510363,886.38,0,False
14847,SHP-2026-0014847,14704,9,9,6,29,Delivered,2026-06-25,2026-06-26,2026-06-25,COLD-63184176,302.76,0,False
14848,SHP-2026-0014848,14704,90,9,9,138,Delivered,2026-06-29,2026-07-03,2026-07-03,COLD-48497045,1729.52,0,False
14849,SHP-2024-0014849,14705,85,3,5,302,Delivered,2024-09-20,2024-09-28,2024-10-09,TRK-50339962,551.51,0,False
14850,SHP-2026-0014850,14706,33,6,8,18,Delivered,2026-06-21,2026-06-30,2026-06-30,TRK-60444959,589.05,2,False
14851,SHP-2025-0014851,14707,46,1,1,143,"('Exception', None)",2025-06-02,2025-06-07,,TRK-43175941,712.81,0,False
14852,SHP-2023-0014852,14708,1,3,3,53,Delivered,2023-04-20,2023-04-25,2023-04-25,RLX-96914301,348.90,0,False
14853,SHP-2023-0014853,14709,71,7,7,29,Delivered,2023-10-06,2023-10-14,2023-10-18,FRT-78099234,483.51,0,False
14854,SHP-2025-0014854,14710,27,11,11,100,Delivered,2025-10-01,2025-10-05,2025-10-05,RLX-76336578,972.21,0,False
14855,SHP-2025-0014855,14711,3,5,9,177,Delivered,2025-10-28,2025-11-05,2025-11-06,FRT-64995360,721.91,6,False
14856,SHP-2024-0014856,14712,62,9,2,49,"('Booked', None)",2024-06-11,2024-06-14,,TRK-37416291,1242.61,0,False
14857,SHP-2025-0014857,14713,55,9,9,80,"('Booked', None)",2025-08-08,2025-08-17,,RLX-68792925,1075.79,0,False
14858,SHP-2024-0014858,14714,40,4,7,302,Delivered,2024-02-04,2024-02-10,2024-02-10,COLD-33096885,688.89,0,False
14859,SHP-2024-0014859,14715,10,9,9,300,Delivered,2024-05-18,2024-05-19,2024-05-29,RLX-75261812,1105.86,0,False
14860,SHP-2026-0014860,14717,12,6,6,279,Delivered,2026-04-17,2026-04-19,2026-04-20,,359.63,0,False
14861,SHP-2026-0014861,14717,3,6,4,166,Delivered,2026-04-17,2026-04-20,2026-04-19,TRK-22521323,824.22,0,False
14862,SHP-2023-0014862,14718,27,4,4,304,"('Exception', None)",2023-08-29,2023-08-30,,COLD-46889492,498.53,0,False
14863,SHP-2023-0014863,14719,27,1,1,150,"('Booked', None)",2023-04-15,2023-04-24,,TRK-59787761,486.73,0,False
14864,SHP-2025-0014864,14720,33,7,7,302,Delivered,2025-03-05,2025-03-14,2025-03-14,FRT-42650757,842.51,4,False
14865,SHP-2023-0014865,14721,71,8,8,92,Delivered,2023-04-03,2023-04-07,2023-04-07,FRT-32726115,379.62,0,False
14866,SHP-2023-0014866,14721,90,8,8,95,Delivered,2023-04-06,2023-04-07,2023-04-08,RLX-82699861,915.34,0,False
14867,SHP-2025-0014867,14722,91,11,11,95,Delivered,2025-12-24,2025-12-31,2025-12-31,FRT-47566062,771.79,0,False
14868,SHP-2024-0014868,14723,12,5,5,186,Delivered,2024-08-20,2024-08-26,2024-08-27,COLD-43852957,320.06,0,False
14869,SHP-2026-0014869,14724,40,4,9,207,Delivered,2026-03-12,2026-03-16,2026-03-18,TRK-34336241,649.72,0,False
14870,SHP-2024-0014870,14725,71,3,9,283,Delivered,2024-08-12,2024-08-20,2024-08-20,RLX-89272759,855.68,2,False
14871,SHP-2024-0014871,14726,69,9,5,43,Delivered,2024-01-27,2024-02-01,2024-02-10,RLX-52772227,588.71,0,False
14872,SHP-2024-0014872,14727,40,8,8,186,"('Booked', None)",2024-08-23,2024-08-30,,RLX-52394814,912.47,0,False
14873,SHP-2023-0014873,14728,3,11,9,92,"('In Transit', None)",2023-06-03,2023-06-05,,TRK-21073256,460.65,0,False
14874,SHP-2025-0014874,14729,18,9,9,86,Delivered,2025-11-10,2025-11-11,2025-11-10,TRK-27650625,734.61,0,True
14875,SHP-2025-0014875,14730,85,6,11,6,Delivered,2025-08-16,2025-08-23,2025-08-22,TRK-83250870,795.30,0,False
14876,SHP-2025-0014876,14731,33,4,4,143,"('Exception', None)",2025-10-20,2025-10-22,,TRK-93625674,464.18,0,False
14877,SHP-2024-0014877,14732,68,1,1,300,Delivered,2024-01-20,2024-01-28,2024-01-29,COLD-69985064,907.37,0,False
14878,SHP-2025-0014878,14733,1,11,10,138,"('Booked', None)",2025-01-15,2025-01-17,,FRT-11973293,636.05,4,False
14879,SHP-2025-0014879,14733,36,11,11,66,"('In Transit', None)",2025-01-16,2025-01-24,,TRK-58111251,1111.37,0,False
14880,SHP-2025-0014880,14734,80,8,8,87,"('Booked', None)",2025-06-18,2025-06-22,,TRK-97434337,164.02,0,False
14881,SHP-2026-0014881,14735,60,5,7,297,Delivered,2026-01-20,2026-01-24,2026-01-26,COLD-52551628,400.88,0,False
14882,SHP-2025-0014882,14736,12,7,1,116,Delivered,2025-04-22,2025-04-24,2025-04-23,FRT-16290846,429.51,0,False
14883,SHP-2024-0014883,14737,90,4,4,101,Delivered,2024-09-23,2024-10-01,2024-10-11,FRT-61741050,479.37,0,False
14884,SHP-2024-0014884,14737,44,4,9,34,Delivered,2024-09-25,2024-09-29,2024-09-30,FRT-54286536,613.28,5,True
14885,SHP-2025-0014885,14738,10,7,7,88,"('Exception', None)",2025-12-29,2026-01-05,,FRT-19437810,832.32,0,False
14886,SHP-2025-0014886,14739,62,10,11,38,Delivered,2025-02-12,2025-02-18,2025-02-18,TRK-34622206,1218.54,0,False
14887,SHP-2025-0014887,14739,90,10,11,21,Delivered,2025-02-10,2025-02-12,2025-02-19,RLX-22343377,1011.24,0,False
14888,SHP-2024-0014888,14740,3,1,2,277,"('Exception', None)",2024-04-12,2024-04-19,,FRT-99648457,730.10,0,False
14889,SHP-2025-0014889,14741,44,10,6,18,Delivered,2025-03-21,2025-03-25,2025-03-27,TRK-15263708,1063.47,0,False
14890,SHP-2025-0014890,14742,33,9,9,158,"('Booked', None)",2025-03-17,2025-03-20,,RLX-53806059,1164.24,0,False
14891,SHP-2025-0014891,14743,44,2,2,80,"('Exception', None)",2025-07-12,2025-07-14,,FRT-21046399,308.28,0,False
14892,SHP-2023-0014892,14744,40,9,6,29,"('Exception', None)",2023-05-01,2023-05-07,,COLD-19366416,1053.99,0,False
14893,SHP-2023-0014893,14745,85,3,4,59,Delivered,2023-03-20,2023-03-28,2023-03-28,FRT-48621342,192.59,6,False
14894,SHP-2025-0014894,14746,62,11,11,101,"('Exception', None)",2025-06-04,2025-06-11,,RLX-85054702,1280.98,0,False
14895,SHP-2024-0014895,14747,69,1,1,73,Delivered,2024-12-05,2024-12-07,2024-12-07,RLX-39579494,118.63,0,False
14896,SHP-2025-0014896,14748,80,9,9,221,Delivered,2025-03-12,2025-03-14,2025-03-25,TRK-43389101,1615.49,2,False
14897,SHP-2023-0014897,14749,69,11,11,143,Delivered,2023-01-18,2023-01-20,2023-01-20,FRT-73900568,863.96,1,False
