contract_id,contract_number,customer_id,account_manager_id,contract_tier,contract_status,start_date,end_date_raw,minimum_monthly_commitment,deposit_amount,billing_currency,cancellation_reason
1591,CTR-2023-01591,143,289,Standard,Active,2023-07-29,2024-01-25,25000.00,500.00,USD,
1592,CTR-2023-01592,2026,19,Preferred,Expired,2023-05-19,5/18/2024,5000.00,10000.00,USD,
1593,CTR-2024-01593,2222,67,Standard,Suspended,2024-11-18,2025-11-18,500.00,10000.00,USD,
1594,CTR-2024-01594,1163,254,Preferred,Active,2024-03-22,2026-03-22,5000.00,5000.00,USD,
1595,CTR-2025-01595,1729,147,Strategic,Active,2025-03-28,2025-09-24,2500.00,1000.00,USD,
1596,CTR-2025-01596,371,191,Strategic,Active,2025-08-27,2026-02-23,500.00,10000.00,USD,
1597,CTR-2025-01597,948,280,Preferred,Expired,2025-03-01,29/02/2028,5000.00,2500.00,USD,
1598,CTR-2023-01598,886,191,strategic ,Cancelled,2023-02-10,2025-02-09,10000.00,5000.00,USD,Customer consolidation
1599,CTR-2025-01599,2055,262,Spot,Active,2025-03-21,2026-03-21,5000.00,10000.00,CAD,
1600,CTR-2023-01600,2295,249,strategic ,active,2023-09-18,2024-03-16,5000.00,500.00,EUR,
1601,CTR-2025-01601,1402,79,Standard,Active,2025-08-08,2028-08-07,2500.00,1000.00,usd,
1602,CTR-2024-01602,1683,310,Preferred,Cancelled,2024-03-04,3/4/2027,2500.00,500.00,USD,Unknown
1603,CTR-2023-01603,354,30,Strategic,Cancelled,2023-12-05,2024-12-04,500.00,2500.00,USD,Unknown
1604,CTR-2024-01604,2137,15,Strategic,Active,2024-08-24,24/08/2027,25000.00,0.00,usd,
1605,CTR-2024-01605,1595,266,Preferred,Active,2024-08-28,2026-08-28,2500.00,2500.00,USD,
1606,CTR-2024-01606,1684,165,Spot,active,2024-09-07,2025-09-07,25000.00,0.00,USD,
1607,CTR-2025-01607,1321,243,Spot,Active,2025-06-18,12/15/2025,10000.00,2500.00,USD,
1608,CTR-2023-01608,1504,179,Strategic,Active,2023-03-08,2024-03-07,2500.00,1000.00,USD,
1609,CTR-2023-01609,1391,278,Spot,Active,2023-07-19,2025-07-18,2500.00,10000.00,USD,
1610,CTR-2023-01610,933,69,Strategic,Active,2023-09-23,3/21/2024,5000.00,1000.00,GBP,
1611,CTR-2023-01611,153,146,Strategic,Active,2023-02-23,2026-02-22,5000.00,10000.00,USD,
1612,CTR-2024-01612,1986,290,strategic ,Cancelled,2024-10-24,2026-10-24,2500.00,10000.00,GBP,Price increase
1613,CTR-2024-01613,5,128,Spot,Active,2024-11-09,2026-11-09,10000.00,10000.00,USD,
1614,CTR-2023-01614,815,243,Preferred,Active,2023-03-05,2024-03-04,25000.00,5000.00,USD,
1615,CTR-2023-01615,1913,249,Strategic,Expired,2023-02-07,2025-02-06,5000.00,0.00,USD,
1616,CTR-2023-01616,754,146,Spot,Active,2023-02-10,2024-02-10,1000.00,1000.00,USD,
1617,CTR-2023-01617,1571,14,Preferred,Expired,2023-10-21,2024-04-18,10000.00,500.00,USD,
1618,CTR-2024-01618,2213,273,Preferred,Suspended,2024-08-16,8/16/2026,5000.00,500.00,USD,
1619,CTR-2025-01619,1335,299,strategic ,Cancelled,2025-02-08,2025-08-07,25000.00,2500.00,USD,Customer consolidation
1620,CTR-2025-01620,597,20,Preferred,Expired,2025-04-12,4/12/2026,10000.00,2500.00,EUR,
1621,CTR-2023-01621,1696,140,Standard,Active,2023-10-23,2024-04-20,500.00,2500.00,USD,
1622,CTR-2024-01622,748,241,Spot,Active,2024-06-05,12/2/2024,5000.00,2500.00,usd,
1623,CTR-2023-01623,1417,19,strategic ,Cancelled,2023-05-23,5/22/2024,500.00,10000.00,EUR,Customer consolidation
1624,CTR-2023-01624,2188,190,strategic ,Suspended,2023-07-06,2025-07-05,5000.00,2500.00,USD,
1625,CTR-2023-01625,274,14,Strategic,active,2023-12-22,2024-12-21,5000.00,1000.00,CAD,
1626,CTR-2025-01626,1149,273,Strategic,Active,2025-07-14,2026-01-10,1000.00,1000.00,usd,
1627,CTR-2023-01627,373,266,Strategic,Active,2023-05-02,2023-10-29,2500.00,2500.00,USD,
1628,CTR-2023-01628,509,278,Standard,active,2023-08-06,2026-08-05,10000.00,500.00,USD,
1629,CTR-2024-01629,2155,226,Spot,Active,2024-11-04,11/4/2025,2500.00,10000.00,CAD,
1630,CTR-2023-01630,1105,267,Preferred,Active,2023-04-17,2023-10-14,1000.00,500.00,CAD,
1631,CTR-2023-01631,799,278,Spot,Cancelled,2023-10-12,2024-10-11,500.00,1000.00,USD,Unknown
1632,CTR-2023-01632,705,280,strategic ,Cancelled,2023-06-08,2024-06-07,500.00,10000.00,USD, 
1633,CTR-2023-01633,2305,280,Strategic,Suspended,2023-11-22,2024-05-20,25000.00,5000.00,USD,
1634,CTR-2023-01634,2279,269,Strategic,Active,2023-11-15,2026-11-14,10000.00,1000.00,USD,
1635,CTR-2024-01635,1866,201,Standard,Active,2024-03-10,2025-03-10,10000.00,2500.00,USD,
1636,CTR-2025-01636,1356,83,Preferred,Active,2025-07-27,23/01/2026,2500.00,500.00,USD,
1637,CTR-2025-01637,1767,82,Standard,Active,2025-02-22,2028-02-22,10000.00,10000.00,USD,
1638,CTR-2025-01638,1070,94,Strategic,Active,2025-08-17,2026-08-17,1000.00,2500.00,CAD,
1639,CTR-2025-01639,2439,67,strategic ,Active,2025-01-17, 2026-01-17 ,5000.00,1000.00,CAD,
1640,CTR-2023-01640,1088,239,Spot,Active,2023-02-12,2023-08-11,1000.00,2500.00,GBP,
1641,CTR-2023-01641,2116,226,Preferred,Cancelled,2023-04-24,2025-04-23,5000.00,10000.00,USD,Service unreliability
1642,CTR-2025-01642,1481,82,Standard,Active,2025-02-02,2026-02-02,5000.00,10000.00,USD,
1643,CTR-2025-01643,1326,290,Standard,Active,2025-10-04,2028-10-03,2500.00,5000.00,EUR,
1644,CTR-2025-01644,126,239,Spot,Expired,2025-03-20,2026-03-20,5000.00,1000.00,GBP,
1645,CTR-2025-01645,463,39,strategic ,Cancelled,2025-06-26,2028-06-25,25000.00,500.00,USD,Unknown
1646,CTR-2024-01646,257,242,Standard,active,2024-05-22,2027-05-22,1000.00,5000.00,USD,
1647,CTR-2024-01647,1,146,Spot,Suspended,2024-04-09,2025-04-09,10000.00,5000.00,USD,
1648,CTR-2023-01648,48,299,Spot,Expired,2023-04-16,2024-04-15,1000.00,5000.00,USD,
1649,CTR-2025-01649,2330,78,Standard,Expired,2025-06-06,2028-06-05,1000.00,500.00,USD,
1650,CTR-2024-01650,2275,258,Standard,Expired,2024-11-21,2025-11-21,1000.00,0.00,USD,
1651,CTR-2025-01651,1398,266,Spot,Cancelled,2025-03-15,2026/03/15,500.00,1000.00,USD,Service unreliability
1652,CTR-2024-01652,1266,14,Spot,Cancelled,2024-09-29,2027-09-29,5000.00,2500.00,EUR,Service unreliability
1653,CTR-2023-01653,1520,254,Standard,Suspended,2023-02-25,25/02/2024,10000.00,500.00,USD,
1654,CTR-2023-01654,1196,156,Spot,Active,2023-06-08,2023-12-05,5000.00,0.00,USD,
1655,CTR-2024-01655,1996,20,Strategic,Expired,2024-02-11,2025-02-10,500.00,5000.00,USD,
1656,CTR-2023-01656,845,12,Strategic,Active,2023-09-21,2024-03-19,500.00,5000.00,USD,
1657,CTR-2025-01657,1047,242,strategic ,Active,2025-04-06,2028-04-05,500.00,0.00,USD,
1658,CTR-2025-01658,187,119,Preferred,Active,2025-09-12,12/09/2026,25000.00,2500.00,GBP,
1659,CTR-2025-01659,1090,192,strategic ,Expired,2025-07-20,2026-01-16,5000.00,5000.00,USD,
1660,CTR-2025-01660,1781,234,Preferred,Active,2025-09-05,2028-09-04,10000.00,2500.00,USD,
1661,CTR-2024-01661,490,94,strategic ,Cancelled,2024-02-28,2026-02-27,1000.00,2500.00,usd,Moved to competitor
1662,CTR-2024-01662,1526,67,strategic ,Cancelled,2024-09-06,2026-09-06,500.00,500.00,CAD,Service unreliability
1663,CTR-2024-01663,1464,69,Preferred,Active,2024-09-22,2025-03-21,1000.00,10000.00,EUR,
1664,CTR-2024-01664,1853,121,strategic ,Active,2024-09-03,2027-09-03,5000.00,1000.00,USD,
1665,CTR-2023-01665,177,248,Preferred,active,2023-05-24,2023-11-20,10000.00,0.00,USD,
1666,CTR-2024-01666,218,249,strategic ,Active,2024-03-04,2024-08-31,10000.00,1000.00,USD,
1667,CTR-2024-01667,2030,226,Preferred,Cancelled,2024-08-17,2027-08-17,1000.00,10000.00,CAD,Customer consolidation
1668,CTR-2024-01668,1995,26,Standard,Active,2024-02-22,2027-02-21,1000.00,2500.00,USD,
1669,CTR-2023-01669,1401,249,Standard,Active,2023-09-06,2024-09-05,5000.00,2500.00,GBP,
1670,CTR-2025-01670,1275,22,strategic ,Active,2025-07-26,2026-01-22,1000.00,5000.00,USD,
1671,CTR-2025-01671,1564,257,strategic ,Active,2025-06-27,2026-06-27,25000.00,2500.00,GBP,
1672,CTR-2024-01672,1651,7,Standard,Cancelled,2024-11-18,2025-11-18,2500.00,2500.00,USD,Unknown
1673,CTR-2023-01673,1071,69,Standard,Active,2023-09-23,2025-09-22,5000.00,10000.00,USD,
1674,CTR-2024-01674,519,140,Strategic,Cancelled,2024-12-26,2025-06-24,2500.00,5000.00,CAD,Customer consolidation
1675,CTR-2024-01675,2326,78,Spot,Active,2024-09-20,2025-09-20,5000.00,10000.00,USD,
1676,CTR-2024-01676,360,94,Spot,Active,2024-09-16,2027-09-16,1000.00,2500.00,USD,
1677,CTR-2025-01677,148,252,Standard,Active,2025-09-06,2026-09-06,25000.00,0.00,CAD,
1678,CTR-2024-01678,1955,239,Preferred,Cancelled,2024-11-17,17/11/2025,25000.00,1000.00,USD,Service unreliability
1679,CTR-2025-01679,828,248,Standard,Expired,2025-05-31,2026-05-31,500.00,500.00,EUR,
1680,CTR-2023-01680,1684,60,strategic ,Cancelled,2023-06-08,2025-06-07,2500.00,500.00,USD, 
1681,CTR-2025-01681,2170,19,Standard,Active,2025-06-20,2026-06-20,1000.00,5000.00,USD,
1682,CTR-2023-01682,1081,243,Strategic,Cancelled,2023-12-31,2024-06-28,2500.00,1000.00,USD,Price increase
1683,CTR-2024-01683,290,19,Spot,Expired,2024-11-18,2025-11-18,5000.00,2500.00,USD,
1684,CTR-2024-01684,1032,57,Strategic,active,2024-05-21,2025-05-21,2500.00,0.00,USD,
1685,CTR-2024-01685,516,82,strategic ,Active,2024-01-03,2025-01-02,1000.00,1000.00,USD,
1686,CTR-2024-01686,423,19,Strategic,Active,2024-09-25,2025-09-25,2500.00,5000.00,GBP,
1687,CTR-2024-01687,1823,174,Standard,Suspended,2024-11-04,2025-05-03,5000.00,0.00,USD,
1688,CTR-2023-01688,1092,60,Standard,Active,2023-07-05,2024-01-01,5000.00,500.00,USD,
1689,CTR-2025-01689,68,15,Spot,Active,2025-05-31,2028-05-30,500.00,2500.00,CAD,
1690,CTR-2023-01690,157,149,Strategic,Active,2023-10-27,2024/04/24,1000.00,2500.00,GBP,
1691,CTR-2023-01691,1072,22,Spot,Expired,2023-01-13,2025-01-12,10000.00,1000.00,usd,
1692,CTR-2023-01692,619,39,strategic ,Active,2023-04-03,2024-04-02,1000.00,10000.00,EUR,
1693,CTR-2023-01693,377,41,Standard,Active,2023-06-29,2023-12-26,500.00,1000.00,USD,
1694,CTR-2023-01694,1380,257,Spot,Expired,2023-05-19,2024/05/18,25000.00,1000.00,CAD,
1695,CTR-2024-01695,2262,68,Preferred,Cancelled,2024-10-18,2027-10-18,25000.00,1000.00,CAD,Unknown
1696,CTR-2024-01696,1833,78,Standard,Expired,2024-05-12,2025-05-12,5000.00,2500.00,USD,
1697,CTR-2024-01697,1364,68,Standard,Active,2024-02-06,2027-02-05,1000.00,1000.00,USD,
1698,CTR-2024-01698,554,179,Preferred,Expired,2024-03-10,3/10/2025,10000.00,10000.00,CAD,
1699,CTR-2025-01699,1852,19,Preferred,Active,2025-10-14,2026-04-12,2500.00,1000.00,EUR,
1700,CTR-2024-01700,1132,310,Standard,Cancelled,2024-12-25,2025-12-25,2500.00,2500.00,USD, 
1701,CTR-2025-01701,1482,149,strategic ,Cancelled,2025-04-26,4/25/2028,25000.00,2500.00,USD,Moved to competitor
1702,CTR-2024-01702,250,39,Standard,Active,2024-04-11,11/04/2025,5000.00,0.00,GBP,
1703,CTR-2023-01703,1614,174,Strategic,Active,2023-10-02,2024-03-30,5000.00,0.00,usd,
1704,CTR-2023-01704,2266,240,strategic ,Active,2023-10-02,2024-10-01,10000.00,5000.00,USD,
1705,CTR-2025-01705,1159,106,Strategic,Suspended,2025-08-04,2026-01-31,2500.00,500.00,USD,
1706,CTR-2023-01706,1379,248,strategic ,active,2023-08-02,2024-01-29,25000.00,0.00,USD,
1707,CTR-2023-01707,1883,161,Strategic,Expired,2023-07-01,2025-06-30,500.00,2500.00,GBP,
1708,CTR-2025-01708,1341,280,Strategic,active,2025-06-26,6/26/2026,5000.00,0.00,USD,
1709,CTR-2024-01709,508,108,Standard,Active,2024-03-01,2025-03-01,10000.00,10000.00,USD,
1710,CTR-2023-01710,2391,108,Preferred,active,2023-02-05,2024-02-05,2500.00,500.00,USD,
1711,CTR-2024-01711,1246,257,Preferred,Active,2024-07-18,2025-07-18,2500.00,5000.00,USD,
1712,CTR-2025-01712,2466,68,strategic ,Active,2025-03-27,2028-03-26,1000.00,10000.00,CAD,
1713,CTR-2024-01713,275,257,Strategic,Active,2024-11-19,2026-11-19,5000.00,0.00,USD,
1714,CTR-2023-01714,891,210,Strategic,active,2023-02-27,2024-02-27,10000.00,500.00,USD,
1715,CTR-2023-01715,1603,161,Spot,Active,2023-05-21,11/17/2023,1000.00,1000.00,USD,
1716,CTR-2024-01716,215,121,strategic ,Cancelled,2024-01-10,2027-01-09,10000.00,10000.00,USD,Moved to competitor
1717,CTR-2023-01717,978,82,Preferred,Expired,2023-07-31,2024-07-30,2500.00,2500.00,USD,
1718,CTR-2025-01718,1694,26,Strategic,Active,2025-02-21,2027-02-21,1000.00,0.00,EUR,
1719,CTR-2023-01719,1094,262,strategic ,Active,2023-05-21,2026-05-20,2500.00,2500.00,USD,
1720,CTR-2025-01720,320,218,Standard,Active,2025-05-12,2026-05-12,25000.00,500.00,EUR,
1721,CTR-2024-01721,2420,30,Spot,Expired,2024-10-17,2027-10-17,10000.00,500.00,EUR,
1722,CTR-2024-01722,1621,51,Strategic,active,2024-07-06,2025-01-02,25000.00,10000.00,USD,
1723,CTR-2023-01723,135,68,strategic ,Active,2023-09-13,2026-09-12,500.00,1000.00,EUR,
1724,CTR-2023-01724,1067,262,Spot,Expired,2023-03-17,3/16/2025,5000.00,2500.00,GBP,
1725,CTR-2024-01725,1431,20,Strategic,active,2024-07-16,2025-07-16,2500.00,5000.00,USD,
1726,CTR-2025-01726,576,20,Strategic,Active,2025-02-05,2026-02-05,10000.00,5000.00,USD,
1727,CTR-2025-01727,728,278,Strategic,active,2025-01-11, 2028-01-11 ,5000.00,10000.00,USD,
1728,CTR-2025-01728,1512,252,Strategic,Suspended,2025-02-27,2028-02-27,1000.00,10000.00,CAD,
1729,CTR-2025-01729,2034,19,Spot,Active,2025-06-20,2027-06-20,1000.00,5000.00,USD,
1730,CTR-2023-01730,2130,14,Standard,Expired,2023-02-21,8/20/2023,500.00,10000.00,EUR,
1731,CTR-2023-01731,1464,236,strategic ,Active,2023-11-17,2025-11-16,2500.00,2500.00,USD,
1732,CTR-2024-01732,2156,60,Spot,Suspended,2024-12-30,2025-12-30,1000.00,1000.00,GBP,
1733,CTR-2023-01733,2115,156,Standard,Active,2023-05-12,2025-05-11,10000.00,0.00,EUR,
1734,CTR-2024-01734,1951,121,strategic ,Cancelled,2024-01-24,2025-01-23,10000.00,5000.00,USD,Moved to competitor
1735,CTR-2025-01735,1670,106,Spot,Active,2025-03-12,2027-03-12,2500.00,1000.00,USD,
1736,CTR-2023-01736,2403,19,Preferred,Active,2023-06-12,2024-06-11,500.00,500.00,USD,
1737,CTR-2023-01737,2379,140,Spot,Active,2023-01-07,2026-01-06,2500.00,1000.00,GBP,
1738,CTR-2024-01738,581,191,Strategic,Cancelled,2024-08-13,2026-08-13,10000.00,10000.00,usd,Unknown
1739,CTR-2025-01739,619,79,Preferred,Active,2025-06-18,2028-06-17,5000.00,2500.00,USD,
1740,CTR-2025-01740,1854,30,Standard,Active,2025-05-26,2025-11-22,500.00,500.00,USD,
1741,CTR-2024-01741,2267,278,Preferred,Active,2024-12-11,2025-12-11,500.00,500.00,USD,
1742,CTR-2025-01742,283,83,Strategic,Cancelled,2025-04-21,2028-04-20,5000.00,10000.00,CAD, 
1743,CTR-2025-01743,676,280,Standard,Expired,2025-07-03,2025-12-30,1000.00,10000.00,USD,
1744,CTR-2023-01744,764,240,Standard,Active,2023-01-31,2024-01-31,25000.00,500.00,USD,
1745,CTR-2024-01745,2136,191,Strategic,Active,2024-09-21,2026-09-21,1000.00,500.00,CAD,
1746,CTR-2024-01746,1657,26,Standard,Expired,2024-12-07,2025-12-07,2500.00,10000.00,CAD,
1747,CTR-2025-01747,2042,193,Spot,Active,2025-07-20,2026-01-16,25000.00,500.00,USD,
1748,CTR-2023-01748,1417,106,strategic ,Active,2023-12-30,12/29/2026,25000.00,1000.00,USD,
1749,CTR-2025-01749,2168,257,Spot,Active,2025-04-28,2026-04-28,2500.00,2500.00,GBP,
1750,CTR-2023-01750,1125,152,Spot,Expired,2023-12-25,2026-12-24,2500.00,500.00,EUR,
1751,CTR-2023-01751,506,57,Strategic,Cancelled,2023-06-06,2024-06-05,25000.00,0.00,EUR,Moved to competitor
1752,CTR-2023-01752,603,243,Strategic,active,2023-01-18,2024-01-18,1000.00,10000.00,USD,
1753,CTR-2023-01753,974,278,Spot,Expired,2023-11-15,2024-11-14,25000.00,0.00,USD,
1754,CTR-2023-01754,2124,241,Strategic,Suspended,2023-04-12,2024-04-11,5000.00,5000.00,USD,
1755,CTR-2024-01755,557,191,Standard,Active,2024-11-28,2027-11-28,500.00,0.00,USD,
1756,CTR-2023-01756,681,192,Preferred,Active,2023-10-19,2025-10-18,2500.00,0.00,EUR,
1757,CTR-2025-01757,335,310,Spot,Active,2025-01-31,2026-01-31,2500.00,500.00,USD,
1758,CTR-2023-01758,251,278,Standard,Expired,2023-03-26,2024-03-25,10000.00,5000.00,USD,
1759,CTR-2023-01759,1723,267,Strategic,Cancelled,2023-08-06,02/02/2024,1000.00,0.00,USD,Price increase
1760,CTR-2023-01760,2268,179,strategic ,Active,2023-06-30,6/29/2024,500.00,10000.00,USD,
1761,CTR-2025-01761,1308,74,Standard,Expired,2025-09-08,2028-09-07,5000.00,2500.00,USD,
1762,CTR-2025-01762,1621,79,Standard,Expired,2025-06-23,2026-06-23,10000.00,10000.00,GBP,
1763,CTR-2023-01763,2271,128,Spot,Cancelled,2023-08-28,2024/08/27,10000.00,10000.00,GBP,Customer consolidation
1764,CTR-2024-01764,1202,240,Spot,Suspended,2024-05-02,2025-05-02,500.00,0.00,USD,
1765,CTR-2024-01765,1250,79,strategic ,Cancelled,2024-03-24,2025-03-24,2500.00,0.00,USD,Unknown
1766,CTR-2024-01766,958,156,Preferred,Expired,2024-07-17,2025-07-17,2500.00,0.00,usd,
1767,CTR-2023-01767,1324,33,Standard,Suspended,2023-01-26,2024-01-26,2500.00,2500.00,USD,
1768,CTR-2024-01768,937,249,Preferred,Active,2024-08-27,2025-02-23,2500.00,0.00,USD,
1769,CTR-2023-01769,2163,119,Standard,Expired,2023-06-22,2025-06-21,5000.00,500.00,USD,
1770,CTR-2023-01770,2130,218,strategic ,Active,2023-12-21,2025-12-20,1000.00,500.00,USD,
1771,CTR-2024-01771,2325,60,Spot,Suspended,2024-10-02,2025-10-02,10000.00,1000.00,USD,
1772,CTR-2023-01772,258,156,Spot,Active,2023-09-23,2025-09-22,500.00,10000.00,USD,
1773,CTR-2024-01773,51,210,strategic ,Cancelled,2024-02-16,2027-02-15,2500.00,5000.00,USD,Unknown
1774,CTR-2024-01774,69,266,Preferred,Active,2024-06-28,6/28/2027,10000.00,0.00,GBP,
1775,CTR-2024-01775,510,82,Standard,Expired,2024-11-22,2025-05-21,5000.00,5000.00,CAD,
1776,CTR-2023-01776,646,252,Preferred,Cancelled,2023-08-27,2024-08-26,2500.00,5000.00,EUR,Service unreliability
1777,CTR-2023-01777,578,68,Standard,Active,2023-06-10,2024-06-09,1000.00,0.00,USD,
1778,CTR-2024-01778,1680,192,Preferred,Active,2024-11-09,2025-05-08,1000.00,2500.00,USD,
1779,CTR-2025-01779,108,7,Standard,Active,2025-09-13,2028-09-12,25000.00,2500.00,CAD,
1780,CTR-2023-01780,683,7,Standard,Active,2023-01-26,2026-01-25,25000.00,0.00,USD,
1781,CTR-2025-01781,1710,51,strategic ,Active,2025-05-03,5/2/2028,25000.00,1000.00,USD,
1782,CTR-2024-01782,593,242,Standard,Expired,2024-05-04,2025-05-04,5000.00,500.00,EUR,
1783,CTR-2025-01783,701,119,Spot,Active,2025-04-17, 2028-04-16 ,25000.00,10000.00,USD,
1784,CTR-2024-01784,78,183,Strategic,Cancelled,2024-05-20,2024-11-16,5000.00,0.00,CAD, 
1785,CTR-2023-01785,1929,94,Strategic,Active,2023-06-01,2025-05-31,5000.00,1000.00,USD,
1786,CTR-2024-01786,2137,201,Spot,Cancelled,2024-05-09,11/5/2024,10000.00,500.00,USD,Moved to competitor
1787,CTR-2023-01787,593,57,Strategic,Expired,2023-01-27,2024-01-27,2500.00,10000.00,USD,
1788,CTR-2023-01788,962,201,strategic ,Active,2023-06-24,21/12/2023,5000.00,2500.00,USD,
1789,CTR-2025-01789,2196,26,Standard,Active,2025-07-01,2028-06-30,5000.00,2500.00,USD,
1790,CTR-2023-01790,1741,267,Spot,Cancelled,2023-09-09,2024-03-07,500.00,1000.00,USD,Service unreliability
1791,CTR-2024-01791,2064,201,Strategic,active,2024-09-10,2025-09-10,10000.00,2500.00,USD,
1792,CTR-2024-01792,155,289,Spot,Active,2024-12-03,2026-12-03,2500.00,0.00,USD,
1793,CTR-2025-01793,1493,51,Preferred,Suspended,2025-06-11,2025/12/08,1000.00,10000.00,USD,
1794,CTR-2023-01794,555,74,Strategic,Active,2023-02-20,2025-02-19,5000.00,0.00,USD,
1795,CTR-2024-01795,468,78,Standard,Active,2024-05-30,2026-05-30,2500.00,10000.00,USD,
1796,CTR-2025-01796,1326,240,Spot,Cancelled,2025-06-27,2028-06-26,25000.00,1000.00,USD,Price increase
1797,CTR-2025-01797,954,7,Strategic,active,2025-06-21,2026-06-21,25000.00,1000.00,USD,
1798,CTR-2025-01798,405,234,Strategic,Active,2025-07-05,2026-07-05,5000.00,500.00,usd,
1799,CTR-2025-01799,1456,240,Strategic,Active,2025-06-30,2026-06-30,1000.00,500.00,USD,
1800,CTR-2025-01800,482,249,strategic ,Cancelled,2025-04-26,2025-10-23,500.00,500.00,USD,Moved to competitor
1801,CTR-2024-01801,959,39,Spot,Expired,2024-07-13,2026-07-13,1000.00,5000.00,USD,
1802,CTR-2025-01802,1087,220,Preferred,Active,2025-05-05,5/5/2026,5000.00,500.00,USD,
1803,CTR-2023-01803,1759,267,Preferred,Active,2023-04-15,2024-04-14,25000.00,5000.00,USD,
1804,CTR-2023-01804,257,20,Standard,Expired,2023-06-13,2023-12-10,1000.00,2500.00,USD,
1805,CTR-2024-01805,1971,280,strategic ,Active,2024-06-02,2027-06-02,10000.00,1000.00,usd,
1806,CTR-2024-01806,2138,192,Standard,Cancelled,2024-05-26,2026-05-26,1000.00,10000.00,CAD,Price increase
1807,CTR-2024-01807,1772,121,Strategic,Cancelled,2024-11-15,2025-11-15,10000.00,0.00,EUR, 
1808,CTR-2024-01808,225,290,strategic ,Active,2024-01-19,2024-07-17,25000.00,500.00,USD,
1809,CTR-2025-01809,270,15,Preferred,Active,2025-08-13,2026-02-09,5000.00,0.00,USD,
1810,CTR-2024-01810,120,278,Preferred,Expired,2024-12-13,2026-12-13,1000.00,10000.00,USD,
1811,CTR-2023-01811,2122,296,Preferred,Cancelled,2023-05-15,2023-11-11,500.00,500.00,USD, 
1812,CTR-2023-01812,484,240,Strategic,Active,2023-08-14,10/02/2024,10000.00,500.00,USD,
1813,CTR-2025-01813,1739,278,Strategic,Active,2025-09-17,2026-09-17,2500.00,10000.00,CAD,
1814,CTR-2025-01814,859,20,strategic ,Active,2025-05-05,2027-05-05,1000.00,1000.00,CAD,
1815,CTR-2023-01815,1597,22,Standard,active,2023-04-04,2023-10-01,10000.00,1000.00,GBP,
1816,CTR-2024-01816,2304,187,Standard,Cancelled,2024-12-28,2025-06-26,25000.00,10000.00,USD,Unknown
1817,CTR-2024-01817,1082,105,Standard,Active,2024-02-01,2024-07-30,1000.00,10000.00,USD,
1818,CTR-2025-01818,14,231,Spot,Active,2025-10-02,2027-10-02,25000.00,500.00,USD,
1819,CTR-2025-01819,2332,266,Spot,Suspended,2025-06-24,23/06/2028,500.00,500.00,USD,
1820,CTR-2025-01820,2202,69,Standard,Active,2025-03-07,2026-03-07,5000.00,0.00,USD,
1821,CTR-2025-01821,5,299,Strategic,Cancelled,2025-01-17,2027-01-17,1000.00,2500.00,EUR,Customer consolidation
1822,CTR-2023-01822,921,310,Standard,Cancelled,2023-07-28,27/07/2026,1000.00,500.00,CAD,Moved to competitor
1823,CTR-2023-01823,388,149,Preferred,Cancelled,2023-07-20,2024-07-19,500.00,10000.00,USD,Price increase
1824,CTR-2023-01824,1814,108,strategic ,Active,2023-03-24,2024-03-23,25000.00,10000.00,CAD,
1825,CTR-2023-01825,375,192,strategic ,Active,2023-03-15,2023-09-11,2500.00,500.00,USD,
1826,CTR-2023-01826,2464,201,Preferred,Cancelled,2023-10-15,10/14/2025,5000.00,1000.00,USD,Customer consolidation
1827,CTR-2025-01827,2277,60,Spot,Expired,2025-02-11,2026-02-11,25000.00,5000.00,GBP,
1828,CTR-2024-01828,241,94,Preferred,Active,2024-09-09,2025-09-09,10000.00,2500.00,CAD,
1829,CTR-2023-01829,503,193,Standard,Suspended,2023-08-27,2024-08-26,500.00,0.00,CAD,
1830,CTR-2023-01830,1012,266,Standard,Expired,2023-03-25,2025-03-24,500.00,1000.00,USD,
1831,CTR-2023-01831,220,239,Strategic,Active,2023-05-09,08/05/2025,500.00,10000.00,EUR,
1832,CTR-2024-01832,2397,83,Spot,Active,2024-12-09,2025-12-09,2500.00,500.00,GBP,
1833,CTR-2025-01833,594,258,Preferred,active,2025-05-04,2025-10-31,1000.00,500.00,USD,
1834,CTR-2024-01834,2462,248,Strategic,Active,2024-12-20,2025-06-18,500.00,1000.00,USD,
1835,CTR-2023-01835,1296,280,Preferred,Active,2023-06-12,2025-06-11,1000.00,2500.00,CAD,
1836,CTR-2023-01836,1733,30,Standard,Active,2023-01-12,2024-01-12,10000.00,5000.00,USD,
1837,CTR-2025-01837,1758,226,Spot,Active,2025-07-03,2028-07-02,25000.00,1000.00,USD,
1838,CTR-2024-01838,1774,82,strategic ,Active,2024-04-06,2025-04-06,10000.00,5000.00,USD,
1839,CTR-2023-01839,1245,106,Preferred,Active,2023-09-21,19/03/2024,10000.00,1000.00,USD,
1840,CTR-2025-01840,275,83,Strategic,active,2025-02-05,2028-02-05,25000.00,0.00,USD,
1841,CTR-2023-01841,684,64,Spot,Active,2023-04-04,2026-04-03,10000.00,0.00,USD,
1842,CTR-2024-01842,887,147,Spot,Active,2024-07-17,2025-07-17,500.00,0.00,USD,
1843,CTR-2024-01843,1904,295,Strategic,Cancelled,2024-04-01,2025-04-01,5000.00,500.00,USD,Moved to competitor
1844,CTR-2025-01844,1025,240,Strategic,Active,2025-04-01,2025-09-28,500.00,1000.00,USD,
